Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
TJ McConnell,31.6,IND,Point,1221,17.4,84,57.6%,79,34%,100,52%,26,7%,100,59%,5,2%,2,5%,2,7%
Jaden McDaniels,23.1,MIN,Wing,2102,29.2,69,56.2%,58,30%,87,26%,57,6%,79,32%,79,24%,10,14%,31,39%
Jalen McDaniels,25.7,TOR,Forward,433,11.1,0,36.0%,44,29%,94,32%,38,3%,77,36%,40,12%,52,23%,44,35%
Doug McDermott,31.8,IND,Wing,178,9.9,37,51.7%,3,7%,14,9%,53,5%,17,14%,55,17%,98,62%,96,79%
Doug McDermott,31.8,SAS,Forward,685,14.9,92,61.6%,6,14%,2,4%,44,4%,6,8%,54,17%,100,61%,98,78%
JaVale McGee,35.8,SAC,Big,296,7.4,89,66.1%,66,61%,92,35%,22,1%,82,35%,0,0%,32,3%,28,3%
Bryce McGowens,21.0,CHA,Wing,798,15.3,27,50.0%,87,42%,43,14%,41,4%,37,18%,58,18%,25,22%,34,39%
Jordan McLaughlin,27.6,MIN,Combo,567,11.6,100,65.8%,60,26%,12,11%,12,4%,5,14%,97,29%,44,30%,85,59%
De'Anthony Melton,25.4,PHI,Wing,1018,26.8,25,49.7%,52,28%,21,11%,56,6%,27,17%,27,11%,84,45%,69,56%
Nathan Mensah,25.6,CHA,Big,234,10.7,2,36.0%,66,62%,95,38%,0,0%,85,38%,0,0%,0,0%,0,0%
Sam Merrill,27.5,CLE,Wing,961,16.3,80,58.3%,1,5%,4,5%,10,1%,2,6%,63,19%,100,70%,99,89%
Chimezie Metu,26.6,DET,Big,399,28.5,29,54.3%,21,29%,86,32%,64,4%,83,36%,74,13%,66,22%,69,35%
Chimezie Metu,26.6,PHX,Big,404,12.6,68,59.2%,51,49%,27,14%,20,1%,18,15%,75,13%,68,23%,70,36%
Vasilije Micic,29.8,CHA,Point,813,27.1,26,49.8%,81,36%,12,15%,67,12%,28,27%,9,2%,58,35%,44,37%
Vasilije Micic,29.8,OKC,Combo,317,10.9,49,52.5%,85,33%,22,15%,58,10%,26,25%,20,6%,62,36%,43,41%
Khris Middleton,32.2,MIL,Wing,1486,27.0,71,56.6%,11,14%,83,24%,98,24%,98,49%,16,8%,48,29%,25,37%
Brandon Miller,20.9,CHA,Wing,2372,32.1,45,53.0%,21,18%,86,26%,87,14%,90,39%,20,9%,64,34%,42,43%
Patty Mills,35.2,ATL,Combo,187,11.7,40,51.1%,2,4%,17,13%,74,13%,34,27%,94,29%,77,40%,93,69%
Patty Mills,35.2,MIA,Combo,199,16.6,6,40.7%,10,12%,6,9%,80,14%,19,23%,76,15%,95,50%,91,65%
Shake Milton,27.1,MIN,Combo,428,13.8,10,43.7%,69,28%,87,33%,36,7%,76,40%,74,15%,8,17%,20,32%
Justin Minaya,24.6,POR,Wing,328,10.9,1,34.2%,55,29%,3,5%,0,0%,1,5%,63,19%,86,47%,83,66%
Davion Mitchell,25.2,SAC,Combo,1039,15.8,78,56.0%,42,22%,37,19%,59,11%,43,30%,73,15%,55,34%,63,49%
Donovan Mitchell,27.1,CLE,Combo,1929,35.1,73,54.9%,65,27%,30,17%,78,14%,50,31%,1,2%,72,39%,44,41%
Evan Mobley,22.4,CLE,Big,1525,30.5,73,60.3%,62,58%,76,28%,68,5%,74,33%,45,4%,37,5%,35,10%
Malik Monk,25.7,SAC,Wing,1859,25.8,43,52.6%,42,24%,77,22%,74,9%,77,31%,10,7%,73,38%,45,44%
Moses Moody,21.4,GSW,Wing,1105,17.0,56,54.3%,50,27%,78,23%,52,5%,66,28%,39,14%,55,31%,47,45%
Ja Morant,24.2,MEM,Point,317,35.3,40,51.5%,84,39%,79,30%,16,4%,53,35%,14,3%,23,24%,12,27%
Marcus Morris,34.2,PHI,Forward,621,16.8,42,52.8%,4,13%,56,21%,98,25%,98,46%,42,12%,65,28%,52,40%
Marcus Morris,34.2,CLE,Big,169,14.1,55,57.7%,1,9%,35,17%,99,26%,90,43%,90,20%,77,28%,84,48%
Markieff Morris,34.2,DAL,Big,164,8.2,4,45.3%,1,10%,16,13%,97,21%,75,33%,87,19%,90,38%,92,56%
Monte Morris,28.3,MIN,Combo,392,14.5,37,50.5%,20,14%,44,21%,94,19%,77,40%,86,19%,30,27%,60,46%
Trey Murphy III,23.4,NOP,Wing,1651,29.0,75,57.2%,27,20%,20,11%,19,2%,15,13%,41,14%,93,53%,87,67%
Dejounte Murray,27.1,ATL,Combo,2781,35.7,57,52.8%,51,24%,76,27%,73,13%,81,40%,44,9%,31,27%,30,36%
Jamal Murray,26.7,DEN,Point,1858,31.5,67,55.5%,49,23%,44,22%,98,22%,81,44%,23,4%,42,29%,33,33%
Keegan Murray,23.2,SAC,Wing,2577,33.5,59,54.9%,30,20%,59,18%,83,12%,73,29%,36,14%,71,37%,59,50%
Kris Murray,23.2,POR,Wing,1244,21.1,13,47.5%,72,36%,58,17%,2,0%,31,17%,77,24%,31,23%,52,47%
Mike Muscala,32.3,WAS,Big,318,13.9,5,45.8%,17,28%,21,13%,81,8%,40,21%,78,14%,88,37%,87,51%
Mike Muscala,32.3,DET,Big,165,12.7,20,52.6%,0,8%,3,8%,69,5%,10,13%,90,21%,100,59%,99,79%
Sviatoslav Mykhailiuk,26.4,BOS,Wing,284,10.1,98,65.5%,13,16%,9,8%,20,2%,8,10%,84,27%,87,48%,95,74%
Larry Nance Jr.,30.8,NOP,Big,1204,19.7,83,63.9%,57,53%,49,21%,39,2%,42,23%,80,15%,43,9%,53,24%
Andrew Nembhard,23.8,IND,Combo,1675,24.6,77,55.5%,56,25%,84,31%,72,13%,90,44%,51,10%,16,20%,16,30%
Aaron Nesmith,24.0,IND,Wing,1989,27.6,90,60.8%,64,33%,45,15%,25,3%,31,17%,73,22%,42,27%,57,50%
Georges Niang,30.4,CLE,Forward,1759,21.5,67,56.1%,10,16%,54,21%,21,2%,46,23%,75,23%,85,39%,85,61%
Zeke Nnaji,22.8,DEN,Big,493,9.3,10,49.6%,87,78%,15,12%,0,0%,9,12%,46,4%,39,6%,37,10%
Jaylen Nowell,24.3,MEM,Point,150,16.7,5,43.3%,2,8%,93,36%,91,17%,98,53%,47,6%,53,34%,58,40%
Jusuf Nurkic,29.2,PHX,Big,2076,27.3,22,52.9%,69,65%,52,21%,28,1%,41,22%,32,1%,46,11%,39,12%
Jordan Nwora,25.1,TOR,Wing,444,14.3,55,54.2%,59,30%,76,22%,54,5%,65,27%,34,13%,48,29%,40,42%
Jordan Nwora,25.1,IND,Wing,105,8.8,40,52.4%,80,39%,17,10%,64,7%,29,17%,42,15%,46,29%,44,44%
Royce O'Neale,30.4,PHX,Wing,741,24.7,58,54.8%,12,15%,28,12%,13,1%,16,13%,46,16%,97,57%,93,72%
Royce O'Neale,30.4,BKN,Wing,1165,23.8,67,55.8%,13,15%,5,6%,4,0%,3,7%,38,14%,99,65%,96,79%
Chuma Okeke,25.2,ORL,Wing,320,11.4,54,54.1%,18,17%,11,8%,24,3%,9,11%,87,28%,83,44%,93,72%
Josh Okogie,25.2,PHX,Wing,916,16.7,19,48.5%,94,48%,31,12%,8,1%,16,13%,81,26%,7,14%,33,39%
Onyeka Okongwu,22.9,ATL,Big,1394,25.4,85,64.7%,74,66%,40,17%,14,0%,29,18%,72,12%,35,4%,45,16%
Isaac Okoro,22.8,CLE,Wing,1879,27.2,79,57.9%,95,48%,20,10%,7,1%,12,11%,84,27%,8,14%,36,40%
Kelly Olynyk,32.5,TOR,Big,739,26.4,72,60.1%,50,48%,43,18%,82,8%,51,26%,48,4%,65,22%,56,26%
Kelly Olynyk,32.5,UTA,Big,1004,20.1,82,63.6%,43,42%,48,21%,80,8%,58,28%,55,6%,72,24%,61,30%
Eugene Omoruyi,26.7,WAS,Big,287,8.2,7,47.7%,63,60%,39,17%,48,2%,37,20%,50,5%,56,16%,50,21%
Cedi Osman,28.6,SAS,Forward,1253,17.4,85,59.5%,42,29%,27,13%,35,3%,27,16%,44,14%,90,41%,81,55%
Kelly Oubre,27.9,PHI,Wing,2030,29.9,25,49.6%,83,40%,80,23%,33,3%,61,26%,26,11%,28,23%,20,34%
Chris Paul,38.5,GSW,Combo,1529,26.4,58,53.0%,1,4%,72,26%,99,26%,95,53%,42,8%,58,35%,52,44%
Cameron Payne,29.2,MIL,Combo,666,14.2,79,56.2%,33,19%,35,18%,31,7%,22,25%,55,12%,88,45%,81,56%
Cameron Payne,29.2,PHI,Combo,574,18.5,42,51.7%,49,23%,60,24%,17,5%,40,29%,9,4%,86,44%,62,48%
Gary Payton II,30.9,GSW,Wing,665,15.1,93,61.7%,98,52%,66,19%,0,0%,42,19%,66,20%,3,9%,13,29%
Julian Phillips,20.0,CHI,Forward,283,7.9,23,50.7%,88,47%,0,3%,27,3%,0,5%,96,28%,44,19%,69,47%
Scotty Pippen,23.0,MEM,Point,505,24.1,60,53.9%,86,39%,26,18%,56,11%,37,29%,26,4%,40,28%,30,32%
Mason Plumlee,33.7,LAC,Big,627,14.6,58,58.2%,85,75%,56,22%,15,1%,43,23%,35,2%,25,1%,25,2%
Brandin Podziemski,20.7,GSW,Combo,1936,26.2,60,53.1%,55,25%,91,33%,16,5%,71,38%,38,8%,42,29%,36,37%
Jakob Poeltl,28.0,TOR,Big,1319,26.4,88,65.6%,68,65%,90,34%,19,1%,80,35%,0,0%,0,0%,0,0%
Aleksej Pokusevski,21.8,CHA,Big,327,18.2,14,51.0%,32,35%,44,19%,84,9%,57,28%,68,10%,75,27%,74,37%
Jordan Poole,24.4,WAS,Combo,2341,30.0,30,49.4%,45,22%,48,21%,63,12%,59,33%,16,5%,73,39%,57,45%
Craig Porter,23.7,CLE,Combo,556,12.1,55,52.8%,92,39%,92,34%,71,13%,92,47%,2,3%,5,12%,3,14%
Jontay Porter,24.0,TOR,Big,329,13.2,9,49.0%,21,29%,24,14%,54,3%,23,17%,50,5%,97,50%,90,54%
Michael Porter,25.3,DEN,Wing,2564,31.7,83,58.7%,33,22%,23,11%,94,17%,69,28%,25,11%,76,39%,58,50%
Otto Porter,30.4,TOR,Forward,165,11.0,10,46.7%,15,19%,17,10%,40,3%,13,13%,73,23%,94,45%,92,68%
Bobby Portis,28.7,MIL,Big,1984,24.2,45,56.5%,15,27%,80,29%,95,18%,95,47%,70,11%,54,14%,55,26%
Kristaps Porzingis,28.2,BOS,Big,1689,29.6,65,58.9%,23,32%,55,22%,87,12%,77,34%,30,1%,83,33%,68,34%
Micah Potter,25.6,UTA,Big,182,12.2,63,58.8%,11,26%,61,24%,0,0%,45,24%,99,33%,59,17%,85,50%
Dwight Powell,32.3,DAL,Big,781,14.2,95,69.3%,96,87%,5,8%,45,2%,6,10%,34,2%,26,1%,25,2%
Norman Powell,30.4,LAC,Wing,1956,25.7,84,59.0%,29,20%,73,21%,82,11%,81,32%,51,16%,53,31%,52,47%
Taurean Prince,29.6,LAL,Wing,2092,26.8,78,57.7%,25,19%,52,16%,43,4%,44,20%,86,28%,60,33%,77,61%
Payton Pritchard,25.8,BOS,Point,1675,20.4,93,59.0%,28,18%,5,12%,49,10%,9,22%,98,18%,79,42%,93,60%
Olivier-Maxence Prosper,21.3,DAL,Forward,215,8.0,2,38.7%,58,36%,8,6%,92,14%,40,20%,94,28%,31,16%,56,43%
Trevelin Queen,26.7,ORL,Wing,138,12.6,4,40.6%,85,41%,14,9%,72,9%,33,18%,58,18%,34,24%,37,41%
Neemias Queta,24.3,BOS,Big,269,11.7,78,62.5%,84,74%,66,25%,26,1%,50,26%,0,0%,0,0%,0,0%
Immanuel Quickley,24.4,NYK,Combo,708,23.6,71,54.5%,15,13%,81,30%,65,12%,85,43%,65,13%,47,31%,55,44%
Immanuel Quickley,24.4,TOR,Combo,1262,33.2,43,51.7%,27,18%,78,30%,44,8%,70,38%,28,7%,66,38%,56,44%
Lester Quinones,23.0,GSW,Wing,316,11.3,17,48.4%,45,25%,63,18%,49,5%,55,23%,24,11%,78,41%,61,52%
Jahmi'us Ramsey,22.4,TOR,Forward,105,17.6,17,48.5%,48,32%,21,11%,27,3%,15,14%,52,16%,81,38%,79,54%
Julius Randle,28.9,NYK,Forward,1625,35.3,31,51.8%,54,35%,96,33%,56,6%,85,39%,4,4%,48,22%,23,26%
Duop Reath,27.3,POR,Big,1194,17.6,35,55.4%,25,33%,47,20%,24,1%,39,21%,66,9%,90,38%,82,46%
Austin Reaves,25.4,LAL,Combo,2607,31.8,83,57.4%,52,24%,59,24%,57,10%,64,34%,24,7%,60,36%,48,42%
Cameron Reddish,24.2,LAL,Wing,962,20.5,11,47.3%,79,39%,37,13%,42,4%,32,17%,88,29%,11,15%,43,44%
Paul Reed,24.4,PHI,Big,1505,18.4,37,55.7%,59,56%,65,24%,83,8%,73,33%,43,4%,41,8%,38,11%
Naz Reid,24.2,MIN,Big,1943,24.0,57,57.9%,23,32%,57,23%,18,1%,44,24%,75,13%,82,31%,80,44%
Jared Rhoden,24.2,DET,Wing,228,16.3,94,62.5%,32,22%,49,15%,96,20%,86,35%,69,22%,27,22%,42,43%
Nick Richards,25.9,CHA,Big,1730,25.8,94,68.8%,90,80%,37,17%,48,2%,36,20%,0,0%,21,0%,15,0%
Josh Richardson,30.1,MIA,Combo,1080,25.1,67,54.3%,28,18%,26,16%,70,13%,41,29%,67,14%,74,40%,76,53%
Duncan Robinson,29.5,MIA,Wing,1895,27.9,87,59.7%,17,17%,39,13%,10,1%,21,14%,55,17%,92,51%,88,68%
Mitchell Robinson,25.6,NYK,Big,765,24.7,52,57.5%,100,96%,1,3%,0,0%,0,3%,28,1%,0,0%,19,1%
Orlando Robinson,23.3,MIA,Big,258,11.7,59,58.2%,49,48%,77,28%,63,4%,71,32%,54,6%,53,14%,48,20%
Jeremiah Robinson-Earl,23.0,NOP,Big,229,9.6,12,50.0%,30,35%,21,13%,67,5%,32,18%,97,28%,61,18%,83,47%
David Roddy,22.6,MEM,Wing,1077,22.4,8,46.9%,84,41%,67,19%,17,2%,48,21%,30,13%,37,25%,27,38%
Derrick Rose,35.1,MEM,Point,399,16.6,33,50.9%,70,32%,88,35%,58,11%,84,45%,65,9%,9,14%,9,23%
Terry Rozier,29.6,CHA,Combo,1064,35.5,66,54.2%,63,27%,50,22%,62,12%,60,33%,58,12%,37,28%,41,40%
Terry Rozier,29.6,MIA,Point,974,31.4,23,49.3%,35,20%,70,27%,81,15%,72,42%,86,15%,21,24%,51,38%
Rayan Rupert,19.4,POR,Combo,562,17.6,13,44.1%,44,22%,64,24%,15,4%,38,29%,79,17%,53,32%,64,49%
D'Angelo Russell,27.7,LAL,Point,2478,32.6,70,56.5%,23,18%,53,24%,53,11%,56,35%,53,7%,77,41%,74,48%
Matt Ryan,26.5,NOP,Wing,336,16.0,86,59.7%,0,4%,8,7%,65,7%,22,15%,83,26%,95,55%,97,81%
Domantas Sabonis,27.5,SAC,Big,2922,35.6,75,61.0%,65,61%,71,27%,70,5%,70,32%,22,0%,40,7%,34,7%
Luka Samanic,23.8,UTA,Big,313,11.2,3,41.4%,34,36%,70,27%,19,1%,56,27%,77,14%,66,22%,72,36%
Gui Santos,21.4,GSW,Wing,125,9.7,98,65.6%,96,49%,25,11%,0,0%,13,11%,40,14%,39,26%,34,40%
Dario Saric,29.6,GSW,Big,1075,17.1,41,56.3%,13,26%,54,22%,65,5%,54,27%,57,6%,94,41%,83,47%
Marcus Sasser,23.1,DET,Point,1269,18.7,21,48.8%,5,12%,51,24%,95,19%,77,43%,63,7%,65,37%,70,45%
Dennis Schroder,30.1,BKN,Point,923,31.8,30,50.8%,60,27%,35,21%,74,14%,58,35%,33,4%,56,34%,49,38%
Dennis Schroder,30.1,TOR,Point,1570,30.8,42,51.6%,56,26%,40,22%,86,16%,67,38%,67,9%,35,28%,40,36%
Alperen Sengun,21.3,HOU,Big,2045,32.5,36,55.6%,53,50%,90,34%,76,6%,88,40%,21,0%,45,9%,36,10%
Brice Sensabaugh,20.0,UTA,Wing,562,20.1,16,48.0%,10,13%,95,30%,57,6%,89,36%,54,17%,63,33%,61,51%
Collin Sexton,24.8,UTA,Combo,2030,26.0,72,54.7%,77,32%,90,33%,29,7%,78,40%,26,7%,21,22%,12,28%
Landry Shamet,26.6,WAS,Wing,709,15.4,50,53.5%,31,21%,40,14%,79,10%,57,24%,57,17%,72,37%,65,55%
Day'Ron Sharpe,22.0,BKN,Big,854,14.0,53,57.5%,88,79%,35,17%,17,1%,25,17%,27,1%,33,3%,30,4%
Shaedon Sharpe,20.4,POR,Wing,1052,32.9,15,48.0%,66,34%,52,16%,83,12%,66,28%,11,7%,52,31%,26,38%
Ben Sheppard,22.3,IND,Wing,711,13.9,22,49.5%,40,24%,13,8%,9,1%,7,9%,98,37%,49,30%,86,67%
Pascal Siakam,29.6,IND,Forward,1302,31.8,79,58.0%,77,44%,90,31%,85,10%,92,41%,6,5%,10,10%,6,14%
Pascal Siakam,29.6,TOR,Big,1366,35.0,40,56.1%,33,36%,94,36%,78,7%,92,43%,56,6%,54,14%,49,20%
Ben Simmons,27.3,BKN,Point,358,23.9,91,58.1%,100,74%,65,26%,0,0%,21,26%,0,0%,0,0%,0,0%
Anfernee Simons,24.4,POR,Combo,1581,34.4,53,52.6%,47,22%,42,20%,64,12%,56,32%,6,4%,78,42%,59,45%
Zavier Simpson,26.7,MEM,Wing,149,24.9,3,37.5%,16,17%,96,33%,98,25%,99,58%,5,4%,25,21%,7,25%
Jericho Sims,25.0,NYK,Big,513,16.0,95,70.5%,99,90%,9,10%,0,0%,5,10%,0,0%,0,0%,0,0%
Marcus Smart,29.7,MEM,Combo,604,30.2,56,52.8%,16,14%,70,26%,30,7%,55,32%,70,14%,76,40%,77,54%
Dru Smith,25.8,MIA,Combo,126,15.8,92,58.3%,79,32%,8,10%,28,6%,8,16%,78,16%,59,35%,71,52%
Ish Smith,35.3,CHA,Combo,724,16.8,12,44.0%,70,29%,97,41%,100,27%,100,68%,0,1%,1,2%,0,3%
Jalen Smith,23.6,IND,Big,1041,17.1,92,67.1%,52,50%,23,13%,58,3%,24,17%,54,6%,78,28%,67,34%
Dennis Smith Jr.,25.9,BKN,Combo,1024,18.3,28,48.8%,98,45%,24,16%,42,8%,21,23%,56,12%,13,19%,19,31%
Jabari Smith Jr.,20.5,HOU,Big,2407,31.7,27,54.1%,14,27%,45,19%,88,12%,70,31%,63,8%,85,34%,78,42%
Nick Smith Jr.,19.5,CHA,Combo,612,15.3,47,51.9%,13,12%,47,21%,91,16%,69,37%,77,16%,57,35%,65,50%
Jeremy Sochan,20.5,SAS,Combo,2178,29.4,27,48.7%,97,44%,62,24%,20,5%,42,29%,47,9%,9,18%,8,27%
Jaden Springer,21.1,PHI,Wing,277,10.7,5,41.9%,74,37%,86,25%,40,4%,74,29%,74,23%,4,11%,19,33%
Jaden Springer,21.1,BOS,Big,105,10.6,31,54.5%,18,28%,93,36%,0,0%,83,36%,61,8%,78,28%,71,36%
Lamar Stevens,26.3,MEM,Wing,398,21.0,9,46.9%,73,37%,98,35%,75,9%,96,45%,23,10%,2,8%,1,18%
Isaiah Stewart,22.4,DET,Big,1418,30.8,54,57.5%,42,42%,28,14%,31,1%,21,16%,82,15%,75,27%,79,42%
Julian Strawther,21.5,DEN,Wing,464,10.8,10,47.0%,14,16%,60,18%,26,3%,45,20%,10,7%,98,57%,82,64%
Max Strus,27.6,CLE,Wing,2227,31.8,51,53.5%,52,28%,5,6%,17,2%,5,8%,48,16%,88,48%,81,64%
Jalen Suggs,22.4,ORL,Combo,2023,27.0,87,58.1%,71,29%,19,13%,40,7%,12,21%,69,14%,64,36%,66,50%
Jae'Sean Tate,28.0,HOU,Forward,994,15.5,40,52.7%,85,47%,52,20%,17,1%,42,21%,56,18%,23,13%,35,31%
Jayson Tatum,25.7,BOS,Wing,2640,35.7,64,55.3%,60,31%,57,17%,88,14%,76,31%,1,3%,69,36%,31,39%
Terry Taylor,24.1,CHI,Big,137,6.9,33,54.8%,73,66%,32,16%,0,0%,21,16%,87,19%,0,0%,46,19%
Garrett Temple,37.5,TOR,Combo,208,11.0,7,42.6%,91,38%,5,9%,3,2%,0,11%,98,30%,19,21%,72,52%
Dalen Terry,21.3,CHI,Wing,624,11.2,27,50.0%,91,46%,16,9%,6,1%,8,10%,75,23%,26,22%,45,44%
Daniel Theis,31.6,LAC,Big,960,16.3,52,57.4%,54,51%,65,24%,52,3%,54,27%,55,6%,57,16%,52,22%
Cameron Thomas,22.1,BKN,Combo,2052,31.1,36,50.4%,37,20%,85,32%,93,18%,93,49%,12,5%,28,26%,15,30%
Amen Thompson,20.8,HOU,Wing,1341,21.6,63,55.2%,100,68%,53,16%,48,5%,46,21%,4,4%,1,7%,1,11%
Ausar Thompson,20.8,DET,Wing,1531,24.3,36,51.7%,99,54%,65,19%,63,7%,59,26%,33,13%,2,7%,2,20%
Klay Thompson,33.7,GSW,Wing,2284,29.7,62,55.2%,5,9%,50,15%,93,16%,78,31%,17,8%,92,51%,74,59%
Tristan Thompson,32.6,CLE,Big,469,10.0,70,60.0%,86,76%,63,24%,0,0%,46,24%,0,0%,0,0%,0,0%
JT Thor,21.2,CHA,Big,678,12.6,13,50.6%,38,38%,10,10%,75,6%,22,16%,95,25%,63,21%,81,46%
Matisse Thybulle,26.7,POR,Wing,1475,22.7,45,52.7%,20,18%,22,11%,12,1%,14,12%,94,31%,77,40%,90,70%
Xavier Tillman,24.8,MEM,Big,677,19.9,3,44.7%,47,47%,79,29%,36,2%,68,31%,79,15%,42,8%,52,22%
Xavier Tillman,24.8,BOS,Big,255,12.8,28,54.2%,36,37%,57,23%,34,2%,48,24%,97,27%,47,11%,75,39%
Obi Toppin,25.7,IND,Big,1703,20.8,90,66.2%,48,47%,10,10%,25,1%,7,11%,85,18%,70,23%,77,41%
Karl-Anthony Towns,28.0,MIN,Big,2024,32.7,54,57.6%,39,38%,69,26%,72,6%,69,31%,42,3%,77,28%,63,31%
Gary Trent Jr.,24.8,TOR,Combo,1998,28.1,64,53.4%,17,14%,29,17%,87,16%,62,33%,48,9%,83,43%,74,52%
PJ Tucker,38.5,LAC,Big,417,14.9,8,47.8%,3,17%,19,13%,65,4%,27,17%,100,65%,0,0%,98,65%
Myles Turner,27.6,IND,Big,2076,27.0,64,58.8%,39,39%,55,22%,79,7%,63,30%,44,4%,76,27%,64,31%
Stanley Umude,24.6,DET,Wing,286,13.0,64,55.3%,15,16%,42,14%,69,8%,52,22%,97,34%,40,27%,77,61%
Jonas Valanciunas,31.5,NOP,Big,1918,23.4,61,58.6%,46,45%,85,32%,83,8%,87,40%,41,3%,51,12%,42,15%
Fred VanVleet,29.7,HOU,Point,2684,36.8,56,53.3%,14,15%,9,15%,93,17%,49,32%,40,5%,93,48%,84,53%
Jarred Vanderbilt,24.6,LAL,Big,567,19.6,32,54.6%,72,66%,25,14%,0,0%,12,14%,83,16%,35,4%,50,20%
Devin Vassell,23.2,SAS,Wing,2243,33.0,61,55.1%,34,22%,67,19%,95,19%,90,38%,19,8%,57,32%,35,40%
Aleksandar Vezenkov,28.2,SAC,Wing,461,11.5,73,56.8%,37,23%,30,12%,5,1%,14,13%,70,22%,81,43%,83,65%
Gabe Vincent,27.4,LAL,Combo,216,19.7,1,34.4%,31,18%,13,12%,81,14%,33,27%,52,10%,90,45%,78,55%
Nikola Vucevic,33.0,CHI,Big,2607,34.3,18,52.2%,19,29%,88,34%,90,13%,95,46%,35,2%,69,23%,54,25%
Dean Wade,26.9,CLE,Big,1093,20.2,62,58.7%,2,11%,0,2%,59,3%,1,5%,99,32%,98,52%,100,84%
Franz Wagner,22.2,ORL,Wing,2334,32.4,41,52.5%,90,45%,84,24%,28,3%,64,27%,3,4%,36,24%,10,27%
Moritz Wagner,26.5,ORL,Big,1377,17.2,81,63.4%,77,67%,21,13%,25,1%,13,14%,57,6%,50,12%,46,18%
Jabari Walker,21.3,POR,Big,1665,23.1,10,49.4%,56,52%,50,21%,57,3%,46,24%,70,12%,50,12%,54,24%
Jarace Walker,20.2,IND,Big,236,10.3,28,54.2%,7,22%,5,8%,89,12%,39,21%,72,12%,97,45%,92,58%
Lonnie Walker,24.9,BKN,Wing,954,16.7,48,53.1%,37,23%,27,12%,85,13%,57,24%,35,13%,77,40%,63,53%
Cason Wallace,20.0,OKC,Combo,1605,19.6,93,59.6%,62,27%,20,14%,43,8%,13,22%,95,29%,24,23%,73,52%
TJ Warren,30.2,MIN,Forward,115,11.5,4,43.2%,19,23%,100,38%,63,8%,96,46%,29,10%,46,21%,31,31%
PJ Washington,25.2,DAL,Forward,934,32.2,25,50.8%,23,24%,73,24%,10,1%,48,24%,69,21%,71,31%,75,52%
PJ Washington,25.2,CHA,Big,1277,29.0,19,52.5%,20,29%,62,24%,37,2%,50,26%,65,9%,88,37%,81,45%
Yuta Watanabe,29.1,PHX,Wing,338,14.7,20,48.8%,4,9%,19,10%,37,3%,17,14%,98,36%,78,41%,95,77%
Lindy Waters,26.3,OKC,Forward,161,6.5,100,66.7%,2,13%,13,6%,65,8%,21,15%,88,27%,96,46%,94,73%
Trendon Watford,23.0,BKN,Big,728,13.0,35,55.6%,41,41%,95,37%,41,2%,86,39%,60,8%,49,12%,48,20%
Peyton Watson,21.1,DEN,Forward,1448,18.1,33,52.0%,73,44%,60,22%,50,5%,58,27%,46,14%,27,15%,27,29%
Victor Wembanyama,19.8,SAS,Big,2097,29.5,17,51.9%,37,37%,53,22%,86,11%,72,32%,36,2%,79,29%,62,30%
Blake Wesley,20.6,SAS,Combo,784,13.3,65,53.6%,100,57%,36,19%,10,3%,15,22%,40,8%,6,12%,6,21%
Russell Westbrook,35.0,LAC,Point,1518,22.3,19,48.6%,95,52%,33,20%,30,7%,26,27%,72,9%,7,12%,7,21%
Coby White,23.7,CHI,Point,2877,36.4,53,53.3%,72,32%,21,18%,35,8%,19,26%,49,6%,63,37%,65,43%
Derrick White,29.3,BOS,Combo,2376,32.6,86,57.7%,35,19%,43,20%,22,5%,29,26%,62,13%,80,43%,79,55%
Cam Whitmore,19.3,HOU,Wing,793,18.0,51,53.6%,75,38%,43,14%,47,5%,40,19%,21,9%,66,35%,43,44%
Aaron Wiggins,24.8,OKC,Wing,1137,14.8,95,63.1%,97,52%,47,15%,22,2%,33,17%,39,14%,16,17%,16,31%
Andrew Wiggins,28.7,GSW,Wing,1914,27.0,34,51.5%,60,31%,90,28%,84,12%,92,40%,8,6%,33,23%,13,29%
Grant Williams,24.9,CHA,Big,885,30.5,68,59.1%,30,35%,58,23%,43,2%,49,25%,64,9%,81,31%,77,40%
Grant Williams,24.9,DAL,Big,1232,26.2,30,54.3%,5,18%,30,15%,62,4%,34,19%,96,27%,86,36%,96,63%
Jalen Williams,22.5,OKC,Wing,2222,31.3,84,59.2%,68,35%,92,29%,89,14%,94,43%,1,2%,23,20%,5,22%
Jaylin Williams,21.3,OKC,Big,840,12.4,19,52.5%,10,25%,19,13%,42,2%,19,15%,79,15%,96,45%,94,60%
Kenrich Williams,28.9,OKC,Big,983,14.3,66,59.0%,27,34%,12,11%,77,7%,30,18%,85,17%,83,32%,85,48%
Malik Williams,25.2,TOR,Big,100,14.4,0,27.9%,55,51%,77,29%,73,6%,77,34%,40,3%,48,11%,41,14%
Mark Williams,21.9,CHA,Big,508,26.8,85,64.9%,94,85%,30,15%,15,1%,20,15%,0,0%,0,0%,0,0%
Patrick Williams,22.2,CHI,Big,1161,27.0,21,52.7%,26,34%,34,16%,88,12%,59,28%,73,13%,73,26%,75,38%
Robert Williams,26.0,POR,Big,118,19.8,87,65.4%,64,61%,41,18%,97,21%,86,39%,0,0%,0,0%,0,0%
