Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Udoka Azubuike,23.1,UTA,Big,309,12.4,99,83.6%,99,93%,84,53%,0,,89,53%,0,,0,,0,
Marvin Bagley,23.6,DET,Big,978,23.3,35,55.7%,63,72%,63,47%,52,40%,61,46%,29,32%,16,29%,23,30%
Patrick Baldwin Jr.,20.0,GSW,Wing,156,7.1,86,59.9%,99,86%,5,14%,85,50%,5,22%,0,42%,87,42%,88,42%
LaMelo Ball,21.2,CHA,Point,1267,35.2,43,51.3%,22,54%,13,37%,33,39%,17,37%,50,36%,74,38%,65,38%
Mohamed Bamba,24.5,ORL,Big,658,16.5,62,59.5%,35,67%,7,25%,62,45%,19,33%,0,38%,93,41%,89,41%
Paolo Banchero,20.0,ORL,Forward,2428,33.7,8,46.5%,26,62%,24,35%,64,39%,32,36%,36,33%,17,30%,18,30%
Desmond Bane,24.4,MEM,Wing,1837,31.7,76,57.0%,36,62%,72,45%,85,50%,80,46%,94,50%,73,39%,82,41%
Dalano Banton,23.0,TOR,Combo,229,8.8,22,48.5%,100,78%,4,23%,4,14%,1,21%,0,27%,8,27%,6,27%
Dominick Barlow,19.4,SAS,Big,340,14.2,26,53.6%,29,65%,5,24%,87,60%,18,32%,0,,0,0%,0,0%
Harrison Barnes,30.4,SAC,Wing,2658,32.4,66,55.6%,65,67%,44,40%,43,36%,44,39%,46,39%,57,36%,56,37%
Scottie Barnes,21.3,TOR,Wing,2668,34.7,23,49.2%,61,66%,50,41%,41,35%,44,39%,14,33%,6,27%,9,29%
RJ Barrett,22.4,NYK,Wing,2474,33.9,18,48.7%,25,59%,44,39%,26,28%,38,38%,16,33%,20,30%,16,31%
Will Barton,31.8,WAS,Wing,767,20.2,21,49.1%,12,52%,12,29%,53,40%,21,33%,94,50%,71,39%,81,41%
Will Barton,31.8,TOR,Combo,201,12.6,8,45.3%,16,54%,46,42%,3,10%,7,27%,0,63%,12,28%,36,35%
Charles Bassey,22.0,SAS,Big,438,14.6,81,63.3%,67,73%,61,47%,92,67%,77,50%,0,0%,0,25%,0,20%
Keita Bates-Diop,26.8,SAS,Forward,1410,21.4,72,57.1%,62,69%,40,39%,4,0%,38,37%,48,36%,96,43%,80,40%
Nicolas Batum,33.9,LAC,Forward,1699,21.8,82,58.1%,32,64%,32,38%,42,33%,28,35%,71,43%,63,36%,71,39%
Darius Bazley,22.4,OKC,Big,530,14.7,9,49.0%,3,52%,23,33%,35,29%,19,32%,94,47%,13,28%,55,36%
Bradley Beal,29.3,WAS,Combo,1672,33.5,76,55.3%,94,72%,52,43%,79,49%,69,46%,44,38%,59,36%,50,37%
Malik Beasley,25.9,UTA,Wing,1465,26.6,42,52.7%,55,65%,79,47%,68,42%,75,45%,36,37%,56,36%,47,36%
Malik Beasley,25.9,LAL,Wing,611,23.5,32,51.2%,97,83%,89,51%,13,15%,42,39%,28,36%,43,35%,37,35%
MarJon Beauchamp,21.1,MIL,Wing,588,13.1,14,46.9%,23,58%,9,25%,19,24%,9,24%,28,36%,15,30%,26,33%
Davis Bertans,30.0,DAL,Big,457,10.9,82,63.6%,85,77%,99,100%,96,100%,99,100%,97,50%,70,38%,88,41%
Patrick Beverley,34.3,LAL,Combo,1210,26.9,48,51.9%,38,59%,47,42%,97,75%,64,45%,47,39%,34,33%,38,35%
Patrick Beverley,34.3,CHI,Point,605,27.5,41,50.9%,50,60%,96,53%,100,100%,100,56%,28,28%,44,34%,16,32%
Saddiq Bey,23.6,ATL,Wing,626,25.0,83,58.6%,64,66%,40,38%,25,27%,28,35%,73,42%,72,39%,82,41%
Saddiq Bey,23.6,DET,Wing,1487,28.6,25,49.7%,22,58%,32,36%,19,23%,19,32%,68,42%,31,33%,44,36%
Khem Birch,30.1,TOR,Big,155,7.8,68,60.9%,92,80%,59,46%,11,0%,35,40%,0,50%,0,,0,50%
Goga Bitadze,23.3,ORL,Big,244,15.3,53,58.0%,92,79%,25,35%,0,,23,35%,0,,0,18%,0,18%
Goga Bitadze,23.3,IND,Big,176,9.3,12,50.0%,24,64%,7,25%,11,0%,2,17%,0,,0,25%,0,25%
Bismack Biyombo,30.2,PHX,Big,822,13.7,55,58.0%,74,74%,35,40%,0,,37,40%,0,,0,,0,
Bogdan Bogdanovic,30.2,ATL,Wing,1503,27.8,74,56.6%,30,61%,89,50%,62,41%,81,47%,51,40%,78,40%,77,40%
Bojan Bogdanovic,33.5,DET,Forward,1892,32.1,68,57.0%,50,67%,90,52%,72,41%,84,48%,74,43%,87,40%,90,41%
Bol Bol,23.0,ORL,Big,1489,21.3,54,58.0%,98,83%,64,47%,40,33%,50,44%,2,18%,23,30%,14,27%
Devin Booker,26.0,PHX,Wing,1828,34.5,60,54.7%,72,68%,90,51%,85,50%,93,51%,35,37%,46,35%,41,35%
Brandon Boston Jr.,20.9,LAC,Wing,184,10.3,7,44.6%,26,59%,21,33%,34,32%,19,33%,0,0%,0,47%,49,37%
Chris Boucher,29.8,TOR,Big,1493,19.7,37,55.8%,25,64%,35,41%,89,61%,53,45%,54,36%,28,31%,41,34%
James Bouknight,22.1,CHA,Combo,450,15.0,4,44.6%,48,61%,9,26%,24,36%,9,29%,10,29%,18,30%,10,30%
Malaki Branham,19.5,SAS,Combo,1433,22.1,34,50.1%,52,61%,88,51%,73,48%,87,50%,46,38%,11,27%,11,30%
Christian Braun,21.5,DEN,Combo,1062,15.6,90,58.2%,83,69%,25,35%,20,33%,17,35%,77,43%,36,33%,60,38%
Mikal Bridges,26.2,PHX,Wing,2035,36.4,44,52.9%,74,68%,71,45%,42,35%,58,41%,87,46%,25,32%,66,39%
Mikal Bridges,26.2,BKN,Wing,922,34.2,56,54.4%,65,67%,83,47%,85,50%,85,48%,65,42%,47,35%,59,38%
Oshae Brissett,24.4,IND,Forward,1034,15.9,6,46.3%,6,51%,14,30%,4,0%,6,24%,10,27%,39,33%,27,31%
Malcolm Brogdon,29.9,BOS,Combo,1731,25.8,88,57.5%,27,56%,62,46%,65,47%,67,46%,74,43%,98,45%,96,45%
Dillon Brooks,26.8,MEM,Wing,2209,30.3,15,46.9%,24,58%,52,41%,31,30%,36,38%,18,34%,29,32%,26,33%
Bruce Brown,26.2,DEN,Wing,2234,27.9,62,55.2%,87,73%,30,36%,32,30%,27,35%,39,38%,49,35%,46,36%
Jaylen Brown,26.0,BOS,Wing,2400,35.8,61,55.1%,79,71%,72,45%,80,47%,77,46%,6,29%,40,34%,28,33%
Moses Brown,23.1,LAC,Big,212,6.9,60,59.4%,13,61%,71,50%,0,,77,50%,0,,0,,0,
Troy Brown,23.3,LAL,Wing,1844,24.3,58,54.6%,46,63%,13,29%,45,37%,17,32%,54,40%,61,37%,62,38%
Jalen Brunson,26.2,NYK,Point,2375,34.9,72,54.8%,46,60%,78,49%,83,48%,85,49%,83,46%,88,41%,93,42%
Thomas Bryant,25.3,DEN,Big,168,10.6,10,49.1%,30,65%,10,27%,48,38%,13,30%,0,,0,33%,0,33%
Thomas Bryant,25.3,LAL,Big,858,20.9,94,69.4%,93,80%,86,54%,65,50%,85,53%,0,43%,99,46%,98,45%
Reggie Bullock,31.6,DAL,Forward,2351,30.1,70,57.1%,78,70%,52,43%,32,27%,24,34%,81,44%,30,32%,67,38%
Alec Burks,31.3,DET,Wing,1122,22.0,57,54.5%,20,57%,73,45%,50,39%,64,42%,94,49%,74,39%,89,42%
Jimmy Butler,33.1,MIA,Forward,2138,33.4,64,56.1%,54,68%,78,49%,66,39%,78,47%,40,34%,80,38%,55,36%
John Butler,19.9,POR,Big,170,12.2,0,36.4%,8,57%,71,50%,28,25%,27,38%,0,25%,2,20%,5,21%
Jamal Cain,23.6,MIA,Forward,220,14.7,80,57.8%,76,70%,80,50%,4,0%,74,47%,0,27%,0,40%,24,31%
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,31.3,87,57.3%,60,63%,33,39%,55,44%,54,42%,63,41%,93,44%,92,43%
Vlatko Cancar,25.6,DEN,Big,804,16.4,39,56.2%,45,69%,28,37%,92,67%,32,39%,78,43%,35,32%,61,36%
Clint Capela,28.5,ATL,Big,1730,26.6,87,65.4%,49,70%,45,43%,65,50%,48,43%,0,,0,,0,
Jevon Carter,27.1,MIL,Combo,1753,21.7,82,55.9%,11,51%,16,32%,53,44%,30,40%,73,43%,90,43%,93,43%
Wendell Carter,23.5,ORL,Big,1684,29.5,58,59.0%,90,78%,50,45%,52,40%,42,43%,83,44%,38,33%,52,35%
Alex Caruso,28.7,CHI,Combo,1572,23.5,75,55.3%,87,70%,2,21%,33,40%,4,25%,59,40%,41,34%,54,37%
Julian Champagnie,21.3,SAS,Wing,276,18.4,87,59.9%,16,54%,85,50%,98,60%,96,53%,89,47%,80,41%,91,42%
Kennedy Chandler,20.1,MEM,Point,162,9.0,20,46.8%,85,69%,65,47%,0,0%,41,42%,0,,0,17%,0,17%
Max Christie,19.7,LAL,Wing,459,13.5,72,56.3%,7,50%,97,60%,36,33%,76,45%,51,40%,92,43%,85,41%
Josh Christopher,20.9,HOU,Combo,682,11.4,17,47.5%,81,68%,67,46%,56,44%,70,46%,3,24%,1,19%,0,20%
Brandon Clarke,26.1,MEM,Big,1066,19.1,88,65.4%,88,78%,76,50%,84,56%,83,51%,0,17%,0,,0,17%
Jordan Clarkson,30.4,UTA,Combo,1987,32.6,52,52.3%,57,63%,75,49%,75,49%,84,49%,56,40%,37,33%,30,34%
Nicolas Claxton,23.5,BKN,Big,2270,29.9,95,70.5%,87,78%,69,49%,28,25%,72,49%,0,0%,0,,0,0%
Amir Coffey,25.4,LAC,Wing,515,12.6,3,43.6%,21,58%,54,41%,17,22%,37,38%,2,21%,24,31%,5,26%
John Collins,25.1,ATL,Big,2129,30.0,36,55.7%,79,76%,57,46%,65,50%,64,47%,22,29%,19,29%,19,29%
Zach Collins,25.0,SAS,Big,1434,22.8,45,56.9%,34,66%,68,49%,56,43%,67,48%,0,22%,83,39%,75,38%
Mike Conley,35.1,MIN,Point,752,31.3,96,58.5%,80,68%,28,40%,98,80%,65,46%,92,52%,84,40%,95,42%
Mike Conley,35.1,UTA,Point,1274,29.6,54,51.8%,15,53%,50,44%,72,45%,54,44%,100,59%,33,33%,53,37%
Pat Connaughton,29.8,MIL,Wing,1402,23.4,38,52.1%,37,62%,19,32%,99,67%,30,36%,30,36%,32,33%,35,34%
Xavier Cooks,27.2,WAS,Big,109,15.6,63,60.0%,59,71%,54,45%,0,,58,45%,0,,0,,0,
Robert Covington,31.9,LAC,Big,697,15.5,36,55.7%,32,66%,6,24%,41,33%,4,25%,65,40%,79,39%,78,39%
Torrey Craig,31.9,PHX,Forward,1936,24.5,62,55.6%,38,64%,26,35%,36,30%,22,34%,79,43%,59,35%,76,39%
Jae Crowder,32.3,MIL,Forward,325,18.1,98,62.6%,98,89%,80,50%,28,25%,70,46%,0,43%,98,45%,96,44%
Jarrett Culver,23.7,ATL,Wing,125,18.0,5,44.6%,53,65%,99,67%,53,40%,89,50%,0,33%,0,0%,0,8%
Cade Cunningham,21.1,DET,Wing,400,33.4,10,45.7%,16,54%,46,40%,75,46%,66,43%,0,25%,19,30%,12,30%
Seth Curry,32.2,BKN,Wing,1181,19.4,71,56.2%,31,61%,85,49%,93,51%,92,50%,74,43%,72,39%,75,40%
Stephen Curry,34.6,GSW,Point,1940,34.7,100,61.9%,98,73%,89,51%,78,46%,87,50%,94,57%,93,42%,98,44%
Dyson Daniels,19.6,NOP,Wing,943,16.6,22,49.2%,62,66%,27,35%,5,0%,17,32%,22,35%,11,29%,15,31%
Anthony Davis,29.6,LAL,Big,1904,34.0,49,57.3%,80,76%,58,46%,52,39%,51,44%,0,36%,8,24%,11,26%
Johnny Davis,20.7,WAS,Wing,361,17.2,4,44.0%,45,63%,64,43%,50,39%,59,42%,5,28%,3,23%,4,25%
Terence Davis,25.5,SAC,Wing,787,13.1,56,54.5%,23,58%,68,44%,49,38%,61,42%,46,39%,59,36%,51,37%
DeMar DeRozan,33.2,CHI,Wing,2673,36.1,42,52.5%,81,71%,85,50%,77,46%,85,48%,9,31%,50,36%,34,34%
Dewayne Dedmon,33.2,MIA,Big,349,11.7,29,54.3%,10,60%,90,55%,65,50%,93,55%,0,17%,41,33%,28,31%
Matthew Dellavedova,32.1,SAC,Point,158,7.5,7,42.6%,2,33%,15,38%,0,0%,7,33%,0,60%,0,24%,21,32%
Donte DiVincenzo,25.7,GSW,Wing,1873,26.0,82,57.8%,42,63%,58,42%,17,21%,36,38%,63,42%,75,40%,76,40%
Moussa Diabate,20.8,LAC,Big,141,8.3,5,46.8%,2,48%,30,38%,0,,27,38%,0,50%,0,,0,50%
Mamadi Diakite,25.8,CLE,Big,131,9.4,12,50.0%,23,64%,71,50%,65,50%,77,50%,0,11%,0,50%,0,27%
Hamidou Diallo,24.3,DET,Wing,972,17.4,79,57.4%,82,72%,66,43%,47,38%,60,42%,0,27%,0,13%,3,21%
Gorgui Dieng,32.8,SAS,Big,259,9.3,12,50.0%,10,58%,95,60%,91,63%,98,62%,0,50%,9,26%,22,30%
Ousmane Dieng,19.4,OKC,Forward,515,13.6,20,49.3%,84,73%,32,38%,34,29%,26,35%,17,30%,9,25%,10,27%
Spencer Dinwiddie,29.6,DAL,Combo,1792,33.8,78,55.5%,51,61%,30,38%,85,51%,45,42%,100,56%,57,36%,83,41%
Spencer Dinwiddie,29.6,BKN,Point,917,35.3,24,47.4%,41,59%,35,42%,28,37%,33,41%,31,29%,12,30%,9,30%
Luka Doncic,23.7,DAL,Point,2390,36.2,85,56.8%,96,72%,100,55%,41,41%,98,52%,14,24%,53,36%,44,35%
Luguentz Dort,23.5,OKC,Wing,2257,30.5,13,46.8%,7,49%,14,30%,83,48%,25,34%,50,40%,23,31%,29,33%
Ayo Dosunmu,22.8,CHI,Combo,2030,25.4,71,54.8%,73,67%,61,45%,21,34%,46,42%,27,33%,17,29%,15,31%
Jeff Dowtin,25.5,TOR,Combo,237,11.9,33,50.0%,37,58%,70,47%,46,43%,66,45%,0,38%,0,29%,0,33%
Goran Dragic,36.5,CHI,Combo,781,15.3,31,49.8%,34,58%,35,39%,46,43%,34,41%,91,48%,27,32%,45,35%
Andre Drummond,29.2,CHI,Big,831,12.4,65,60.4%,27,65%,39,42%,0,,40,42%,0,0%,0,0%,0,0%
Chris Duarte,25.4,IND,Wing,876,19.1,6,44.6%,11,51%,52,41%,23,26%,21,33%,20,34%,14,30%,16,31%
David Duke,23.1,BKN,Combo,178,10.5,9,45.5%,30,57%,11,29%,100,100%,60,44%,0,0%,0,17%,0,8%
Kris Dunn,28.6,UTA,Point,555,25.2,93,57.7%,78,66%,87,50%,20,33%,91,50%,0,40%,100,50%,100,49%
Kevin Durant,34.1,BKN,Big,1402,36.0,67,60.8%,88,78%,97,60%,85,57%,95,59%,0,42%,69,37%,72,38%
Kevin Durant,34.1,PHX,Big,269,33.7,90,66.1%,100,100%,85,53%,87,58%,95,56%,0,83%,100,50%,100,55%
Jalen Duren,19.0,DET,Big,1652,24.7,85,64.9%,64,72%,43,43%,41,33%,41,42%,0,0%,0,,0,0%
Tari Eason,21.5,HOU,Forward,1680,20.5,16,48.9%,10,57%,10,27%,20,8%,8,25%,52,37%,50,35%,53,35%
Anthony Edwards,21.2,MIN,Wing,2837,35.9,45,53.0%,48,64%,42,38%,40,35%,32,37%,79,44%,58,36%,55,37%
Kessler Edwards,22.2,SAC,Wing,296,14.1,64,55.4%,65,67%,97,57%,85,50%,99,56%,77,44%,8,28%,36,34%
Joel Embiid,28.6,PHI,Big,2283,34.6,52,57.8%,77,75%,62,47%,81,51%,74,49%,0,25%,49,35%,50,35%
Drew Eubanks,25.7,POR,Big,1566,20.1,89,65.8%,77,75%,87,54%,64,47%,88,53%,0,25%,0,50%,95,44%
Bruno Fernando,24.2,HOU,Big,348,11.2,22,52.7%,28,65%,13,29%,65,50%,12,30%,0,0%,0,,0,0%
Dorian Finney-Smith,29.5,BKN,Big,718,27.6,3,44.7%,1,43%,23,33%,96,100%,27,38%,19,29%,33,32%,29,31%
Dorian Finney-Smith,29.5,DAL,Forward,1284,32.1,52,54.2%,50,67%,6,17%,42,33%,2,19%,67,40%,26,32%,59,36%
Malachi Flynn,24.5,TOR,Combo,623,13.3,7,45.0%,15,54%,8,26%,16,30%,8,28%,87,48%,23,31%,33,35%
Simone Fontecchio,26.9,UTA,Wing,723,15.4,16,47.3%,10,51%,16,30%,82,48%,32,37%,71,42%,21,31%,30,34%
Bryn Forbes,29.3,MIN,Wing,241,9.7,1,39.3%,1,40%,21,33%,85,50%,48,40%,0,33%,1,22%,5,26%
Trent Forrest,24.4,ATL,Combo,238,12.6,15,47.2%,2,42%,92,53%,0,,94,53%,0,0%,0,0%,0,0%
Evan Fournier,30.0,NYK,Wing,453,17.5,9,45.1%,1,43%,70,44%,25,27%,46,39%,41,38%,12,29%,18,32%
De'Aaron Fox,24.9,SAC,Point,2431,33.3,80,55.9%,100,77%,98,53%,74,46%,93,51%,19,27%,37,34%,23,33%
Markelle Fultz,24.4,ORL,Combo,1777,29.6,63,53.9%,66,65%,74,48%,54,44%,74,47%,51,39%,14,29%,21,33%
Wenyen Gabriel,25.6,LAL,Big,983,14.9,75,62.0%,43,69%,84,53%,65,50%,87,53%,19,29%,0,25%,15,27%
Daniel Gafford,24.1,WAS,Big,1598,20.5,96,73.1%,96,82%,87,54%,52,40%,87,53%,0,,0,,0,
Darius Garland,22.8,CLE,Point,2447,35.5,67,53.6%,35,57%,74,49%,35,39%,63,46%,67,41%,91,41%,86,41%
Usman Garuba,20.6,HOU,Big,901,12.0,25,53.6%,17,62%,1,9%,0,,1,9%,75,42%,91,41%,94,42%
Luka Garza,23.8,MIN,Big,202,9.6,78,62.8%,85,77%,46,43%,65,50%,51,44%,0,33%,95,42%,91,41%
Rudy Gay,36.2,UTA,Forward,812,14.5,2,43.0%,22,62%,48,42%,80,44%,58,43%,12,29%,4,23%,2,25%
Paul George,32.5,LAC,Wing,1937,34.6,52,54.0%,75,69%,74,45%,66,42%,68,43%,91,48%,53,36%,58,38%
Taj Gibson,37.4,WAS,Big,444,9.9,40,56.2%,53,70%,36,41%,65,50%,53,44%,0,45%,0,20%,35,33%
Josh Giddey,20.1,OKC,Forward,2368,31.2,30,51.7%,28,62%,60,44%,42,33%,62,43%,64,40%,24,32%,33,33%
Shai Gilgeous-Alexander,24.3,OKC,Point,2402,35.3,63,53.4%,70,64%,63,47%,67,45%,70,46%,8,24%,60,37%,49,36%
Anthony Gill,30.0,WAS,Big,568,10.7,32,55.1%,92,80%,42,42%,65,50%,43,43%,0,17%,0,10%,0,14%
Rudy Gobert,30.3,MIN,Big,2148,30.7,90,66.1%,67,73%,19,31%,11,0%,12,30%,0,,0,0%,0,0%
Jordan Goodwin,24.0,WAS,Combo,1042,18.9,36,50.6%,84,70%,58,45%,19,32%,39,41%,90,48%,8,27%,19,32%
Aaron Gordon,27.1,DEN,Forward,2052,30.2,96,60.7%,86,73%,30,37%,24,23%,20,33%,7,25%,91,41%,61,36%
Eric Gordon,33.9,LAC,Wing,541,24.6,85,59.3%,18,56%,85,50%,0,,89,50%,0,31%,93,43%,90,42%
Eric Gordon,33.9,HOU,Wing,1414,30.1,49,53.5%,53,65%,70,44%,12,13%,61,42%,98,53%,38,34%,43,36%
Devonte' Graham,27.7,NOP,Combo,792,15.0,45,51.8%,0,35%,94,54%,89,55%,96,54%,43,38%,51,35%,42,35%
Devonte' Graham,27.7,SAS,Combo,525,26.3,44,51.8%,26,56%,93,53%,13,29%,25,39%,97,53%,43,34%,48,36%
Jerami Grant,28.6,POR,Forward,2245,35.6,60,55.5%,42,65%,42,39%,68,39%,44,39%,57,39%,93,41%,86,40%
AJ Green,23.1,MIL,Combo,284,10.1,98,61.7%,8,50%,0,0%,28,38%,10,30%,64,41%,94,45%,95,44%
Draymond Green,32.7,GSW,Big,2298,31.5,50,57.3%,45,69%,82,53%,37,31%,82,51%,35,33%,24,30%,30,31%
JaMychal Green,32.4,GSW,Big,784,13.8,80,63.1%,61,72%,93,57%,59,44%,90,54%,59,37%,87,40%,79,39%
Jalen Green,20.7,HOU,Combo,2600,34.2,25,48.8%,20,55%,29,38%,43,42%,29,39%,24,33%,46,34%,31,34%
Javonte Green,29.3,CHI,Wing,465,14.5,94,62.3%,90,74%,60,43%,5,0%,48,40%,5,28%,95,44%,41,35%
Jeff Green,36.2,DEN,Big,1055,18.9,30,54.6%,45,69%,58,46%,58,44%,59,46%,84,45%,1,19%,21,29%
Josh Green,22.0,DAL,Wing,1512,25.2,96,62.6%,83,72%,92,52%,46,38%,93,51%,43,38%,98,45%,78,40%
AJ Griffin,19.2,ATL,Wing,1369,19.6,65,55.4%,64,66%,91,52%,53,40%,87,49%,51,40%,64,38%,64,38%
Blake Griffin,33.6,BOS,Big,526,14.2,61,59.5%,65,72%,38,42%,0,,39,42%,48,35%,53,36%,53,35%
Quentin Grimes,22.5,NYK,Wing,2088,30.3,87,60.0%,80,71%,9,25%,53,40%,11,29%,78,44%,51,36%,66,39%
Rui Hachimura,24.7,LAL,Forward,726,22.0,34,52.0%,20,61%,56,44%,92,54%,80,48%,2,23%,39,33%,18,30%
Rui Hachimura,24.7,WAS,Wing,726,24.2,50,53.7%,91,74%,38,38%,84,49%,70,43%,65,42%,12,29%,33,34%
Tyrese Haliburton,22.7,IND,Combo,1882,33.6,92,58.8%,76,67%,69,46%,78,49%,75,47%,76,43%,81,40%,82,41%
R.J. Hampton,21.7,ORL,Combo,332,13.3,55,52.9%,87,70%,79,50%,8,22%,56,43%,0,43%,24,31%,35,35%
R.J. Hampton,21.7,DET,Wing,384,18.3,38,52.0%,27,59%,40,38%,69,43%,46,39%,0,47%,36,34%,53,37%
Tim Hardaway Jr.,30.6,DAL,Wing,2140,30.2,46,53.1%,14,53%,42,39%,44,36%,34,37%,40,38%,75,40%,69,39%
James Harden,33.2,PHI,Point,2131,36.7,65,53.5%,33,57%,37,43%,85,48%,52,44%,36,32%,79,39%,74,38%
Jaden Hardy,19.3,DAL,Combo,641,14.9,62,53.8%,12,52%,43,41%,12,27%,16,34%,81,45%,88,42%,90,43%
Montrezl Harrell,28.8,PHI,Big,657,12.4,63,60.0%,36,67%,55,46%,11,0%,43,43%,0,0%,0,0%,0,0%
Gary Harris,28.1,ORL,Wing,1183,24.6,91,60.7%,32,61%,21,33%,36,33%,21,33%,84,46%,90,42%,97,44%
Joe Harris,31.2,BKN,Wing,1508,20.4,95,62.4%,76,69%,19,32%,69,43%,33,37%,86,46%,91,42%,96,43%
Kevon Harris,25.4,ORL,Combo,430,13.1,49,52.0%,28,57%,6,25%,1,0%,2,21%,0,50%,29,32%,65,38%
Tobias Harris,30.3,PHI,Wing,2434,32.9,79,57.6%,73,68%,75,45%,79,47%,77,46%,57,41%,63,38%,68,39%
Shaquille Harrison,29.1,POR,Combo,113,22.7,10,45.6%,6,47%,39,40%,80,50%,60,44%,0,100%,0,22%,0,30%
Josh Hart,27.7,POR,Wing,1704,33.4,62,55.2%,79,70%,32,36%,24,26%,26,34%,10,31%,15,30%,14,30%
Josh Hart,27.7,NYK,Wing,741,29.6,99,66.6%,93,75%,17,31%,36,33%,15,31%,100,61%,95,44%,99,50%
Isaiah Hartenstein,24.5,NYK,Big,1597,19.5,33,55.1%,19,62%,79,51%,35,29%,76,49%,35,33%,0,0%,8,22%
Sam Hauser,24.9,BOS,Wing,1169,15.2,98,64.0%,97,83%,56,42%,21,25%,28,35%,76,44%,89,42%,91,42%
Jaxson Hayes,22.4,NOP,Big,523,14.6,59,59.3%,70,74%,52,45%,65,50%,56,45%,0,22%,0,0%,0,13%
Killian Hayes,21.3,DET,Point,2131,28.1,9,42.8%,30,56%,24,39%,50,43%,26,40%,17,24%,5,30%,2,28%
Gordon Hayward,32.6,CHA,Wing,1576,31.5,39,52.2%,88,73%,83,47%,78,47%,83,47%,69,42%,14,30%,25,33%
Juan Hernangomez,27.1,TOR,Forward,577,14.8,18,49.1%,74,70%,80,50%,4,0%,40,38%,17,30%,2,22%,2,25%
Willy Hernangomez,28.4,NOP,Big,375,13.4,24,53.5%,24,64%,12,28%,11,0%,4,25%,0,0%,0,33%,0,25%
Tyler Herro,22.8,MIA,Wing,2327,34.7,48,53.5%,57,65%,81,47%,52,40%,74,44%,80,45%,60,37%,63,38%
Buddy Hield,29.9,IND,Wing,2480,31.0,88,60.0%,43,63%,30,36%,63,42%,42,39%,91,48%,88,42%,95,43%
Haywood Highsmith,25.9,MIA,Big,914,18.7,15,51.0%,31,65%,21,32%,33,27%,15,31%,41,34%,47,35%,45,35%
George Hill,36.5,IND,Combo,158,14.4,100,74.2%,99,75%,79,50%,1,0%,31,40%,0,67%,0,50%,100,56%
George Hill,36.5,MIL,Combo,646,18.5,73,55.0%,87,70%,27,36%,99,82%,97,56%,39,37%,13,28%,17,32%
