Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Aaron Holiday,26.1,ATL,Combo,802,14.3,28,49.5%,30,57%,10,28%,27,37%,11,30%,0,27%,94,45%,88,41%
Jrue Holiday,32.4,MIL,Point,2175,32.5,76,55.6%,87,69%,59,46%,57,44%,57,45%,72,44%,70,38%,77,39%
Justin Holiday,33.6,ATL,Wing,390,14.4,19,48.7%,85,72%,0,0%,27,29%,7,24%,9,31%,38,34%,22,33%
Justin Holiday,33.6,DAL,Wing,285,15.8,11,46.1%,87,73%,21,33%,27,29%,12,30%,25,35%,0,13%,10,29%
Richaun Holmes,29.0,SAC,Big,296,9.0,76,62.7%,37,67%,85,54%,11,0%,84,52%,0,,0,67%,0,67%
Al Horford,36.4,BOS,Big,1921,30.5,77,62.7%,30,65%,60,47%,28,25%,41,42%,95,49%,94,42%,97,45%
Talen Horton-Tucker,21.9,UTA,Wing,1270,20.2,12,46.6%,19,57%,49,41%,46,37%,50,40%,39,38%,7,27%,9,29%
Danuel House,29.4,PHI,Wing,745,14.1,73,56.5%,83,72%,77,46%,74,45%,78,46%,17,34%,33,33%,32,34%
Caleb Houstan,19.8,ORL,Wing,754,15.7,28,50.6%,7,50%,0,0%,17,22%,4,20%,83,46%,13,29%,42,36%
Kevin Huerter,24.2,SAC,Wing,2197,29.3,91,60.6%,86,72%,95,55%,74,45%,95,52%,51,40%,78,41%,79,40%
DeAndre Hunter,24.9,ATL,Wing,2125,31.7,40,52.3%,28,60%,74,45%,95,53%,86,49%,44,39%,30,33%,39,35%
Nah'Shon Hyland,22.1,LAC,Combo,243,17.4,35,50.4%,8,50%,6,25%,96,70%,31,40%,0,43%,53,35%,52,37%
Nah'Shon Hyland,22.1,DEN,Point,797,19.0,37,50.7%,43,60%,2,27%,30,38%,2,29%,89,50%,56,37%,70,38%
Serge Ibaka,33.1,MIL,Big,154,9.7,21,52.2%,68,73%,7,25%,65,50%,16,31%,0,50%,0,33%,0,36%
Andre Iguodala,38.8,GSW,Forward,111,14.0,22,50.0%,100,100%,100,100%,0,,100,100%,0,0%,0,14%,0,11%
Joe Ingles,35.1,MIL,Wing,1033,22.5,90,60.5%,48,64%,80,47%,53,40%,75,45%,64,42%,82,41%,83,41%
Brandon Ingram,25.2,NOP,Wing,1538,34.2,41,52.4%,69,67%,82,47%,73,45%,79,46%,94,50%,68,38%,71,40%
Kyrie Irving,30.6,BKN,Combo,1476,36.9,84,57.1%,71,66%,96,54%,84,51%,93,53%,40,38%,69,38%,67,38%
Kyrie Irving,30.6,DAL,Combo,762,38.1,91,58.7%,97,74%,90,51%,72,48%,88,50%,17,32%,83,40%,76,39%
Jonathan Isaac,25.1,ORL,Wing,124,11.3,15,47.2%,6,48%,21,33%,53,40%,30,35%,0,75%,0,27%,0,40%
Jaden Ivey,20.7,DET,Combo,2287,30.9,19,48.2%,19,55%,20,34%,40,41%,20,37%,29,34%,52,35%,37,35%
Isaiah Jackson,20.8,IND,Big,991,16.3,48,57.3%,33,66%,21,32%,87,60%,24,36%,0,50%,0,0%,0,10%
Jaren Jackson,23.1,MEM,Big,1776,28.2,44,56.9%,33,66%,65,48%,57,43%,67,48%,32,32%,63,37%,59,36%
Quenton Jackson,24.1,WAS,Combo,122,17.5,16,47.2%,55,63%,99,63%,94,67%,99,64%,0,0%,0,0%,0,0%
Reggie Jackson,32.5,LAC,Combo,1333,25.7,28,49.5%,24,56%,57,45%,28,38%,51,42%,71,43%,33,33%,40,35%
Reggie Jackson,32.5,DEN,Point,296,18.5,11,44.4%,65,64%,91,52%,61,44%,83,49%,22,27%,2,24%,0,25%
LeBron James,37.8,LAL,Big,1951,35.5,33,55.3%,76,75%,30,38%,50,39%,30,38%,35,33%,36,33%,33,33%
Ty Jerome,25.3,GSW,Combo,770,18.3,74,55.2%,96,73%,72,48%,65,47%,76,48%,86,48%,45,34%,60,38%
Isaiah Joe,23.3,OKC,Combo,1348,19.0,96,60.6%,91,70%,91,52%,67,47%,81,49%,93,48%,80,40%,87,41%
Cameron Johnson,26.7,PHX,Forward,429,25.3,94,60.4%,60,68%,18,31%,36,30%,18,31%,88,47%,100,45%,98,45%
Cameron Johnson,26.7,BKN,Wing,770,30.8,75,56.9%,75,69%,48,41%,95,54%,84,47%,60,41%,43,35%,55,37%
Jalen Johnson,20.9,ATL,Forward,1004,14.6,58,55.2%,46,66%,62,45%,40,31%,52,42%,24,30%,48,34%,31,32%
James Johnson,35.7,IND,Big,134,8.4,5,47.3%,27,65%,44,43%,92,67%,77,50%,0,14%,0,0%,0,10%
Keldon Johnson,22.9,SAS,Wing,2062,32.7,36,51.5%,38,62%,56,41%,44,36%,54,41%,35,37%,28,32%,30,34%
Keon Johnson,20.6,POR,Combo,304,10.2,12,46.4%,62,63%,3,21%,15,30%,3,23%,4,25%,87,42%,46,36%
Stanley Johnson,26.4,SAS,Big,424,14.7,74,61.8%,41,68%,37,41%,65,50%,43,43%,0,60%,92,41%,99,49%
Nikola Jokic,27.7,DEN,Big,2319,33.6,92,66.4%,75,74%,98,62%,83,55%,97,61%,0,17%,87,40%,82,39%
Damian Jones,27.3,LAL,Big,140,8.2,8,48.3%,7,57%,7,25%,0,,4,25%,0,,0,0%,0,0%
Damian Jones,27.3,UTA,Big,285,15.8,100,84.5%,50,70%,99,100%,0,,99,100%,0,80%,0,100%,0,82%
Herbert Jones,24.1,NOP,Forward,1948,29.5,40,52.8%,34,64%,20,32%,22,19%,16,30%,43,34%,39,33%,41,34%
Kai Jones,21.8,CHA,Big,468,13.4,30,54.5%,95,81%,19,31%,11,0%,7,26%,0,14%,0,13%,0,13%
Tre Jones,22.8,SAS,Point,1981,29.1,28,49.0%,59,63%,30,41%,59,44%,37,42%,11,24%,16,31%,7,29%
Tyus Jones,26.5,MEM,Combo,1918,24.0,56,52.9%,25,56%,76,49%,62,46%,83,49%,99,54%,35,33%,58,38%
Derrick Jones Jr.,25.7,CHI,Big,845,14.1,38,56.0%,25,64%,5,24%,96,100%,10,28%,44,35%,13,28%,31,32%
DeAndre Jordan,34.3,DEN,Big,568,15.0,99,76.8%,96,82%,4,22%,65,50%,9,27%,0,,0,100%,0,100%
Cory Joseph,31.2,DET,Combo,1184,19.7,57,53.3%,43,59%,48,42%,24,36%,35,41%,51,39%,82,40%,80,40%
Nikola Jovic,19.4,MIA,Big,192,13.7,4,45.5%,88,78%,18,30%,65,50%,27,38%,0,20%,3,22%,6,21%
Johnny Juzang,21.6,UTA,Wing,216,12.0,1,42.3%,99,86%,80,47%,53,40%,70,43%,0,27%,2,23%,3,24%
Frank Kaminsky,29.6,ATL,Big,132,6.3,93,69.1%,98,88%,92,56%,96,100%,96,60%,0,0%,0,47%,95,44%
Luke Kennard,26.4,LAC,Wing,720,20.6,92,61.0%,7,50%,94,55%,64,42%,88,49%,97,52%,94,44%,99,45%
Luke Kennard,26.4,MEM,Combo,566,23.6,99,71.4%,8,50%,65,46%,80,50%,79,48%,79,43%,99,54%,99,52%
Walker Kessler,21.3,UTA,Big,1693,22.9,95,72.0%,84,77%,66,48%,41,33%,64,47%,0,50%,0,0%,0,33%
Corey Kispert,23.7,WAS,Wing,2066,27.9,97,63.5%,89,74%,85,50%,27,29%,79,46%,90,48%,83,41%,93,43%
Maxi Kleber,30.8,DAL,Big,923,25.0,48,57.2%,55,70%,71,50%,85,57%,90,54%,16,26%,81,39%,46,35%
Nathan Knight,25.1,MIN,Big,236,8.8,64,60.2%,59,71%,18,30%,0,,12,30%,0,33%,0,38%,64,37%
Kevin Knox,23.2,POR,Forward,305,18.0,44,53.4%,40,64%,44,40%,82,45%,56,42%,14,29%,52,35%,37,33%
Kevin Knox,23.2,DET,Wing,556,14.3,83,58.6%,95,76%,60,43%,85,50%,73,44%,33,37%,70,39%,57,38%
Christian Koloko,22.4,TOR,Big,766,14.2,11,49.6%,9,58%,20,32%,11,0%,15,31%,0,20%,0,0%,0,11%
John Konchar,26.6,MEM,Wing,1445,20.4,40,52.3%,58,65%,7,22%,13,14%,5,21%,26,35%,25,32%,31,34%
Furkan Korkmaz,25.3,PHI,Wing,280,10.4,17,48.2%,39,63%,7,22%,27,29%,8,24%,0,36%,62,38%,53,37%
Luke Kornet,27.3,BOS,Big,698,10.7,88,65.7%,61,72%,93,57%,11,0%,92,55%,0,17%,0,25%,0,20%
Vit Krejci,22.4,ATL,Forward,104,5.8,0,28.9%,2,50%,0,0%,98,100%,90,50%,0,0%,0,10%,0,9%
Jonathan Kuminga,20.1,GSW,Forward,1308,19.5,78,57.6%,68,69%,50,43%,70,40%,54,42%,69,41%,35,33%,65,37%
Kyle Kuzma,27.3,WAS,Forward,2238,35.0,36,52.3%,70,70%,54,43%,42,33%,50,41%,62,40%,28,32%,45,34%
Jake LaRavia,21.0,MEM,Forward,325,13.0,84,58.1%,0,47%,98,75%,0,,96,75%,0,56%,72,37%,82,40%
Zach LaVine,27.6,CHI,Wing,2768,36.0,69,55.8%,70,68%,59,42%,68,42%,62,42%,87,47%,52,36%,57,37%
Anthony Lamb,24.8,GSW,Big,1109,18.2,56,58.4%,86,77%,79,51%,48,38%,75,49%,48,35%,76,38%,64,37%
Jock Landale,27.0,PHX,Big,911,13.6,47,57.0%,58,71%,80,51%,33,27%,71,48%,0,33%,10,26%,13,27%
Romeo Langford,23.0,SAS,Wing,815,19.0,30,51.0%,74,68%,66,44%,32,31%,60,42%,13,32%,0,21%,8,28%
Caris LeVert,28.2,CLE,Wing,2206,29.8,34,51.3%,33,61%,26,34%,26,28%,20,33%,57,41%,62,38%,64,38%
Damion Lee,30.0,PHX,Wing,1420,19.5,75,57.0%,15,53%,47,41%,42,36%,40,39%,98,53%,75,40%,98,45%
Saben Lee,23.4,PHX,Combo,318,15.9,26,49.0%,4,46%,54,44%,7,20%,21,38%,0,50%,71,39%,89,42%
Alex Len,29.4,SAC,Big,132,7.4,12,50.0%,20,63%,0,0%,0,,0,0%,0,,0,0%,0,0%
Kawhi Leonard,31.3,LAC,Forward,1745,33.6,74,57.3%,48,66%,92,54%,84,48%,92,51%,100,53%,83,39%,94,42%
Meyers Leonard,30.7,MIL,Big,100,14.3,72,61.5%,20,63%,99,100%,11,0%,98,67%,0,0%,0,46%,0,40%
Kira Lewis Jr.,21.6,NOP,Point,170,13.1,74,55.4%,61,63%,4,29%,93,63%,35,41%,0,80%,21,32%,91,42%
Damian Lillard,32.3,POR,Point,2105,36.3,83,56.6%,63,63%,72,47%,89,51%,80,49%,58,37%,65,37%,60,37%
Nassir Little,22.7,POR,Wing,953,17.7,54,54.1%,60,66%,18,31%,83,49%,48,40%,61,42%,55,36%,52,37%
Isaiah Livers,24.3,DET,Wing,1180,22.7,70,56.0%,95,77%,21,32%,85,50%,52,41%,67,42%,54,36%,61,38%
Kenneth Lofton,20.2,MEM,Big,112,10.3,58,59.3%,70,74%,33,40%,28,25%,14,31%,0,33%,0,25%,0,29%
Kevon Looney,26.7,GSW,Big,1961,23.9,79,62.9%,59,71%,59,46%,48,38%,55,45%,0,,0,0%,0,0%
Brook Lopez,34.6,MIL,Big,2367,30.4,66,60.6%,75,74%,92,56%,56,42%,85,52%,71,41%,58,36%,71,37%
Robin Lopez,34.6,CLE,Big,243,9.0,86,65.2%,94,81%,81,51%,65,50%,84,51%,0,100%,0,50%,0,67%
Kevin Love,34.1,MIA,Big,414,19.7,12,50.0%,68,73%,82,53%,96,100%,96,59%,8,24%,27,31%,24,30%
Kevin Love,34.1,CLE,Big,820,20.0,16,51.1%,4,54%,47,44%,45,35%,38,41%,89,46%,41,33%,54,36%
Kyle Lowry,36.6,MIA,Point,1706,31.0,50,51.7%,28,56%,76,49%,37,40%,72,46%,81,45%,26,32%,37,35%
Trey Lyles,27.0,SAC,Big,1212,16.4,53,57.8%,42,69%,42,42%,11,0%,35,40%,81,44%,34,32%,62,37%
Theo Maledon,21.4,CHA,Combo,798,18.6,13,46.8%,36,58%,28,37%,80,50%,24,39%,0,0%,40,34%,14,31%
Sandro Mamukelashvili,23.4,SAS,Big,423,22.3,19,51.8%,11,60%,27,36%,28,25%,22,34%,0,44%,37,33%,44,34%
Sandro Mamukelashvili,23.4,MIL,Big,178,8.9,2,42.7%,0,43%,7,25%,0,,4,25%,0,29%,30,31%,26,30%
Terance Mann,26.0,LAC,Combo,1804,22.3,94,59.8%,93,72%,19,34%,87,52%,22,38%,26,33%,96,45%,71,39%
Tre Mann,21.7,OKC,Combo,1094,16.8,20,48.3%,49,61%,31,39%,63,46%,37,41%,69,42%,20,30%,20,32%
Lauri Markkanen,25.4,UTA,Forward,2270,34.4,86,58.7%,72,70%,72,48%,78,43%,76,47%,90,50%,70,36%,73,39%
Naji Marshall,24.8,NOP,Wing,1748,22.7,27,50.3%,41,63%,48,41%,74,45%,56,41%,15,33%,27,32%,22,33%
Caleb Martin,27.1,MIA,Wing,2031,28.6,54,54.2%,52,65%,31,36%,76,46%,52,41%,12,32%,84,41%,49,37%
Cody Martin,27.1,CHA,Wing,130,18.7,5,44.3%,19,57%,21,33%,53,40%,34,38%,0,50%,0,0%,0,23%
Kenyon Martin Jr.,21.8,HOU,Wing,2269,27.7,93,62.0%,93,76%,64,43%,0,,67,43%,31,36%,20,31%,20,32%
Garrison Mathews,26.0,HOU,Wing,566,12.9,37,51.8%,17,56%,9,25%,85,50%,21,33%,36,37%,41,34%,38,35%
Bennedict Mathurin,20.4,IND,Wing,2203,28.2,23,49.3%,26,59%,29,36%,52,40%,31,36%,27,35%,33,33%,32,34%
Wesley Matthews,36.0,MIL,Wing,771,15.1,19,48.7%,43,63%,14,30%,53,40%,21,33%,4,27%,49,36%,20,32%
Tyrese Maxey,22.0,PHI,Combo,2012,33.5,83,56.9%,42,59%,63,46%,35,41%,58,44%,96,51%,86,41%,94,43%
Skylar Mays,25.2,POR,Combo,181,30.2,97,60.9%,38,59%,79,50%,80,50%,88,50%,0,20%,100,55%,98,48%
Miles McBride,22.1,NYK,Combo,700,12.3,6,44.9%,18,54%,24,35%,17,31%,15,33%,54,40%,6,25%,13,31%
CJ McCollum,31.1,NOP,Combo,2647,35.3,43,51.6%,40,59%,55,44%,36,41%,55,43%,23,33%,77,40%,73,39%
TJ McConnell,30.6,IND,Point,1491,19.9,87,56.8%,72,64%,83,50%,87,49%,89,50%,97,59%,28,32%,84,41%
Jaden McDaniels,22.1,MIN,Wing,2411,30.5,85,59.5%,84,72%,65,43%,69,43%,68,43%,61,42%,69,38%,76,40%
Jalen McDaniels,24.8,CHA,Wing,1483,26.5,32,51.1%,46,64%,43,39%,62,41%,45,39%,17,34%,15,30%,17,31%
Jalen McDaniels,24.8,PHI,Wing,398,16.6,51,53.8%,9,51%,96,56%,27,29%,89,50%,0,36%,0,50%,93,43%
Doug McDermott,30.8,SAS,Wing,1311,20.5,81,57.7%,59,65%,67,44%,16,20%,39,39%,75,44%,83,41%,86,41%
JaVale McGee,34.8,DAL,Big,318,7.8,91,66.2%,72,74%,52,45%,0,,56,45%,0,,0,100%,0,100%
Bryce McGowens,20.0,CHA,Wing,710,17.3,20,48.9%,15,53%,39,38%,5,0%,28,35%,34,37%,33,33%,36,35%
Rodney McGruder,31.3,DET,Wing,491,17.0,63,55.3%,58,65%,8,23%,5,0%,3,19%,49,40%,99,48%,97,44%
Jordan McLaughlin,26.6,MIN,Point,664,15.5,57,51.8%,37,58%,83,50%,96,67%,96,52%,39,33%,30,33%,28,33%
De'Anthony Melton,24.4,PHI,Combo,2138,27.8,69,54.6%,29,57%,17,33%,37,41%,17,35%,41,38%,76,40%,75,39%
Chimezie Metu,25.6,SAC,Big,657,10.3,70,61.1%,81,76%,55,46%,24,20%,47,43%,0,0%,12,26%,10,24%
Khris Middleton,31.2,MIL,Wing,792,24.0,26,50.3%,62,66%,60,43%,94,52%,82,47%,47,39%,22,31%,18,32%
Patty Mills,34.2,BKN,Combo,536,13.4,53,52.8%,92,71%,26,35%,38,41%,28,39%,69,42%,58,36%,63,38%
Shake Milton,26.1,PHI,Combo,1494,19.9,64,53.9%,58,63%,44,41%,70,47%,48,42%,13,30%,89,43%,69,39%
Davion Mitchell,24.2,SAC,Combo,1424,17.8,61,53.7%,74,67%,97,55%,76,49%,92,52%,21,33%,25,32%,18,32%
Donovan Mitchell,26.1,CLE,Combo,2431,35.8,89,57.6%,82,68%,89,51%,52,43%,78,48%,67,42%,72,39%,77,39%
Evan Mobley,21.4,CLE,Big,2714,34.4,43,56.6%,87,78%,32,40%,52,40%,34,40%,3,18%,6,24%,7,22%
Malik Monk,24.7,SAC,Wing,1707,22.2,55,54.2%,47,64%,53,41%,71,43%,58,42%,76,44%,44,35%,47,36%
Moses Moody,20.4,GSW,Wing,725,12.3,89,60.1%,39,63%,93,53%,98,60%,97,54%,24,35%,96,44%,78,40%
Ja Morant,23.2,MEM,Point,1947,31.9,39,50.8%,57,62%,41,43%,52,43%,46,43%,75,44%,7,30%,19,32%
Marcus Morris,33.2,LAC,Big,1822,28.0,19,51.6%,22,63%,70,49%,55,40%,57,45%,27,32%,78,39%,64,37%
Markieff Morris,33.2,BKN,Big,275,10.2,17,51.3%,8,57%,2,15%,92,64%,27,38%,65,40%,62,37%,76,38%
Monte Morris,27.3,WAS,Point,1693,27.3,78,55.8%,93,72%,67,47%,80,48%,76,48%,78,44%,60,37%,79,39%
Trey Murphy III,22.4,NOP,Wing,2421,30.7,93,61.7%,91,74%,51,41%,35,32%,40,39%,72,42%,86,41%,87,42%
Dejounte Murray,26.1,ATL,Combo,2686,36.3,42,51.4%,72,66%,66,46%,64,46%,73,46%,80,44%,22,31%,32,34%
Jamal Murray,25.7,DEN,Combo,2128,32.7,66,54.4%,70,66%,38,40%,44,42%,38,41%,94,50%,78,40%,86,41%
Keegan Murray,22.2,SAC,Forward,2356,29.5,88,58.8%,30,63%,36,38%,58,34%,36,37%,83,44%,89,41%,92,42%
Mike Muscala,31.3,OKC,Big,621,14.5,52,57.6%,47,70%,48,44%,60,45%,55,45%,60,38%,85,40%,84,39%
Mike Muscala,31.3,BOS,Big,297,18.6,69,61.0%,50,70%,98,89%,65,50%,99,77%,63,39%,55,36%,69,37%
Sviatoslav Mykhailiuk,25.4,CHA,Wing,412,22.9,72,56.5%,70,68%,6,16%,85,50%,13,30%,65,42%,80,41%,84,41%
Larry Nance Jr.,29.8,NOP,Big,1368,21.1,79,63.0%,73,74%,71,50%,41,33%,68,48%,73,42%,5,22%,35,33%
Andrew Nembhard,22.8,IND,Combo,2044,27.3,40,51.3%,80,68%,42,41%,46,43%,44,41%,36,36%,49,35%,39,35%
Aaron Nesmith,23.0,IND,Forward,1800,24.7,38,52.4%,12,58%,28,36%,60,38%,34,36%,50,37%,67,36%,63,37%
Raul Neto,30.5,CLE,Combo,413,11.8,85,57.3%,87,70%,100,63%,97,75%,100,65%,0,56%,0,19%,7,28%
Georges Niang,29.4,PHI,Forward,1489,19.1,92,59.9%,56,68%,74,48%,86,50%,82,48%,95,52%,74,37%,84,40%
Daishen Nix,20.7,HOU,Point,843,15.1,4,42.3%,9,49%,7,33%,9,20%,4,32%,0,17%,9,30%,5,28%
Zeke Nnaji,21.8,DEN,Big,645,14.7,78,62.8%,56,71%,23,33%,96,100%,35,40%,29,32%,52,36%,43,34%
Nerlens Noel,28.6,DET,Big,136,11.4,1,40.4%,6,56%,7,25%,41,33%,8,27%,0,,0,50%,0,50%
Jaylen Nowell,23.3,MIN,Combo,1230,18.9,39,51.1%,47,60%,84,51%,33,40%,80,49%,1,23%,28,32%,12,30%
Frank Ntilikina,24.3,DAL,Wing,541,12.3,7,45.0%,3,43%,34,37%,100,73%,96,53%,1,20%,28,32%,7,27%
Kendrick Nunn,27.2,LAL,Combo,495,13.4,37,50.6%,54,62%,36,40%,60,46%,47,42%,20,32%,47,34%,27,34%
Kendrick Nunn,27.2,WAS,Wing,413,14.8,53,54.1%,39,63%,69,44%,64,42%,68,43%,31,36%,79,41%,72,40%
Jusuf Nurkic,28.2,POR,Big,1387,26.7,41,56.3%,22,63%,39,42%,84,56%,43,43%,25,31%,65,37%,60,36%
Jordan Nwora,24.1,MIL,Wing,540,15.0,21,49.2%,4,44%,45,40%,14,16%,11,30%,22,35%,87,42%,73,40%
Jordan Nwora,24.1,IND,Wing,586,24.4,77,57.1%,25,59%,84,48%,33,31%,72,44%,69,42%,92,43%,92,43%
Royce O'Neale,29.4,BKN,Wing,2382,31.3,46,53.0%,5,46%,13,29%,5,0%,9,28%,28,36%,77,40%,70,39%
Chuma Okeke,24.2,ORL,Wing,487,19.5,8,45.0%,56,65%,5,14%,21,25%,2,18%,58,41%,4,26%,11,29%
Josh Okogie,24.2,PHX,Wing,1258,18.5,13,46.7%,13,53%,11,28%,47,38%,14,30%,13,32%,41,34%,27,33%
Onyeka Okongwu,21.9,ATL,Big,1835,22.9,84,64.1%,66,73%,56,46%,61,45%,58,46%,0,30%,0,0%,0,27%
Isaac Okoro,21.8,CLE,Wing,1615,21.3,81,57.7%,60,66%,76,46%,5,0%,74,45%,38,37%,4,24%,45,36%
KZ Okpala,23.5,SAC,Wing,213,6.7,9,45.6%,81,71%,21,33%,85,50%,34,38%,0,42%,0,0%,6,26%
Victor Oladipo,30.5,MIA,Combo,1100,26.2,21,48.4%,21,55%,37,40%,46,43%,36,41%,0,19%,63,37%,24,33%
Kelly Olynyk,31.5,UTA,Big,1942,28.6,55,58.2%,47,70%,48,44%,82,52%,59,46%,86,45%,73,38%,83,39%
Eugene Omoruyi,25.7,OKC,Big,237,10.8,7,47.5%,16,62%,2,17%,11,0%,2,14%,0,23%,0,17%,4,20%
Eugene Omoruyi,25.7,DET,Forward,358,21.1,14,48.8%,44,65%,8,21%,4,0%,2,19%,29,31%,15,29%,16,30%
Cedi Osman,27.6,CLE,Wing,1492,19.4,77,57.1%,71,68%,17,31%,15,18%,10,28%,85,46%,48,35%,61,38%
Kelly Oubre,26.9,CHA,Wing,1546,32.2,25,49.8%,30,60%,36,37%,97,58%,55,41%,45,39%,10,29%,19,32%
Chris Paul,37.5,PHX,Point,1886,32.0,48,51.6%,7,46%,80,50%,76,46%,78,48%,64,40%,72,38%,72,38%
Cameron Payne,28.2,PHX,Point,939,19.6,30,49.1%,26,56%,15,38%,54,43%,20,39%,39,33%,77,39%,67,38%
Gary Payton II,29.9,GSW,Wing,123,17.6,99,67.9%,77,69%,99,67%,0,,100,67%,0,50%,0,0%,0,44%
Gary Payton II,29.9,POR,Wing,255,17.0,100,69.5%,72,68%,0,0%,0,,0,0%,0,58%,0,40%,100,53%
Theo Pinson,27.0,DAL,Wing,253,8.5,17,47.3%,1,43%,4,13%,5,0%,1,11%,0,67%,30,33%,48,37%
Mason Plumlee,32.7,LAC,Big,449,19.5,96,72.4%,82,76%,88,55%,11,0%,77,50%,0,,0,,0,
Mason Plumlee,32.7,CHA,Big,1595,28.5,92,66.9%,68,73%,36,41%,90,62%,50,44%,0,,0,,0,
Jakob Poeltl,27.0,SAS,Big,1198,26.1,73,61.8%,82,77%,50,45%,28,25%,49,44%,0,,0,,0,
Jakob Poeltl,27.0,TOR,Big,706,27.2,87,65.2%,73,74%,90,55%,0,,93,55%,0,,0,,0,
Aleksej Pokusevski,20.8,OKC,Big,697,20.5,18,51.4%,13,61%,13,29%,28,25%,10,28%,62,39%,55,36%,67,37%
Jordan Poole,23.4,GSW,Combo,2444,29.8,46,51.8%,79,68%,51,43%,39,41%,52,42%,30,34%,42,34%,29,34%
Kevin Porter,22.5,HOU,Point,2023,34.3,59,52.4%,76,66%,22,39%,65,44%,28,40%,86,48%,51,36%,56,37%
Michael Porter,24.3,DEN,Wing,1795,29.0,89,60.4%,94,76%,28,36%,77,47%,63,42%,99,55%,67,38%,86,42%
Otto Porter,29.4,TOR,Wing,139,17.4,84,58.9%,100,100%,99,67%,53,40%,89,50%,0,25%,0,36%,0,33%
Bobby Portis,27.7,MIL,Big,1795,25.6,35,55.7%,28,65%,81,51%,64,48%,82,50%,14,26%,98,43%,68,37%
Kristaps Porzingis,27.2,WAS,Big,2119,32.6,44,56.7%,65,72%,71,50%,59,45%,69,48%,97,50%,77,38%,81,39%
Dwight Powell,31.3,DAL,Big,1449,19.3,97,73.5%,88,78%,62,47%,28,25%,43,43%,0,0%,0,0%,0,0%
Norman Powell,29.4,LAC,Wing,1535,25.6,68,55.7%,38,62%,56,42%,53,40%,56,41%,92,48%,54,36%,80,40%
Taurean Prince,28.6,MIN,Forward,1182,21.9,76,57.4%,36,64%,76,48%,62,38%,68,45%,76,43%,65,36%,78,39%
Payton Pritchard,24.8,BOS,Point,549,12.8,61,53.2%,13,53%,26,40%,46,42%,30,41%,3,21%,95,42%,63,37%
Immanuel Quickley,23.4,NYK,Combo,2302,28.4,65,54.2%,78,67%,78,50%,22,34%,71,46%,34,36%,66,38%,57,37%
Julius Randle,27.9,NYK,Forward,2733,35.5,48,53.9%,58,68%,70,47%,74,41%,66,45%,33,33%,54,35%,49,35%
Austin Reaves,24.4,LAL,Wing,1837,28.7,95,62.3%,97,80%,91,52%,81,48%,94,51%,42,38%,91,42%,80,41%
Cameron Reddish,23.2,POR,Wing,550,27.5,44,52.9%,28,60%,93,54%,36,33%,95,53%,19,34%,25,31%,24,33%
Cameron Reddish,23.2,NYK,Wing,437,21.9,31,51.1%,50,64%,34,37%,15,17%,17,32%,42,38%,5,26%,14,31%
Davon Reed,27.4,DEN,Wing,235,9.8,0,37.3%,1,43%,3,11%,36,33%,5,22%,0,33%,8,28%,11,29%
Paul Reed,23.4,PHI,Big,698,10.9,70,61.0%,50,70%,27,36%,24,20%,21,34%,0,0%,0,25%,0,20%
Naz Reid,23.2,MIN,Big,1229,18.1,65,60.3%,83,77%,40,42%,65,50%,42,42%,10,25%,67,37%,51,35%
Jared Rhoden,23.2,DET,Big,178,12.7,4,44.9%,35,67%,13,29%,65,50%,25,36%,0,33%,0,20%,12,26%
Nick Richards,24.9,CHA,Big,1183,19.4,75,62.1%,53,70%,4,23%,65,50%,4,25%,0,,0,100%,0,100%
Josh Richardson,29.1,SAS,Combo,980,23.3,58,53.6%,67,65%,87,51%,69,47%,82,49%,66,42%,55,36%,49,37%
Josh Richardson,29.1,NOP,Combo,509,22.1,60,53.6%,55,63%,18,33%,70,47%,27,39%,59,40%,73,39%,79,40%
Austin Rivers,30.3,MIN,Wing,1011,19.5,59,54.6%,43,63%,54,41%,0,,57,41%,61,42%,1,22%,43,36%
Duncan Robinson,28.5,MIA,Wing,658,16.5,30,50.9%,96,79%,75,45%,36,33%,66,43%,7,29%,42,35%,27,33%
Mitchell Robinson,24.6,NYK,Big,1588,26.9,93,67.1%,39,68%,95,60%,11,0%,92,55%,0,,0,,0,
Orlando Robinson,22.3,MIA,Big,407,13.1,24,53.5%,50,70%,31,38%,11,0%,25,37%,0,0%,0,0%,0,0%
Jeremiah Robinson-Earl,22.0,OKC,Big,785,18.7,18,51.5%,5,55%,95,60%,24,20%,35,40%,24,31%,44,34%,34,33%
Isaiah Roby,24.7,SAS,Big,372,10.1,15,50.4%,13,61%,41,42%,35,29%,33,39%,0,45%,22,30%,35,33%
David Roddy,21.6,MEM,Wing,1147,17.4,29,50.8%,50,64%,32,36%,5,0%,21,33%,24,35%,15,30%,22,32%
Derrick Rose,34.1,NYK,Point,332,12.8,15,45.7%,11,51%,54,44%,11,25%,22,40%,0,33%,14,31%,14,32%
Terrence Ross,31.7,PHX,Wing,379,18.1,43,52.8%,28,60%,94,55%,96,55%,98,55%,58,41%,15,30%,34,34%
Terrence Ross,31.7,ORL,Wing,939,22.4,50,53.5%,32,61%,79,46%,81,48%,83,47%,80,45%,57,36%,64,38%
