Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,24.1,NYK,Big,1144,23.4,34,55.4%,42,68%,17,31%,12,0%,12,27%,44,35%,2,19%,9,28%
Precious Achiuwa,24.1,TOR,Big,424,17.0,15,51.5%,28,64%,20,33%,76,50%,23,35%,20,29%,14,29%,13,29%
Bam Adebayo,26.3,MIA,Big,2415,34.0,21,52.9%,39,67%,79,50%,44,33%,68,46%,0,43%,41,34%,52,36%
Ochai Agbaji,23.5,TOR,Wing,610,22.6,7,44.0%,37,61%,3,5%,78,50%,1,12%,6,26%,3,19%,4,23%
Ochai Agbaji,23.5,UTA,Wing,956,18.7,42,52.5%,75,69%,13,28%,78,50%,18,32%,81,44%,5,24%,29,34%
Santi Aldama,22.8,MEM,Big,1614,26.5,23,52.9%,24,63%,48,41%,69,44%,51,42%,23,29%,57,38%,48,35%
Nickeil Alexander-Walker,25.2,MIN,Wing,1887,23.0,72,56.7%,44,63%,66,44%,42,35%,54,42%,84,44%,46,35%,76,40%
Grayson Allen,28.1,PHX,Wing,2505,33.4,97,65.0%,67,67%,52,41%,2,0%,43,40%,94,48%,97,45%,99,46%
Jarrett Allen,25.5,CLE,Big,2441,31.7,81,63.4%,62,72%,84,51%,73,46%,83,50%,0,0%,0,0%,0,0%
Timmy Allen,23.8,MEM,Combo,122,24.4,0,31.6%,0,33%,35,38%,48,40%,29,38%,0,0%,0,0%,0,0%
Jose Alvarado,25.6,NOP,Point,920,17.1,51,53.2%,26,56%,35,40%,14,30%,21,38%,72,46%,38,35%,63,38%
Kyle Anderson,30.1,MIN,Wing,1769,22.4,12,47.4%,31,60%,68,44%,69,45%,70,45%,7,29%,0,9%,6,24%
Giannis Antetokounmpo,28.9,MIL,Forward,2565,35.1,96,62.7%,94,77%,27,37%,31,34%,19,36%,0,0%,8,29%,9,28%
Cole Anthony,23.5,ORL,Point,1775,21.9,28,50.0%,60,62%,65,45%,40,40%,49,44%,13,31%,35,35%,23,34%
OG Anunoby,26.3,TOR,Wing,900,33.3,81,58.6%,88,73%,17,31%,89,61%,57,42%,80,44%,34,33%,59,38%
OG Anunoby,26.3,NYK,Wing,796,34.6,72,56.7%,61,66%,19,31%,28,31%,16,31%,83,44%,26,32%,73,39%
Deni Avdija,22.8,WAS,Wing,2250,30.0,70,56.3%,78,70%,30,34%,31,33%,26,34%,95,48%,36,33%,60,38%
Deandre Ayton,25.3,POR,Big,1783,32.4,48,57.2%,79,75%,74,48%,86,50%,79,49%,0,25%,0,0%,0,11%
Ibou Badji,21.1,POR,Big,192,10.7,82,63.6%,92,79%,2,17%,96,100%,32,38%,0,,0,,0,
Marvin Bagley,24.6,WAS,Big,572,23.8,69,59.7%,47,69%,27,37%,76,50%,34,38%,0,50%,0,45%,100,47%
Marvin Bagley,24.6,DET,Big,465,17.9,66,59.0%,36,67%,90,55%,32,17%,69,46%,0,0%,0,20%,0,17%
Patrick Baldwin Jr.,21.0,WAS,Big,405,14.0,14,51.2%,98,84%,2,17%,12,0%,1,13%,0,46%,18,29%,29,32%
LaMelo Ball,22.2,CHA,Point,710,32.3,37,51.4%,23,56%,67,46%,23,36%,60,44%,81,50%,28,33%,30,36%
Mohamed Bamba,25.5,PHI,Big,665,15.1,34,55.0%,23,62%,14,29%,12,0%,7,23%,0,13%,97,43%,77,39%
Paolo Banchero,21.0,ORL,Big,2797,35.0,11,49.8%,27,64%,30,37%,65,43%,40,39%,11,25%,48,35%,43,34%
Desmond Bane,25.4,MEM,Combo,1440,34.3,76,55.5%,83,68%,33,37%,72,44%,47,40%,72,45%,54,37%,59,39%
Dalano Banton,24.0,POR,Wing,859,28.6,16,48.0%,51,64%,22,32%,22,24%,16,30%,34,36%,25,32%,23,32%
Dominick Barlow,20.4,SAS,Big,373,12.9,24,53.1%,15,59%,81,50%,59,40%,74,48%,0,40%,0,0%,0,33%
Harrison Barnes,31.4,SAC,Forward,2380,29.0,75,57.5%,73,69%,75,46%,88,55%,79,47%,46,41%,64,37%,61,39%
Scottie Barnes,22.3,TOR,Wing,2094,34.9,46,53.0%,75,70%,43,39%,65,43%,44,40%,15,32%,47,35%,34,34%
RJ Barrett,23.4,TOR,Wing,1083,33.9,89,60.2%,85,72%,50,40%,31,33%,47,40%,83,44%,66,37%,75,39%
RJ Barrett,23.4,NYK,Wing,765,29.4,14,47.8%,20,57%,42,38%,31,33%,37,37%,46,38%,15,29%,27,33%
Charles Bassey,23.0,SAS,Big,182,9.6,98,71.9%,95,82%,99,71%,12,0%,92,56%,0,,0,0%,0,0%
Keita Bates-Diop,27.8,PHX,Forward,561,15.6,19,48.6%,13,55%,17,33%,8,0%,10,32%,24,34%,3,26%,26,32%
Nicolas Batum,34.9,PHI,Wing,1470,25.8,88,59.7%,52,64%,95,54%,31,33%,83,47%,69,42%,68,37%,78,40%
Darius Bazley,23.4,UTA,Wing,134,22.5,99,66.7%,99,91%,97,56%,0,,98,56%,0,40%,0,0%,0,29%
Bradley Beal,30.3,PHX,Combo,1759,33.2,88,58.1%,87,70%,62,45%,73,44%,63,45%,64,43%,94,43%,93,43%
Malik Beasley,26.9,MIL,Combo,2330,29.5,95,60.0%,72,66%,60,45%,77,46%,64,45%,79,46%,59,38%,86,41%
MarJon Beauchamp,22.1,MIL,Wing,500,13.5,78,57.8%,39,62%,63,44%,50,38%,52,41%,94,48%,60,37%,90,42%
Jules Bernard,23.8,WAS,Wing,107,9.0,40,52.3%,7,50%,60,43%,2,0%,38,38%,0,75%,0,31%,86,41%
Davis Bertans,31.0,CHA,Wing,575,20.5,60,55.1%,15,56%,99,60%,31,33%,60,43%,14,31%,80,39%,55,37%
Patrick Beverley,35.3,MIL,Wing,527,20.3,23,49.6%,10,52%,45,39%,2,0%,34,37%,45,38%,65,37%,59,38%
Patrick Beverley,35.3,PHI,Combo,904,19.2,38,50.9%,52,61%,72,47%,48,40%,73,47%,95,56%,9,25%,24,33%
Saddiq Bey,24.6,ATL,Wing,2053,32.6,27,50.0%,38,62%,18,31%,61,43%,22,32%,8,30%,40,34%,22,32%
Goga Bitadze,24.3,ORL,Big,884,18.0,74,60.7%,40,67%,62,45%,12,0%,52,42%,0,0%,0,22%,0,17%
Onuralp Bitim,24.6,CHI,Wing,239,12.0,13,47.7%,87,73%,34,36%,22,25%,23,33%,0,31%,27,32%,21,31%
Bismack Biyombo,31.2,MEM,Big,718,24.8,42,56.3%,34,67%,54,43%,0,,59,43%,0,,0,,0,
Anthony Black,19.8,ORL,Combo,1053,17.9,63,53.4%,64,63%,7,27%,28,35%,9,30%,61,42%,44,35%,63,39%
Leaky Black,24.4,CHA,Wing,227,11.4,57,54.4%,11,53%,23,33%,78,50%,45,40%,0,38%,0,50%,94,44%
Bogdan Bogdanovic,31.2,ATL,Wing,2392,30.3,55,54.2%,13,54%,95,51%,58,42%,89,48%,56,40%,70,37%,63,38%
Bojan Bogdanovic,34.5,DET,Forward,920,32.9,73,57.1%,56,66%,56,42%,71,50%,65,44%,59,43%,86,41%,89,42%
Bojan Bogdanovic,34.5,NYK,Forward,549,18.9,38,52.4%,2,46%,96,54%,58,44%,88,50%,54,42%,39,34%,54,37%
Bol Bol,24.0,PHX,Big,415,11.2,97,70.6%,99,90%,99,69%,90,61%,99,67%,69,41%,0,47%,93,43%
Marques Bolden,25.5,CHA,Big,107,15.4,93,68.0%,99,85%,90,55%,0,,90,55%,0,,0,0%,0,0%
Devin Booker,27.0,PHX,Point,2445,36.0,65,55.3%,93,70%,100,53%,77,47%,91,50%,91,51%,40,35%,40,37%
Brandon Boston Jr.,21.9,LAC,Wing,253,11.0,6,43.7%,26,59%,20,32%,29,31%,18,32%,0,33%,8,26%,8,28%
Chris Boucher,30.8,TOR,Big,665,13.9,50,57.3%,57,70%,48,41%,33,20%,26,36%,14,26%,71,39%,30,32%
Malaki Branham,20.5,SAS,Wing,1527,20.4,29,50.2%,69,68%,40,38%,52,40%,40,38%,41,38%,28,32%,30,34%
Christian Braun,22.5,DEN,Wing,1600,19.5,46,53.0%,31,60%,17,31%,25,29%,15,30%,9,30%,96,44%,71,39%
Mikal Bridges,27.2,BKN,Wing,2855,34.8,39,52.3%,40,62%,61,43%,46,37%,51,41%,56,40%,56,36%,58,38%
Miles Bridges,25.6,CHA,Forward,2574,37.3,48,53.3%,48,65%,40,39%,35,36%,31,38%,16,33%,61,37%,46,36%
Oshae Brissett,25.4,BOS,Big,501,10.7,8,47.8%,12,58%,41,40%,44,33%,37,39%,27,30%,5,24%,7,27%
Malcolm Brogdon,30.9,POR,Combo,1120,28.7,52,52.6%,34,58%,24,34%,38,38%,20,36%,80,46%,86,41%,89,42%
Dillon Brooks,27.8,HOU,Wing,2224,30.9,38,51.9%,45,63%,40,38%,57,41%,42,38%,71,42%,50,35%,51,37%
Bruce Brown,27.2,IND,Wing,980,29.7,43,52.6%,72,69%,69,45%,78,50%,73,45%,52,39%,11,28%,26,33%
Bruce Brown,27.2,TOR,Wing,877,25.8,33,51.1%,89,74%,23,33%,53,40%,27,34%,6,25%,36,33%,15,31%
Jaylen Brown,27.0,BOS,Wing,2339,33.4,67,55.9%,61,67%,87,50%,69,46%,88,48%,45,38%,48,35%,42,36%
Kobe Brown,23.8,LAC,Big,270,9.7,6,47.6%,46,68%,8,25%,76,50%,15,30%,0,25%,14,29%,8,27%
Moses Brown,24.1,POR,Big,185,9.3,16,51.7%,9,56%,50,42%,0,,54,42%,0,,0,,0,
Troy Brown,24.3,DET,Wing,404,19.3,2,37.4%,0,25%,6,25%,73,47%,39,38%,2,22%,40,34%,13,30%
Troy Brown,24.3,MIN,Wing,345,11.5,92,61.6%,93,75%,60,43%,91,67%,92,50%,71,42%,85,39%,83,41%
Jalen Brunson,27.2,NYK,Point,2721,35.3,63,54.5%,44,60%,86,52%,58,43%,81,49%,66,46%,78,40%,75,40%
Thomas Bryant,26.3,MIA,Big,420,11.4,56,57.7%,69,73%,87,53%,33,20%,66,46%,0,29%,0,14%,1,19%
Kobe Bufkin,20.1,ATL,Combo,167,12.9,8,42.8%,10,50%,94,57%,48,40%,74,47%,0,13%,13,27%,4,23%
Reggie Bullock,32.6,HOU,Wing,334,8.4,93,61.7%,99,100%,0,0%,31,33%,2,20%,99,54%,28,32%,91,42%
Alec Burks,32.3,NYK,Wing,304,13.2,4,39.3%,5,46%,23,33%,14,14%,7,25%,11,31%,24,31%,18,31%
Alec Burks,32.3,DET,Wing,894,20.8,39,52.2%,2,43%,34,36%,51,39%,36,37%,64,41%,90,41%,85,41%
Jared Butler,23.2,WAS,Combo,471,15.2,41,51.3%,94,75%,35,38%,94,60%,41,40%,0,54%,5,20%,10,28%
Jimmy Butler,34.1,MIA,Forward,2042,34.0,54,53.6%,44,64%,67,44%,42,39%,52,43%,81,47%,42,35%,85,41%
Jamal Cain,24.6,MIA,Forward,222,13.1,13,47.0%,10,55%,29,38%,71,50%,35,39%,11,28%,0,38%,17,31%
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,31.6,70,56.6%,27,59%,60,43%,75,48%,77,46%,70,42%,84,39%,83,41%
Toumani Camara,23.5,POR,Wing,1677,24.0,34,51.5%,43,63%,13,28%,31,33%,13,29%,28,34%,28,32%,27,33%
Clint Capela,29.5,ATL,Big,1882,25.8,50,57.2%,19,61%,61,45%,12,0%,62,44%,0,,0,,0,
Jevon Carter,28.1,CHI,Combo,966,13.4,23,48.3%,1,35%,66,45%,93,55%,86,50%,30,37%,24,31%,23,32%
Wendell Carter,24.5,ORL,Big,1404,25.5,70,60.0%,61,72%,63,45%,69,44%,64,45%,36,33%,83,40%,66,37%
Alex Caruso,29.7,CHI,Wing,2039,28.7,86,59.6%,48,63%,80,48%,46,37%,72,45%,59,40%,91,42%,86,41%
Julian Champagnie,22.3,SAS,Forward,1397,19.4,46,53.2%,40,63%,6,20%,17,17%,0,19%,32,36%,53,36%,46,36%
Justin Champagnie,22.3,WAS,Big,211,17.6,6,46.8%,21,62%,8,25%,12,0%,3,20%,16,26%,18,29%,10,28%
Max Christie,20.7,LAL,Wing,829,13.8,54,53.9%,39,62%,37,37%,78,50%,48,40%,78,43%,46,35%,70,39%
Sidy Cissoko,19.6,SAS,Forward,114,11.5,8,46.4%,85,73%,85,50%,0,,88,50%,0,0%,0,0%,0,0%
Brandon Clarke,27.1,MEM,Big,131,21.9,32,54.8%,16,60%,98,67%,44,33%,95,58%,0,33%,0,0%,0,20%
Jordan Clarkson,31.4,UTA,Wing,1672,30.4,11,47.4%,24,58%,72,45%,66,43%,71,45%,64,41%,13,28%,14,30%
Nicolas Claxton,24.5,BKN,Big,2112,29.8,79,62.9%,68,73%,46,41%,76,50%,50,41%,0,25%,0,0%,0,20%
Noah Clowney,19.3,BKN,Forward,318,17.7,90,61.5%,90,74%,29,38%,0,,27,38%,95,50%,0,11%,59,38%
Amir Coffey,26.4,LAC,Wing,1365,21.3,81,58.6%,92,75%,77,47%,61,43%,74,45%,76,43%,51,35%,77,40%
John Collins,26.1,UTA,Big,1898,27.9,65,59.0%,80,75%,60,45%,41,30%,54,42%,57,37%,57,38%,62,37%
Zach Collins,25.9,SAS,Big,1502,21.8,25,53.4%,35,67%,70,47%,57,39%,66,45%,60,37%,31,32%,32,32%
Mike Conley,36.1,MIN,Point,2193,28.9,98,59.8%,79,68%,37,40%,16,31%,23,39%,75,48%,98,43%,98,45%
Pat Connaughton,30.8,MIL,Wing,1638,21.6,58,54.7%,83,71%,36,36%,96,100%,42,38%,54,39%,17,30%,31,34%
Bilal Coulibaly,19.3,WAS,Wing,1596,25.3,26,49.9%,41,62%,6,25%,19,22%,5,24%,62,41%,7,26%,30,34%
Ricky Council,22.2,PHI,Wing,222,8.6,21,49.4%,28,59%,65,44%,53,40%,63,43%,0,25%,0,31%,9,29%
Robert Covington,32.9,PHI,Big,395,16.5,23,53.0%,12,58%,90,55%,12,0%,81,50%,0,50%,11,28%,38,34%
Torrey Craig,32.9,CHI,Wing,1042,19.7,63,55.2%,25,58%,19,31%,47,38%,22,32%,25,34%,97,45%,78,40%
Jae Crowder,33.3,MIL,Wing,1142,22.9,48,53.1%,62,67%,85,49%,71,46%,84,48%,55,40%,15,29%,35,35%
Cade Cunningham,22.1,DET,Wing,2072,33.4,30,50.4%,17,56%,55,42%,75,47%,69,44%,31,36%,62,37%,51,37%
Seth Curry,33.2,DAL,Wing,423,12.5,20,49.2%,77,70%,23,33%,43,35%,27,35%,77,43%,39,34%,62,38%
Seth Curry,33.2,CHA,Wing,158,19.8,49,53.5%,99,100%,48,40%,87,53%,87,48%,0,57%,7,25%,28,33%
Stephen Curry,35.6,GSW,Point,2419,32.7,86,57.7%,70,64%,74,49%,49,42%,72,46%,97,54%,85,40%,80,41%
Dyson Daniels,20.6,NOP,Combo,1253,20.6,48,51.9%,37,59%,79,50%,94,60%,93,51%,28,37%,22,29%,20,32%
Anthony Davis,30.6,LAL,Big,2699,35.5,46,57.0%,81,75%,55,44%,56,38%,53,42%,3,21%,23,30%,12,28%
Johnny Davis,21.7,WAS,Wing,506,11.3,32,50.9%,42,62%,54,42%,2,0%,10,29%,81,44%,49,35%,73,39%
DeMar DeRozan,34.2,CHI,Forward,2987,37.8,27,51.1%,46,65%,94,51%,50,42%,75,46%,38,39%,25,33%,41,35%
Donte DiVincenzo,26.7,NYK,Wing,2346,29.0,82,58.7%,22,58%,76,46%,78,50%,80,47%,87,45%,76,39%,81,40%
Gradey Dick,19.9,TOR,Wing,1204,20.4,53,53.8%,29,60%,58,43%,49,38%,48,40%,92,48%,23,31%,64,38%
Ousmane Dieng,20.4,OKC,Big,274,8.9,51,57.3%,96,82%,41,40%,90,67%,68,46%,87,44%,18,29%,44,35%
Spencer Dinwiddie,30.6,BKN,Point,1471,30.7,14,48.5%,49,60%,42,41%,7,20%,16,38%,63,45%,8,29%,18,32%
Spencer Dinwiddie,30.6,LAL,Combo,671,24.0,45,51.8%,43,60%,17,33%,48,40%,16,34%,100,61%,8,25%,57,38%
Luka Doncic,24.7,DAL,Point,2619,37.4,88,57.8%,100,76%,98,53%,60,44%,84,50%,0,28%,75,39%,65,39%
Luguentz Dort,24.5,OKC,Wing,2243,28.4,66,55.7%,20,57%,64,44%,42,35%,45,40%,66,42%,77,39%,75,39%
Ayo Dosunmu,23.8,CHI,Combo,2188,28.8,91,58.2%,63,63%,69,46%,78,46%,67,46%,31,37%,95,44%,80,40%
Jeff Dowtin,26.5,PHI,Wing,120,10.9,100,67.3%,50,64%,0,0%,96,100%,99,60%,0,50%,0,60%,0,58%
Andre Drummond,30.2,CHI,Big,1343,17.0,45,56.4%,19,61%,48,41%,0,,47,41%,0,,0,,0,
Chris Duarte,26.4,SAC,Wing,661,12.0,22,49.5%,34,61%,21,32%,16,17%,9,28%,43,38%,43,34%,43,36%
Kris Dunn,29.6,UTA,Combo,1190,18.6,70,54.5%,73,67%,74,47%,13,20%,70,46%,54,41%,43,35%,47,37%
Kevin Durant,35.1,PHX,Big,2789,37.2,59,58.2%,90,77%,79,50%,87,52%,86,51%,93,46%,82,40%,86,41%
Jalen Duren,20.0,DET,Big,1777,29.1,77,62.1%,66,73%,52,42%,33,20%,45,40%,0,,0,0%,0,0%
Tari Eason,22.5,HOU,Wing,474,21.6,36,51.6%,14,54%,41,38%,78,50%,53,41%,13,31%,83,39%,52,37%
Anthony Edwards,22.2,MIN,Combo,2766,35.0,51,52.6%,85,69%,44,40%,40,39%,38,39%,21,35%,53,37%,40,37%
Kessler Edwards,23.2,SAC,Wing,170,4.4,27,50.0%,1,38%,48,40%,2,0%,10,29%,0,36%,0,43%,80,40%
Keon Ellis,23.8,SAC,Combo,911,17.5,94,59.8%,41,59%,100,72%,29,36%,99,56%,16,33%,96,44%,81,40%
Joel Embiid,29.6,PHI,Big,1309,33.6,44,56.4%,56,70%,65,45%,86,51%,75,48%,0,57%,76,40%,83,41%
Drew Eubanks,26.7,PHX,Big,1132,15.3,76,61.6%,72,74%,53,43%,12,0%,45,40%,0,100%,0,,0,100%
Tosan Evbuomwan,22.7,DET,Forward,282,23.5,94,62.5%,77,70%,98,56%,0,,96,56%,84,47%,0,17%,70,39%
Dante Exum,28.3,DAL,Wing,1067,19.4,95,63.4%,55,64%,54,42%,53,40%,54,42%,85,45%,100,55%,100,50%
Bruno Fernando,25.2,ATL,Big,625,16.5,67,59.1%,48,69%,28,37%,12,0%,25,36%,0,,0,,0,
Dorian Finney-Smith,30.5,BKN,Big,1926,28.3,26,53.8%,29,64%,39,39%,12,0%,22,34%,47,35%,45,35%,49,35%
Malachi Flynn,25.5,TOR,Combo,447,14.9,24,48.4%,15,52%,45,40%,48,40%,42,40%,0,40%,25,31%,25,33%
Malachi Flynn,25.5,DET,Combo,315,16.6,21,48.0%,69,65%,13,30%,98,68%,78,47%,0,44%,16,28%,13,30%
Simone Fontecchio,27.9,UTA,Wing,1124,22.9,77,57.5%,34,61%,70,45%,61,43%,70,45%,50,39%,85,40%,72,39%
Simone Fontecchio,27.9,DET,Forward,480,30.1,81,59.1%,79,71%,15,32%,71,50%,23,37%,100,53%,58,37%,93,43%
Trent Forrest,25.4,ATL,Combo,352,10.7,3,37.8%,20,54%,12,29%,0,,7,29%,0,20%,0,33%,0,25%
Evan Fournier,31.0,DET,Wing,535,18.5,8,45.5%,29,60%,87,50%,77,48%,91,49%,3,23%,31,32%,11,29%
De'Aaron Fox,25.9,SAC,Point,2655,35.9,58,53.4%,77,67%,77,50%,35,38%,77,47%,44,42%,50,36%,45,37%
Javon Freeman-Liberty,24.0,TOR,Point,365,19.2,16,48.6%,14,53%,88,52%,86,50%,95,52%,0,27%,3,27%,3,27%
Markelle Fultz,25.4,ORL,Combo,891,20.7,26,48.4%,48,61%,41,39%,44,39%,36,39%,0,25%,0,0%,0,21%
Daniel Gafford,25.1,DAL,Big,622,21.5,100,78.0%,97,84%,69,46%,0,,69,46%,0,,0,,0,
Daniel Gafford,25.1,WAS,Big,1191,26.5,94,69.0%,79,75%,77,49%,95,83%,86,52%,0,,0,,0,
Danilo Gallinari,35.2,MIL,Forward,135,8.5,6,44.8%,98,86%,17,33%,71,50%,21,36%,0,50%,0,11%,0,18%
Danilo Gallinari,35.2,WAS,Big,385,14.8,15,51.5%,88,76%,71,48%,68,43%,66,46%,0,33%,30,32%,25,32%
Darius Garland,23.8,CLE,Point,1899,33.3,49,53.1%,37,59%,56,44%,72,47%,63,45%,53,43%,57,37%,60,38%
Keyonte George,20.0,UTA,Point,1964,26.2,12,47.1%,35,59%,53,43%,26,36%,40,42%,28,36%,20,32%,15,32%
Paul George,33.5,LAC,Wing,2499,33.8,73,57.0%,60,66%,77,47%,70,46%,77,46%,79,44%,91,41%,87,42%
Taj Gibson,38.4,NYK,Big,157,10.5,1,30.0%,3,40%,0,0%,90,67%,19,33%,0,0%,0,,0,0%
Josh Giddey,21.1,OKC,Forward,1995,24.9,35,52.3%,23,60%,65,43%,85,51%,69,45%,35,36%,22,32%,33,34%
Shai Gilgeous-Alexander,25.3,OKC,Point,2550,34.0,77,56.8%,88,69%,93,53%,74,47%,93,51%,94,53%,33,34%,33,36%
Anthony Gill,31.0,WAS,Forward,358,10.0,44,53.1%,71,69%,50,42%,96,100%,58,43%,0,8%,33,33%,4,24%
Collin Gillespie,24.4,DEN,Point,179,12.8,95,59.3%,19,55%,79,50%,9,25%,42,42%,0,67%,93,43%,100,45%
Jacob Gilyard,25.3,MEM,Point,612,17.0,100,60.2%,0,33%,14,33%,51,42%,30,39%,81,50%,90,41%,93,43%
Rudy Gobert,31.3,MIN,Big,2592,34.1,91,66.4%,73,74%,15,29%,41,30%,13,29%,0,,0,0%,0,0%
Jordan Goodwin,25.0,PHX,Point,505,15.8,9,43.8%,30,57%,7,29%,12,29%,7,29%,22,35%,13,30%,13,31%
Jordan Goodwin,25.0,MEM,Combo,482,28.4,5,39.0%,7,42%,17,33%,31,36%,16,34%,0,29%,15,28%,8,28%
Aaron Gordon,28.1,DEN,Big,2296,31.5,61,58.4%,60,71%,13,27%,33,20%,10,26%,54,36%,6,24%,13,29%
Eric Gordon,34.9,PHX,Wing,1879,27.6,75,57.1%,74,69%,39,37%,31,33%,35,37%,62,40%,72,38%,66,38%
Devonte' Graham,28.7,SAS,Combo,242,15.2,14,44.9%,43,60%,9,29%,97,67%,42,40%,0,29%,19,29%,12,29%
Jerami Grant,29.6,POR,Forward,1829,33.9,29,51.6%,19,57%,23,36%,65,45%,38,40%,70,45%,69,37%,80,40%
AJ Green,24.1,MIL,Combo,517,10.6,98,61.4%,94,75%,17,33%,91,54%,86,50%,59,42%,87,41%,87,42%
Draymond Green,33.7,GSW,Big,1489,27.1,43,56.3%,41,68%,32,38%,54,38%,33,38%,76,41%,60,38%,79,39%
Jalen Green,21.7,HOU,Combo,2601,31.7,34,50.1%,53,62%,15,32%,57,41%,21,37%,38,38%,30,33%,29,34%
Javonte Green,30.3,CHI,Big,226,25.1,92,67.6%,80,75%,99,71%,0,,100,71%,36,33%,0,44%,60,37%
Jeff Green,37.2,HOU,Big,1289,16.5,26,53.5%,52,69%,59,44%,52,35%,56,43%,34,33%,49,35%,40,34%
Josh Green,23.0,DAL,Wing,1463,25.7,80,58.0%,82,71%,16,30%,53,40%,21,32%,48,39%,87,40%,72,39%
AJ Griffin,20.2,ATL,Wing,128,9.1,2,35.9%,62,67%,6,25%,31,33%,8,27%,0,20%,9,26%,6,25%
Quentin Grimes,23.5,DET,Wing,115,19.2,0,26.2%,3,43%,87,50%,2,0%,10,29%,0,0%,3,19%,0,14%
Quentin Grimes,23.5,NYK,Wing,874,19.4,44,52.6%,11,53%,4,17%,22,25%,3,21%,38,37%,56,36%,50,36%
Rui Hachimura,25.7,LAL,Wing,1785,26.3,91,60.8%,98,76%,51,41%,50,38%,46,40%,88,45%,81,39%,90,42%
Ashton Hagans,24.3,POR,Combo,302,18.9,15,45.6%,35,58%,5,25%,0,,3,25%,0,67%,18,29%,28,33%
Tyrese Haliburton,23.7,IND,Point,2223,32.2,81,57.5%,81,68%,91,52%,91,56%,98,54%,19,34%,60,37%,48,37%
Tim Hardaway Jr.,31.6,DAL,Wing,2107,26.7,35,51.6%,66,67%,33,35%,67,44%,45,40%,61,40%,44,34%,44,36%
James Harden,34.2,LAC,Combo,2464,34.2,69,54.4%,66,64%,34,37%,66,43%,34,39%,46,40%,63,38%,58,38%
Jaden Hardy,20.3,DAL,Combo,852,12.5,29,49.2%,22,55%,29,36%,42,39%,23,37%,39,38%,58,38%,55,38%
Gary Harris,29.1,ORL,Wing,1292,23.9,74,57.0%,80,71%,84,48%,58,42%,80,47%,62,41%,45,35%,54,37%
Joe Harris,32.2,DET,Forward,163,10.2,21,50.0%,0,40%,85,50%,0,,88,50%,0,50%,0,20%,37,34%
Tobias Harris,31.3,PHI,Forward,2359,33.7,52,53.6%,52,65%,71,45%,52,43%,71,45%,41,40%,36,34%,43,35%
Josh Hart,28.7,NYK,Wing,2678,33.1,23,49.6%,53,64%,23,33%,43,35%,23,33%,29,34%,18,30%,20,31%
Isaiah Hartenstein,25.5,NYK,Big,1889,25.2,86,65.1%,53,70%,89,54%,76,50%,90,54%,0,,0,50%,0,50%
Sam Hauser,25.9,BOS,Forward,1653,20.9,98,63.6%,29,62%,58,42%,90,60%,83,49%,89,48%,89,41%,96,43%
Jordan Hawkins,21.5,NOP,Combo,1020,17.9,44,51.7%,17,53%,53,43%,37,38%,42,40%,85,47%,32,33%,45,37%
Jaxson Hayes,23.4,LAL,Big,777,11.6,99,75.0%,92,79%,94,59%,12,0%,92,56%,0,0%,0,0%,0,0%
Killian Hayes,22.3,DET,Combo,986,23.5,16,45.9%,90,72%,59,44%,36,38%,56,42%,46,40%,14,27%,17,31%
Gordon Hayward,33.6,OKC,Forward,419,16.1,56,54.3%,17,56%,13,32%,21,33%,13,32%,0,50%,100,56%,100,54%
Gordon Hayward,33.6,CHA,Wing,797,31.9,30,50.5%,77,70%,47,40%,61,43%,49,41%,65,41%,38,34%,46,36%
Scoot Henderson,19.7,POR,Point,1744,28.1,7,43.4%,7,46%,21,36%,33,38%,14,37%,16,32%,25,33%,20,33%
Taylor Hendricks,19.9,UTA,Forward,818,21.5,58,54.5%,67,69%,33,38%,21,33%,23,37%,57,43%,17,30%,50,37%
Tyler Herro,23.8,MIA,Combo,1405,33.5,62,53.3%,16,52%,78,49%,56,41%,72,47%,84,47%,67,39%,77,40%
Buddy Hield,30.9,IND,Wing,1328,25.5,77,57.6%,36,61%,98,58%,31,33%,87,48%,50,39%,75,39%,68,39%
Buddy Hield,30.9,PHI,Wing,811,25.4,66,55.7%,42,62%,6,25%,68,45%,29,35%,98,51%,54,36%,77,40%
Haywood Highsmith,26.9,MIA,Wing,1316,20.3,76,57.3%,28,59%,96,55%,31,33%,96,53%,67,42%,55,36%,67,39%
Aaron Holiday,27.1,HOU,Combo,1174,15.3,74,55.0%,73,67%,57,43%,24,33%,49,41%,77,46%,56,38%,72,40%
Jrue Holiday,33.4,BOS,Combo,2255,32.7,90,58.2%,67,64%,71,47%,43,39%,64,45%,98,60%,51,36%,92,43%
Justin Holiday,34.6,DEN,Combo,785,15.1,97,61.0%,73,67%,17,33%,90,53%,86,50%,89,49%,28,32%,83,41%
Richaun Holmes,30.0,DAL,Big,164,9.7,47,57.1%,50,69%,6,22%,0,,6,22%,0,,0,,0,
Richaun Holmes,30.0,WAS,Big,317,18.7,41,56.3%,39,67%,33,38%,12,0%,29,37%,0,50%,0,0%,0,33%
