Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Matt Ryan,26.5,NOP,Wing,336,16.0,86,59.7%,7,50%,14,29%,61,43%,31,36%,92,48%,88,40%,91,43%
Domantas Sabonis,27.5,SAC,Big,2922,35.6,75,61.0%,54,70%,73,48%,62,41%,71,47%,0,20%,71,39%,69,38%
Luka Samanic,23.8,UTA,Big,313,11.2,3,41.4%,31,65%,24,34%,96,100%,25,36%,3,21%,1,17%,0,18%
Gui Santos,21.4,GSW,Wing,125,9.7,98,65.6%,83,71%,87,50%,0,,92,50%,0,40%,0,44%,0,43%
Dario Saric,29.6,GSW,Big,1075,17.1,41,56.3%,71,73%,54,44%,43,32%,48,41%,7,23%,80,40%,71,38%
Marcus Sasser,23.1,DET,Point,1269,18.7,21,48.8%,42,60%,47,41%,53,42%,37,42%,44,42%,45,36%,38,37%
Dennis Schroder,30.1,BKN,Point,923,31.8,30,50.8%,16,54%,16,34%,28,37%,9,35%,81,50%,88,40%,83,41%
Dennis Schroder,30.1,TOR,Point,1570,30.8,42,51.6%,47,60%,33,40%,84,49%,56,44%,25,35%,48,36%,35,36%
Alperen Sengun,21.3,HOU,Big,2045,32.5,36,55.6%,33,66%,72,48%,58,39%,70,47%,0,0%,32,32%,21,31%
Brice Sensabaugh,20.0,UTA,Wing,562,20.1,16,48.0%,57,65%,86,49%,58,42%,86,48%,21,33%,12,28%,12,30%
Collin Sexton,24.8,UTA,Combo,2030,26.0,72,54.7%,80,68%,51,42%,71,44%,57,42%,69,44%,62,38%,73,40%
Landry Shamet,26.6,WAS,Wing,709,15.4,50,53.5%,45,63%,67,44%,87,55%,90,49%,67,42%,26,32%,36,35%
Day'Ron Sharpe,22.0,BKN,Big,854,14.0,53,57.5%,28,64%,36,39%,12,0%,31,37%,0,50%,0,20%,0,25%
Shaedon Sharpe,20.4,POR,Wing,1052,32.9,15,48.0%,14,54%,29,34%,61,42%,37,37%,21,33%,40,34%,32,34%
Ben Sheppard,22.3,IND,Wing,711,13.9,22,49.5%,62,67%,5,24%,96,100%,18,32%,56,40%,4,20%,17,31%
Pascal Siakam,29.6,IND,Forward,1302,31.8,79,58.0%,65,69%,81,49%,69,46%,81,48%,73,45%,47,35%,63,39%
Pascal Siakam,29.6,TOR,Big,1366,35.0,40,56.1%,68,73%,76,49%,63,41%,73,47%,94,47%,9,26%,33,32%
Ben Simmons,27.3,BKN,Point,358,23.9,91,58.1%,95,70%,5,25%,0,,5,25%,0,,0,,0,
Anfernee Simons,24.4,POR,Combo,1581,34.4,53,52.6%,33,58%,53,43%,34,37%,50,41%,10,30%,73,40%,66,39%
Zavier Simpson,26.7,MEM,Wing,149,24.9,3,37.5%,43,63%,6,25%,28,30%,7,27%,0,0%,0,30%,0,25%
Jericho Sims,25.0,NYK,Big,513,16.0,95,70.5%,88,77%,5,20%,0,,3,20%,0,,0,,0,
Marcus Smart,29.7,MEM,Combo,604,30.2,56,52.8%,71,66%,93,57%,84,50%,98,55%,15,32%,29,32%,22,32%
Dru Smith,25.8,MIA,Combo,126,15.8,92,58.3%,23,56%,98,67%,3,0%,42,40%,0,60%,0,36%,96,44%
Ish Smith,35.3,CHA,Combo,724,16.8,12,44.0%,8,43%,65,45%,33,37%,53,42%,0,100%,0,67%,0,75%
Jalen Smith,23.6,IND,Big,1041,17.1,92,67.1%,78,75%,92,56%,66,43%,88,53%,77,42%,97,43%,95,43%
Dennis Smith Jr.,25.9,BKN,Combo,1024,18.3,28,48.8%,62,63%,3,24%,21,31%,5,26%,33,38%,11,26%,14,30%
Jabari Smith Jr.,20.5,HOU,Big,2407,31.7,27,54.1%,49,69%,46,41%,63,41%,46,41%,89,45%,46,35%,63,37%
Nick Smith Jr.,19.5,CHA,Combo,612,15.3,47,51.9%,2,38%,48,41%,10,17%,8,30%,93,53%,97,45%,99,47%
Jeremy Sochan,20.5,SAS,Combo,2178,29.4,27,48.7%,50,61%,16,33%,27,34%,12,33%,13,32%,27,32%,19,32%
Jaden Springer,21.1,PHI,Wing,277,10.7,5,41.9%,39,62%,20,32%,91,67%,33,36%,4,24%,0,13%,1,20%
Jaden Springer,21.1,BOS,Big,105,10.6,31,54.5%,93,80%,96,63%,0,,98,63%,0,0%,0,29%,0,22%
Lamar Stevens,26.3,MEM,Wing,398,21.0,9,46.9%,19,57%,72,45%,23,28%,54,42%,1,16%,95,44%,9,29%
Isaiah Stewart,22.4,DET,Big,1418,30.8,54,57.5%,26,64%,61,45%,44,33%,61,44%,56,36%,75,40%,74,38%
Julian Strawther,21.5,DEN,Wing,464,10.8,10,47.0%,7,50%,55,42%,53,40%,54,42%,0,38%,22,31%,22,32%
Max Strus,27.6,CLE,Wing,2227,31.8,51,53.5%,22,58%,56,42%,78,50%,67,44%,18,32%,56,36%,41,35%
Jalen Suggs,22.4,ORL,Combo,2023,27.0,87,58.1%,84,68%,50,42%,30,36%,40,40%,33,38%,82,41%,76,40%
Jae'Sean Tate,28.0,HOU,Forward,994,15.5,40,52.7%,33,63%,73,45%,8,0%,54,43%,14,31%,11,29%,13,30%
Jayson Tatum,25.7,BOS,Wing,2640,35.7,64,55.3%,84,72%,31,35%,60,42%,40,38%,21,33%,73,38%,60,38%
Terry Taylor,24.1,CHI,Big,137,6.9,33,54.8%,16,60%,41,40%,0,,41,40%,0,33%,0,,0,33%
Garrett Temple,37.5,TOR,Combo,208,11.0,7,42.6%,6,42%,0,0%,3,0%,0,0%,56,41%,0,25%,33,34%
Dalen Terry,21.3,CHI,Wing,624,11.2,27,50.0%,71,68%,87,50%,2,0%,78,46%,21,33%,0,13%,5,23%
Daniel Theis,31.6,LAC,Big,960,16.3,52,57.4%,46,68%,63,45%,12,0%,44,40%,20,29%,74,39%,57,37%
Cameron Thomas,22.1,BKN,Combo,2052,31.1,36,50.4%,42,60%,63,45%,59,42%,60,44%,87,48%,47,35%,46,37%
Amen Thompson,20.8,HOU,Wing,1341,21.6,63,55.2%,68,67%,39,37%,45,36%,36,37%,0,12%,2,18%,1,16%
Ausar Thompson,20.8,DET,Wing,1531,24.3,36,51.7%,58,65%,81,48%,31,33%,66,44%,3,23%,1,16%,2,21%
Klay Thompson,33.7,GSW,Wing,2284,29.7,62,55.2%,93,75%,48,40%,74,47%,64,44%,60,40%,77,39%,70,39%
Tristan Thompson,32.6,CLE,Big,469,10.0,70,60.0%,25,64%,81,50%,0,,81,50%,0,,0,,0,
JT Thor,21.2,CHA,Big,678,12.6,13,50.6%,16,60%,5,19%,59,40%,11,27%,43,34%,39,34%,41,34%
Matisse Thybulle,26.7,POR,Wing,1475,22.7,45,52.7%,26,59%,62,43%,78,50%,67,44%,48,39%,30,32%,38,35%
Xavier Tillman,24.8,MEM,Big,677,19.9,3,44.7%,10,56%,25,36%,39,25%,23,35%,1,19%,47,35%,4,24%
Xavier Tillman,24.8,BOS,Big,255,12.8,28,54.2%,54,70%,92,57%,96,100%,97,60%,9,24%,0,29%,6,25%
Obi Toppin,25.7,IND,Big,1703,20.8,90,66.2%,90,77%,56,44%,12,0%,48,41%,80,42%,78,40%,85,41%
Karl-Anthony Towns,28.0,MIN,Big,2024,32.7,54,57.6%,21,62%,83,51%,53,37%,75,48%,61,38%,93,42%,89,42%
Gary Trent Jr.,24.8,TOR,Combo,1998,28.1,64,53.4%,55,62%,49,42%,41,39%,48,40%,26,36%,78,40%,75,40%
PJ Tucker,38.5,LAC,Big,417,14.9,8,47.8%,10,57%,0,0%,76,50%,1,13%,59,37%,0,,58,37%
Myles Turner,27.6,IND,Big,2076,27.0,64,58.8%,59,71%,70,47%,94,67%,88,52%,36,33%,53,36%,53,36%
Stanley Umude,24.6,DET,Wing,286,13.0,64,55.3%,4,45%,72,45%,2,0%,16,31%,92,48%,81,39%,94,44%
Jonas Valanciunas,31.5,NOP,Big,1918,23.4,61,58.6%,59,70%,88,53%,75,49%,87,52%,0,17%,41,34%,20,31%
Fred VanVleet,29.7,HOU,Point,2684,36.8,56,53.3%,12,49%,26,38%,81,49%,53,44%,78,49%,73,39%,70,40%
Jarred Vanderbilt,24.6,LAL,Big,567,19.6,32,54.6%,37,67%,7,24%,0,,8,24%,49,35%,0,0%,11,28%
Devin Vassell,23.2,SAS,Wing,2243,33.0,61,55.1%,83,71%,93,51%,57,41%,78,46%,96,49%,42,34%,56,37%
Aleksandar Vezenkov,28.2,SAC,Wing,461,11.5,73,56.8%,93,75%,5,24%,96,100%,8,27%,69,42%,52,36%,61,38%
Gabe Vincent,27.4,LAL,Combo,216,19.7,1,34.4%,57,63%,98,67%,63,43%,97,54%,0,0%,0,14%,0,11%
Nikola Vucevic,33.0,CHI,Big,2607,34.3,18,52.2%,25,63%,88,53%,68,44%,83,50%,49,35%,16,29%,17,29%
Dean Wade,26.9,CLE,Big,1093,20.2,62,58.7%,64,72%,8,25%,54,38%,19,33%,71,41%,62,38%,80,39%
Franz Wagner,22.2,ORL,Wing,2334,32.4,41,52.5%,67,67%,56,42%,30,32%,50,41%,5,24%,15,29%,9,28%
Moritz Wagner,26.5,ORL,Big,1377,17.2,81,63.4%,77,75%,30,37%,33,20%,26,36%,36,33%,26,31%,26,32%
Jabari Walker,21.3,POR,Big,1665,23.1,10,49.4%,30,65%,8,25%,40,29%,10,25%,29,30%,13,28%,16,29%
Jarace Walker,20.2,IND,Big,236,10.3,28,54.2%,3,47%,2,17%,72,44%,19,33%,0,44%,94,42%,96,43%
Lonnie Walker,24.9,BKN,Wing,954,16.7,48,53.1%,33,60%,31,35%,49,38%,34,37%,85,45%,54,36%,67,38%
Cason Wallace,20.0,OKC,Combo,1605,19.6,93,59.6%,91,73%,35,38%,35,38%,26,38%,70,44%,66,39%,88,42%
TJ Warren,30.2,MIN,Forward,115,11.5,4,43.2%,81,71%,44,40%,92,67%,65,44%,0,25%,0,13%,0,17%
PJ Washington,25.2,DAL,Forward,934,32.2,25,50.8%,58,67%,79,48%,8,0%,77,47%,3,23%,67,37%,24,31%
PJ Washington,25.2,CHA,Big,1277,29.0,19,52.5%,43,68%,52,42%,76,50%,57,43%,13,26%,40,34%,35,33%
Yuta Watanabe,29.1,PHX,Wing,338,14.7,20,48.8%,21,57%,14,29%,2,0%,4,22%,16,32%,53,36%,33,34%
Lindy Waters,26.3,OKC,Forward,161,6.5,100,66.7%,100,100%,100,67%,94,75%,100,71%,0,31%,97,45%,78,40%
Trendon Watford,23.0,BKN,Big,728,13.0,35,55.6%,45,68%,63,45%,32,17%,58,43%,31,32%,94,42%,72,38%
Peyton Watson,21.1,DEN,Forward,1448,18.1,33,52.0%,35,63%,63,43%,54,43%,60,43%,5,26%,44,35%,15,31%
Victor Wembanyama,19.8,SAS,Big,2097,29.5,17,51.9%,55,70%,35,39%,43,33%,28,37%,100,55%,28,31%,34,33%
Blake Wesley,20.6,SAS,Combo,784,13.3,65,53.6%,49,61%,94,57%,20,29%,95,52%,56,41%,1,15%,6,26%
Russell Westbrook,35.0,LAC,Point,1518,22.3,19,48.6%,40,59%,19,35%,40,40%,12,36%,3,28%,5,27%,5,28%
Coby White,23.7,CHI,Point,2877,36.4,53,53.3%,63,63%,44,41%,19,32%,19,38%,38,39%,60,37%,55,38%
Derrick White,29.3,BOS,Combo,2376,32.6,86,57.7%,93,74%,56,43%,63,43%,59,43%,49,40%,71,39%,71,40%
Cam Whitmore,19.3,HOU,Wing,793,18.0,51,53.6%,32,60%,22,33%,61,43%,30,35%,27,34%,74,38%,54,37%
Aaron Wiggins,24.8,OKC,Wing,1137,14.8,95,63.1%,69,68%,72,45%,19,22%,58,42%,41,38%,99,52%,98,45%
Andrew Wiggins,28.7,GSW,Wing,1914,27.0,34,51.5%,47,63%,64,44%,45,36%,51,41%,27,34%,66,37%,52,37%
Grant Williams,24.9,CHA,Big,885,30.5,68,59.1%,95,81%,37,39%,31,14%,28,36%,26,30%,85,41%,73,38%
Grant Williams,24.9,DAL,Big,1232,26.2,30,54.3%,22,62%,29,37%,65,42%,34,38%,66,39%,55,37%,68,38%
Jalen Williams,22.5,OKC,Wing,2222,31.3,84,59.2%,79,70%,83,48%,77,50%,89,49%,97,50%,92,42%,91,43%
Jaylin Williams,21.3,OKC,Big,840,12.4,19,52.5%,19,61%,18,31%,59,40%,19,32%,51,35%,54,37%,56,36%
Kenrich Williams,28.9,OKC,Big,983,14.3,66,59.0%,48,69%,33,38%,37,22%,17,32%,99,48%,64,39%,87,42%
Malik Williams,25.2,TOR,Big,100,14.4,0,27.9%,1,35%,5,20%,12,0%,2,17%,0,0%,0,25%,0,20%
Mark Williams,21.9,CHA,Big,508,26.8,85,64.9%,61,71%,35,38%,12,0%,30,37%,0,,0,,0,
Patrick Williams,22.2,CHI,Big,1161,27.0,21,52.7%,8,54%,34,38%,66,43%,43,40%,84,44%,69,39%,82,40%
Robert Williams,26.0,POR,Big,118,19.8,87,65.4%,69,73%,41,40%,90,67%,90,55%,0,,0,,0,
Ziaire Williams,22.1,MEM,Wing,994,19.9,14,47.9%,58,65%,15,30%,31,33%,17,31%,34,36%,10,27%,17,31%
Vince Williams Jr.,23.2,MEM,Wing,1404,28.1,65,55.4%,55,65%,36,36%,16,18%,23,33%,31,35%,89,41%,69,39%
Zion Williamson,23.3,NOP,Big,2200,31.4,49,57.2%,37,67%,28,37%,54,38%,30,37%,0,100%,7,25%,37,33%
Jalen Wilson,23.0,BKN,Wing,564,13.8,24,49.6%,54,64%,6,25%,89,60%,14,30%,34,36%,36,33%,35,34%
James Wiseman,22.6,DET,Big,1032,16.4,70,59.8%,85,76%,37,39%,69,44%,41,39%,0,,0,0%,0,0%
Christian Wood,28.1,LAL,Big,813,16.6,24,53.1%,84,76%,19,33%,57,38%,21,34%,36,33%,25,31%,24,31%
Delon Wright,31.5,WAS,Combo,435,13.2,20,47.3%,26,56%,17,33%,8,11%,6,29%,0,44%,89,42%,90,42%
Delon Wright,31.5,MIA,Combo,259,18.5,22,48.2%,31,58%,2,20%,0,,1,20%,0,22%,0,50%,67,39%
Thaddeus Young,35.4,TOR,Big,326,16.3,75,61.5%,43,68%,94,59%,76,50%,95,58%,0,0%,0,0%,0,0%
Trae Young,25.1,ATL,Point,1938,35.9,44,51.9%,28,56%,70,46%,56,42%,65,45%,59,44%,55,37%,53,38%
Omer Yurtseven,25.4,UTA,Big,470,13.4,38,56.0%,37,67%,83,51%,76,50%,84,51%,0,33%,0,11%,3,22%
Cody Zeller,31.1,NOP,Big,191,8.0,1,31.0%,2,36%,0,0%,0,,0,0%,0,,0,,0,
Ivica Zubac,26.6,LAC,Big,1793,26.4,86,65.2%,34,67%,97,63%,90,67%,99,63%,0,,0,,0,
