Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Montrezl Harrell,27.8,CHA,Big,506,20.3,88,64.4%,64,71%,61,44%,28,17%,43,39%,0,,0,,0,
Gary Harris,27.1,ORL,Wing,1729,28.3,60,53.9%,48,63%,69,42%,40,34%,38,38%,84,46%,35,32%,75,38%
Joe Harris,30.2,BKN,Wing,422,30.2,99,62.7%,3,41%,87,50%,19,25%,76,44%,100,61%,91,41%,99,47%
Tobias Harris,29.3,PHI,Forward,2541,34.8,43,53.3%,52,66%,59,43%,77,44%,64,43%,53,41%,56,36%,66,37%
Josh Hart,26.7,NOP,Wing,1368,33.4,79,55.9%,70,68%,44,38%,78,47%,55,41%,99,57%,8,25%,25,32%
Josh Hart,26.7,POR,Combo,415,32.0,94,59.4%,97,71%,80,48%,23,30%,63,43%,0,56%,65,36%,68,38%
Isaiah Hartenstein,23.5,LAC,Big,1118,16.4,82,63.0%,70,72%,87,52%,8,0%,88,52%,0,33%,38,31%,37,32%
Jaxson Hayes,21.4,NOP,Big,1347,19.8,85,63.6%,86,76%,70,47%,38,25%,67,45%,17,29%,51,33%,38,32%
Killian Hayes,20.3,DET,Point,1619,24.5,16,44.0%,68,61%,50,40%,26,30%,38,37%,15,31%,7,25%,6,27%
Gordon Hayward,31.6,CHA,Wing,1561,31.9,53,52.8%,43,63%,31,34%,89,52%,60,41%,69,43%,79,38%,79,39%
Juan Hernangomez,26.1,UTA,Big,270,20.8,80,62.5%,33,65%,21,33%,0,,22,33%,88,48%,74,38%,92,42%
Willy Hernangomez,27.4,NOP,Big,772,16.4,16,51.2%,8,57%,45,40%,38,25%,42,39%,0,0%,0,33%,0,30%
Tyler Herro,21.8,MIA,Combo,2109,32.0,66,52.4%,61,61%,57,43%,61,41%,61,42%,62,41%,82,40%,82,40%
Buddy Hield,28.9,SAC,Wing,1557,28.3,40,51.2%,23,57%,8,17%,57,40%,15,30%,64,41%,60,36%,60,36%
Buddy Hield,28.9,IND,Wing,924,35.5,72,54.7%,40,61%,91,51%,75,47%,88,49%,42,38%,65,36%,63,37%
Haywood Highsmith,24.9,MIA,Big,133,11.1,16,51.2%,1,30%,95,60%,79,50%,95,57%,0,43%,0,33%,83,39%
George Hill,35.5,MIL,Combo,1235,22.9,59,51.3%,94,68%,20,28%,72,44%,24,33%,67,42%,10,25%,29,32%
Malcolm Hill,26.0,CHI,Wing,157,12.1,87,57.5%,35,60%,97,60%,98,100%,100,71%,0,50%,23,30%,48,36%
Solomon Hill,30.6,ATL,Wing,124,12.4,1,25.0%,0,20%,1,0%,0,,0,0%,0,33%,0,14%,0,20%
Jaylen Hoard,22.6,OKC,Wing,233,33.4,61,53.9%,78,69%,25,33%,82,50%,24,34%,0,50%,18,29%,50,36%
Aaron Holiday,25.1,WAS,Combo,619,15.5,60,51.5%,67,63%,85,50%,27,31%,86,47%,0,38%,31,31%,35,33%
Aaron Holiday,25.1,PHX,Point,310,15.5,22,45.3%,42,57%,24,31%,22,29%,18,30%,0,67%,93,41%,100,43%
Jrue Holiday,31.4,MIL,Point,2201,32.9,98,57.2%,72,62%,96,49%,92,50%,94,49%,33,34%,100,42%,96,42%
Justin Holiday,32.6,SAC,Wing,637,25.5,18,47.3%,4,42%,4,13%,42,35%,13,28%,30,35%,49,34%,38,34%
Justin Holiday,32.6,IND,Wing,1413,28.9,78,55.7%,57,65%,33,35%,70,44%,63,41%,47,38%,77,38%,72,38%
Richaun Holmes,28.0,SAC,Big,1071,23.8,92,66.1%,80,75%,92,55%,89,53%,94,55%,0,100%,0,25%,0,40%
Rodney Hood,29.0,MIL,Forward,527,13.9,11,45.7%,98,77%,48,40%,16,13%,7,26%,61,42%,15,28%,32,32%
Al Horford,35.4,BOS,Big,2003,29.0,41,54.9%,72,73%,72,48%,78,48%,81,48%,70,40%,41,32%,55,34%
Talen Horton-Tucker,20.9,LAL,Wing,1470,24.5,14,46.6%,34,60%,31,34%,40,34%,23,34%,12,30%,14,28%,12,28%
Danuel House,28.4,UTA,Wing,482,19.3,91,59.2%,88,74%,6,14%,32,33%,5,18%,74,44%,90,41%,95,43%
Danuel House,28.4,HOU,Wing,220,13.8,9,44.1%,4,42%,4,13%,91,57%,21,33%,0,25%,92,41%,38,34%
Dwight Howard,35.9,LAL,Big,950,15.8,80,62.5%,65,71%,8,25%,8,0%,6,22%,0,100%,0,38%,0,50%
Markus Howard,22.7,DEN,Combo,110,6.9,67,52.5%,23,50%,37,38%,33,33%,31,36%,0,44%,70,38%,71,39%
Kevin Huerter,23.2,ATL,Wing,2177,29.4,81,56.0%,47,63%,90,50%,79,47%,89,49%,73,44%,68,37%,77,39%
Elijah Hughes,23.6,POR,Forward,271,13.6,0,35.6%,5,56%,30,35%,36,30%,27,33%,0,14%,5,25%,4,22%
DeAndre Hunter,23.9,ATL,Wing,1575,29.7,38,51.0%,36,60%,67,42%,43,35%,47,39%,51,39%,76,38%,72,38%
Nah'Shon Hyland,21.1,DEN,Combo,1252,18.4,58,51.3%,56,60%,17,26%,82,50%,35,36%,11,29%,73,38%,53,36%
Serge Ibaka,32.1,LAC,Big,534,15.3,44,55.5%,54,68%,88,53%,57,35%,75,47%,0,50%,80,39%,85,39%
Serge Ibaka,32.1,MIL,Big,330,17.4,67,58.9%,98,79%,86,52%,61,38%,78,47%,0,14%,90,41%,64,36%
Andre Iguodala,37.8,GSW,Forward,598,19.3,14,46.6%,82,71%,82,50%,39,33%,66,44%,5,25%,3,24%,11,24%
Joe Ingles,34.1,UTA,Wing,1117,24.8,62,54.1%,85,72%,96,56%,32,33%,97,54%,33,36%,49,34%,41,35%
Brandon Ingram,24.2,NOP,Wing,1865,33.9,30,49.9%,56,65%,84,47%,72,45%,81,46%,42,38%,35,32%,28,32%
Kyrie Irving,29.6,BKN,Combo,1083,37.4,79,55.0%,92,68%,88,50%,45,38%,73,45%,83,45%,90,41%,85,42%
Frank Jackson,23.5,DET,Combo,1147,21.7,41,49.5%,60,61%,72,45%,68,44%,71,45%,60,41%,11,26%,26,31%
Isaiah Jackson,19.8,IND,Big,495,15.5,57,57.5%,41,67%,21,33%,44,30%,21,33%,0,100%,0,21%,0,27%
Jaren Jackson,22.1,MEM,Big,2112,27.1,5,47.8%,11,58%,34,38%,90,55%,38,38%,10,27%,51,33%,40,32%
Josh Jackson,24.7,DET,Wing,676,17.3,13,46.4%,50,63%,65,41%,32,33%,42,38%,2,22%,22,30%,11,27%
Josh Jackson,24.7,SAC,Wing,109,9.1,4,41.1%,38,61%,16,25%,16,22%,8,23%,0,0%,0,27%,0,21%
Reggie Jackson,31.5,LAC,Combo,2331,31.1,27,46.7%,44,57%,49,41%,36,34%,39,38%,25,35%,48,33%,41,34%
LeBron James,36.8,LAL,Big,2078,37.1,67,58.9%,83,75%,44,40%,64,40%,45,40%,23,31%,65,36%,62,36%
Ty Jerome,24.3,OKC,Combo,759,15.8,29,47.2%,20,48%,84,49%,63,43%,88,49%,76,44%,13,28%,21,31%
Isaiah Joe,22.3,PHI,Combo,518,11.8,61,51.5%,75,64%,95,57%,10,15%,16,30%,48,39%,55,35%,54,36%
Cameron Johnson,25.7,PHX,Forward,1670,25.3,93,59.7%,93,74%,36,38%,23,21%,27,33%,79,46%,85,41%,94,43%
James Johnson,34.7,BKN,Big,1139,18.4,13,50.3%,22,62%,42,39%,25,10%,26,34%,5,25%,8,25%,11,25%
Keldon Johnson,21.9,SAS,Forward,2390,31.9,57,54.7%,30,62%,55,41%,70,42%,57,41%,89,49%,64,37%,85,40%
Keon Johnson,19.6,LAC,Wing,111,8.6,3,36.5%,25,57%,4,11%,5,0%,2,7%,0,17%,0,100%,0,38%
Keon Johnson,19.6,POR,Combo,491,22.4,17,44.1%,17,47%,28,34%,3,0%,13,27%,0,20%,71,38%,49,35%
Stanley Johnson,25.4,LAL,Forward,1055,22.0,55,54.6%,45,66%,73,47%,84,50%,84,48%,8,27%,77,39%,34,33%
Nikola Jokic,26.7,DEN,Big,2473,33.4,79,62.3%,68,72%,97,62%,79,50%,96,59%,0,33%,58,34%,56,34%
Damian Jones,26.3,SAC,Big,977,18.1,94,68.2%,100,83%,44,40%,87,52%,65,44%,0,29%,91,42%,81,38%
Herbert Jones,23.1,NOP,Forward,2321,30.2,34,52.5%,43,66%,7,26%,52,36%,16,29%,32,34%,49,34%,47,34%
Tre Jones,21.8,SAS,Combo,1064,15.4,62,51.8%,46,58%,90,51%,89,54%,93,51%,5,23%,4,24%,6,23%
Tyus Jones,25.5,MEM,Combo,1524,20.9,70,53.2%,52,59%,76,47%,79,47%,83,47%,35,37%,88,41%,76,40%
Derrick Jones Jr.,24.7,CHI,Big,861,17.6,71,59.3%,49,68%,11,27%,97,100%,17,31%,68,40%,4,19%,53,34%
DeAndre Jordan,33.3,LAL,Big,393,12.3,92,66.3%,65,71%,2,17%,8,0%,2,14%,0,,0,,0,
DeAndre Jordan,33.3,PHI,Big,196,12.3,61,58.0%,26,63%,0,0%,0,,0,0%,0,,0,,0,
Cory Joseph,30.2,DET,Combo,1590,24.5,69,53.1%,41,56%,42,39%,41,36%,40,38%,86,46%,89,41%,89,43%
Georgios Kalaitzakis,22.8,OKC,Big,165,41.4,31,53.6%,33,65%,55,43%,41,29%,29,36%,0,25%,81,39%,68,36%
Frank Kaminsky,28.6,PHX,Big,167,20.9,80,62.5%,18,61%,99,67%,8,0%,99,64%,0,0%,0,45%,0,42%
Enes Kanter,29.5,BOS,Big,365,11.4,21,51.9%,9,58%,21,33%,97,100%,46,40%,0,,0,0%,0,0%
Luke Kennard,25.4,LAC,Wing,1893,27.1,92,59.6%,14,54%,84,47%,48,38%,68,42%,84,46%,96,44%,97,45%
Braxton Key,24.7,DET,Forward,190,21.2,27,50.7%,68,69%,11,31%,9,0%,5,22%,0,33%,0,30%,28,32%
Corey Kispert,22.7,WAS,Wing,1731,22.8,87,57.6%,91,75%,87,50%,41,35%,79,45%,70,43%,41,33%,61,37%
Maxi Kleber,29.8,DAL,Big,1435,24.3,19,51.6%,94,78%,4,20%,34,21%,5,21%,38,33%,48,33%,44,33%
Nathan Knight,24.1,MIN,Big,179,11.2,26,53.2%,17,60%,11,27%,0,,11,27%,0,100%,0,14%,0,33%
John Konchar,25.6,MEM,Wing,1135,16.5,97,61.8%,90,75%,85,48%,13,8%,27,35%,80,45%,80,38%,92,42%
Furkan Korkmaz,24.3,PHI,Wing,1342,20.3,21,48.0%,76,69%,41,38%,32,33%,33,36%,8,26%,28,31%,14,30%
Vit Krejci,21.4,OKC,Wing,670,24.0,55,53.2%,78,69%,32,35%,65,43%,36,37%,70,43%,37,32%,42,35%
Jonathan Kuminga,19.1,GSW,Big,1072,16.2,45,55.6%,73,73%,26,34%,75,45%,28,35%,8,26%,59,35%,32,31%
Kyle Kuzma,26.3,WAS,Big,2203,33.4,24,52.3%,66,71%,64,45%,47,32%,53,41%,40,33%,61,35%,57,35%
Zach LaVine,26.6,CHI,Wing,2322,34.7,77,55.6%,74,69%,45,38%,53,39%,43,39%,96,51%,70,37%,83,39%
Jeremy Lamb,29.4,SAC,Wing,317,18.7,19,47.4%,94,76%,40,37%,65,43%,46,39%,0,30%,27,31%,17,31%
Jeremy Lamb,29.4,IND,Wing,577,16.1,24,48.3%,10,52%,60,40%,48,38%,50,40%,37,36%,65,36%,57,36%
Jock Landale,26.0,SAS,Big,513,10.9,38,54.7%,45,67%,36,38%,93,60%,58,42%,85,47%,15,26%,33,31%
Romeo Langford,22.0,BOS,Wing,672,16.4,26,49.1%,33,60%,68,42%,16,22%,42,38%,26,34%,20,30%,27,32%
Jake Layman,27.7,MIN,Wing,118,9.9,68,54.4%,99,92%,56,40%,98,100%,90,50%,0,22%,0,14%,1,19%
Caris LeVert,27.2,IND,Combo,1213,31.1,42,49.6%,75,64%,62,43%,60,41%,65,43%,24,35%,38,32%,33,32%
Caris LeVert,27.2,CLE,Wing,566,29.8,23,48.1%,32,59%,72,44%,28,31%,65,42%,0,13%,46,34%,21,31%
Damion Lee,29.0,GSW,Wing,1157,18.7,58,53.3%,97,82%,46,38%,25,29%,25,35%,14,31%,72,37%,40,35%
Saben Lee,22.4,DET,Point,553,15.8,10,42.3%,18,54%,8,22%,14,25%,10,23%,0,25%,9,25%,0,25%
Alex Len,28.4,SAC,Big,616,15.8,40,54.9%,56,69%,51,42%,79,50%,57,42%,0,33%,0,27%,21,29%
Kira Lewis Jr.,20.6,NOP,Point,301,12.6,28,47.6%,92,68%,58,41%,14,25%,44,38%,0,33%,4,24%,4,27%
Damian Lillard,31.3,POR,Point,1054,36.4,46,49.8%,22,54%,64,42%,66,42%,62,42%,64,42%,47,33%,45,34%
Nassir Little,21.7,POR,Wing,1050,25.0,63,54.2%,67,67%,56,40%,61,42%,58,41%,42,38%,39,33%,36,34%
Isaiah Livers,23.3,DET,Wing,381,20.1,96,60.6%,91,75%,87,50%,19,25%,31,36%,58,39%,96,44%,94,42%
Kevon Looney,25.7,GSW,Big,1729,21.1,54,57.1%,56,69%,31,38%,36,24%,21,32%,0,,0,0%,0,0%
Brook Lopez,33.6,MIL,Big,293,22.6,32,53.8%,93,77%,12,28%,8,0%,7,24%,100,53%,16,26%,63,36%
Robin Lopez,33.6,ORL,Big,592,16.5,43,55.3%,39,66%,78,50%,48,33%,84,49%,0,,0,33%,0,33%
Didi Louzada,22.3,POR,Combo,120,17.2,88,56.9%,7,33%,0,0%,100,100%,14,29%,0,50%,0,46%,98,47%
Kevin Love,33.1,CLE,Big,1662,22.5,44,55.3%,45,67%,33,38%,69,43%,44,40%,60,37%,87,40%,84,39%
Kyle Lowry,35.6,MIA,Point,2136,33.9,92,56.2%,94,69%,68,43%,82,46%,74,44%,76,44%,69,37%,79,38%
Timothe Luwawu-Cabarrot,26.5,ATL,Wing,615,14.7,50,52.5%,20,56%,13,22%,95,67%,21,33%,86,46%,8,25%,49,36%
Trey Lyles,26.0,SAC,Big,542,22.6,46,55.6%,74,73%,7,23%,48,33%,8,24%,85,47%,47,33%,75,37%
Trey Lyles,26.0,DET,Big,982,19.3,19,51.6%,25,63%,75,49%,46,32%,68,45%,35,32%,33,30%,28,31%
Theo Maledon,20.4,OKC,Combo,873,17.5,18,44.2%,30,53%,40,39%,44,38%,44,39%,3,22%,34,32%,17,30%
Sandro Mamukelashvili,22.4,MIL,Big,325,10.2,35,54.3%,14,60%,21,33%,79,50%,29,36%,0,27%,88,41%,69,37%
Terance Mann,25.0,LAC,Combo,2250,27.8,75,54.0%,85,66%,63,44%,25,30%,45,39%,46,39%,69,37%,65,38%
Tre Mann,20.7,OKC,Combo,1326,22.1,32,47.8%,19,48%,46,40%,63,43%,52,41%,70,42%,53,34%,51,36%
Boban Marjanovic,33.2,DAL,Big,104,5.5,73,60.3%,59,69%,85,52%,97,100%,93,55%,0,,0,0%,0,0%
Lauri Markkanen,24.4,CLE,Wing,1874,30.7,70,54.6%,60,65%,55,40%,80,48%,65,42%,53,39%,58,35%,55,36%
Naji Marshall,23.8,NOP,Wing,629,14.0,6,43.3%,27,58%,94,56%,15,20%,89,49%,0,13%,1,20%,0,17%
Caleb Martin,26.1,MIA,Forward,1303,22.5,89,59.2%,73,70%,5,20%,59,41%,11,27%,55,41%,97,43%,89,42%
Cody Martin,26.1,CHA,Wing,1810,25.5,82,56.0%,60,65%,25,33%,18,23%,14,29%,53,39%,88,40%,80,39%
Kelan Martin,26.2,IND,Wing,412,15.3,26,49.4%,65,66%,20,30%,79,48%,52,40%,79,44%,4,22%,17,31%
Kenyon Martin Jr.,20.8,HOU,Forward,1547,19.8,86,58.1%,57,66%,34,38%,0,,41,38%,11,28%,69,38%,53,35%
Garrison Mathews,25.0,HOU,Wing,1668,25.7,74,55.1%,86,72%,9,20%,58,40%,11,25%,21,32%,74,38%,55,36%
Wesley Matthews,35.0,MIL,Wing,986,20.1,41,51.4%,59,65%,39,37%,5,0%,18,32%,36,36%,36,32%,35,34%
Tyrese Maxey,21.0,PHI,Combo,2637,35.2,84,55.8%,69,63%,56,43%,58,41%,60,42%,97,57%,87,41%,95,44%
Skylar Mays,24.2,ATL,Combo,166,11.1,83,55.8%,95,70%,13,25%,98,75%,90,50%,0,14%,0,36%,12,29%
Miles McBride,21.1,NYK,Point,324,10.8,8,41.2%,42,57%,28,33%,56,40%,42,38%,0,40%,2,20%,2,25%
CJ McCollum,30.1,NOP,Combo,878,33.8,87,56.4%,83,66%,89,50%,88,53%,94,51%,0,53%,76,38%,74,39%
CJ McCollum,30.1,POR,Wing,1261,35.0,45,52.0%,25,57%,82,46%,62,42%,75,44%,22,33%,87,39%,74,38%
TJ McConnell,29.6,IND,Point,637,23.6,64,51.3%,58,59%,86,47%,70,43%,84,46%,0,25%,78,39%,38,33%
Jaden McDaniels,21.1,MIN,Wing,1771,25.3,66,54.4%,71,68%,62,41%,91,57%,73,44%,36,36%,23,30%,31,33%
Jalen McDaniels,23.8,CHA,Wing,829,15.6,80,55.9%,65,66%,36,36%,95,67%,38,38%,16,32%,95,44%,78,39%
Doug McDermott,29.8,SAS,Forward,1220,23.9,84,57.7%,20,61%,52,40%,73,42%,52,41%,92,52%,82,40%,91,42%
JaVale McGee,33.8,PHX,Big,1152,15.6,84,63.1%,58,69%,92,54%,48,33%,89,53%,0,,0,25%,0,25%
Rodney McGruder,30.3,DET,Wing,703,14.7,89,58.3%,31,59%,36,36%,91,57%,56,41%,83,46%,69,37%,92,42%
Alfonzo McKinnie,29.1,CHI,Wing,184,12.3,17,47.1%,12,53%,19,29%,32,33%,16,30%,0,36%,0,31%,32,33%
Jordan McLaughlin,25.6,MIN,Point,822,14.7,72,52.0%,74,63%,46,39%,36,33%,48,38%,94,55%,0,20%,38,33%
Ben McLemore,28.7,POR,Wing,1225,20.4,72,54.6%,67,67%,9,20%,63,42%,44,39%,94,50%,27,30%,64,37%
De'Anthony Melton,23.4,MEM,Combo,1612,22.1,55,50.7%,33,54%,41,39%,21,29%,31,36%,92,48%,63,36%,66,38%
Chimezie Metu,24.6,SAC,Big,1239,21.0,15,51.1%,53,68%,59,44%,75,45%,65,44%,32,32%,30,29%,26,30%
Khris Middleton,30.2,MIL,Wing,2133,32.3,47,52.3%,66,66%,75,44%,72,45%,77,45%,47,38%,73,37%,67,38%
Patty Mills,33.2,BKN,Combo,2310,28.5,81,55.2%,66,62%,28,34%,42,36%,34,36%,57,40%,85,40%,79,40%
Paul Millsap,36.7,BKN,Big,262,11.0,1,41.5%,3,53%,21,33%,8,0%,15,30%,0,10%,0,33%,8,24%
Shake Milton,25.1,PHI,Combo,1105,20.1,45,49.7%,65,62%,60,43%,38,35%,54,41%,37,37%,32,31%,37,33%
Davion Mitchell,23.2,SAC,Combo,2019,26.9,33,47.9%,54,60%,52,42%,48,39%,48,40%,16,33%,41,32%,32,32%
Donovan Mitchell,25.1,UTA,Combo,2263,33.8,73,53.5%,81,65%,75,47%,71,44%,79,46%,48,39%,59,36%,52,36%
Evan Mobley,20.4,CLE,Big,2322,33.7,23,52.3%,71,73%,35,38%,60,38%,37,38%,40,33%,7,23%,13,26%
Malik Monk,23.7,LAL,Combo,2096,27.6,90,57.7%,91,67%,64,44%,29,32%,51,41%,65,41%,79,38%,73,39%
Moses Moody,19.4,GSW,Wing,513,11.9,75,55.3%,58,65%,94,56%,14,15%,18,32%,13,30%,94,42%,71,38%
Xavier Moon,26.8,LAC,Point,125,15.7,60,51.0%,0,40%,40,36%,100,65%,98,55%,0,0%,0,33%,0,31%
Ja Morant,22.2,MEM,Point,1881,33.0,78,53.0%,86,66%,62,42%,20,29%,58,41%,70,42%,44,33%,47,34%
Marcus Morris,32.2,LAC,Big,1563,29.0,15,51.2%,5,56%,73,48%,75,45%,76,47%,67,38%,72,37%,78,38%
Markieff Morris,32.2,MIA,Big,286,16.9,34,54.1%,54,68%,79,50%,88,52%,86,51%,40,33%,51,33%,48,33%
Monte Morris,26.3,DEN,Point,2234,29.8,94,56.4%,90,68%,84,46%,88,49%,90,48%,55,39%,84,39%,83,39%
Mychal Mulder,27.4,ORL,Combo,171,12.3,11,41.7%,23,50%,3,17%,33,33%,6,22%,0,50%,7,24%,16,29%
Trey Murphy III,21.4,NOP,Wing,762,14.7,31,50.0%,9,52%,9,20%,23,29%,8,23%,76,44%,18,29%,46,35%
Dejounte Murray,25.1,SAS,Point,2364,34.8,50,50.0%,76,64%,70,43%,78,45%,68,44%,12,31%,40,33%,32,33%
Mike Muscala,30.3,OKC,Big,588,13.7,74,60.4%,47,68%,16,31%,71,44%,32,36%,52,34%,97,45%,94,43%
Sviatoslav Mykhailiuk,24.4,TOR,Wing,659,14.3,21,47.8%,30,58%,74,44%,44,36%,61,41%,47,38%,10,26%,15,30%
Abdel Nader,28.1,PHX,Wing,127,9.1,12,46.2%,14,55%,1,0%,0,,0,0%,0,20%,0,75%,0,44%
Larry Nance Jr.,28.8,NOP,Big,176,19.6,83,63.0%,99,81%,4,20%,8,0%,2,15%,0,75%,0,33%,0,57%
Larry Nance Jr.,28.8,POR,Big,841,22.7,52,56.8%,51,68%,85,51%,48,33%,80,48%,15,28%,46,33%,31,31%
Aaron Nesmith,22.0,BOS,Wing,440,10.5,5,42.1%,88,74%,41,38%,97,75%,79,45%,3,23%,2,21%,3,22%
Raul Neto,29.5,WAS,Combo,1315,19.9,54,50.6%,75,64%,54,42%,95,64%,75,45%,0,33%,20,29%,18,30%
Georges Niang,28.4,PHI,Big,1683,22.2,61,57.9%,32,65%,48,41%,44,30%,44,40%,63,37%,93,42%,87,41%
Daishen Nix,19.7,HOU,Point,210,10.5,44,49.0%,48,58%,4,14%,0,0%,2,13%,0,0%,0,40%,55,35%
Zeke Nnaji,20.8,DEN,Big,625,16.5,71,59.9%,50,68%,4,19%,64,40%,10,27%,93,50%,70,37%,94,43%
Nerlens Noel,27.6,NYK,Big,554,22.2,34,54.2%,9,58%,79,50%,96,75%,92,54%,0,0%,0,,0,0%
Jaylen Nowell,22.3,MIN,Combo,888,15.9,89,57.2%,70,63%,83,49%,52,40%,84,47%,76,44%,92,42%,88,42%
Frank Ntilikina,23.3,DAL,Wing,592,11.9,20,47.6%,3,40%,66,42%,55,39%,56,41%,21,32%,80,38%,54,36%
Jusuf Nurkic,27.2,POR,Big,1574,28.1,39,54.7%,26,63%,54,43%,59,37%,56,42%,0,50%,13,26%,15,27%
David Nwaba,28.8,HOU,Wing,507,11.8,46,52.1%,53,64%,14,23%,0,,8,23%,10,28%,55,35%,23,32%
Jordan Nwora,23.1,MIL,Wing,1054,18.2,37,50.9%,46,63%,79,45%,21,26%,28,35%,40,37%,61,36%,52,36%
Royce O'Neale,28.4,UTA,Wing,2399,31.2,93,59.9%,70,67%,56,40%,5,0%,44,39%,57,39%,89,40%,85,40%
Semi Ojeleye,26.9,MIL,Big,268,15.8,0,27.9%,2,40%,2,17%,8,0%,4,16%,0,18%,8,25%,5,22%
Chuma Okeke,23.2,ORL,Forward,1667,23.8,16,47.9%,32,64%,32,38%,27,22%,32,34%,37,35%,21,30%,26,32%
Josh Okogie,23.2,MIN,Wing,452,11.0,8,44.0%,13,54%,9,20%,5,0%,3,17%,1,21%,0,33%,8,25%
Onyeka Okongwu,20.9,ATL,Big,967,20.1,95,68.7%,79,74%,89,53%,48,33%,88,52%,0,,0,,0,
Isaac Okoro,20.8,CLE,Wing,1980,29.6,69,54.5%,45,63%,13,23%,13,14%,7,21%,34,36%,42,33%,45,35%
KZ Okpala,22.5,MIA,Big,200,13.4,2,43.8%,2,50%,55,43%,8,0%,35,38%,0,42%,0,0%,19,28%
Victor Oladipo,29.5,MIA,Combo,163,20.4,96,61.4%,79,65%,58,43%,82,50%,82,47%,0,80%,75,38%,96,44%
Kelly Olynyk,30.5,DET,Big,759,19.0,20,51.8%,25,63%,16,31%,76,46%,34,37%,0,83%,37,31%,52,34%
Cedi Osman,26.6,CLE,Wing,1440,21.8,70,54.6%,42,62%,54,39%,52,38%,47,39%,65,41%,56,35%,58,36%
Kelly Oubre,25.9,CHA,Wing,1931,25.4,57,53.3%,69,67%,65,41%,23,29%,48,39%,24,34%,46,34%,35,34%
Kevin Pangos,28.8,CLE,Combo,121,9.3,3,30.9%,7,33%,65,44%,82,50%,75,45%,0,0%,0,16%,1,15%
Jabari Parker,26.6,BOS,Big,102,9.3,72,60.0%,5,56%,45,40%,48,33%,32,36%,0,50%,0,56%,0,53%
Eric Paschall,25.0,UTA,Big,650,13.8,51,56.7%,36,65%,48,41%,95,67%,60,43%,75,41%,32,30%,66,36%
Chris Paul,36.5,PHX,Point,2134,32.8,82,54.1%,80,65%,98,55%,98,55%,100,55%,9,29%,42,33%,34,33%
Cameron Payne,27.2,PHX,Combo,1216,21.0,28,47.1%,28,52%,47,40%,63,43%,50,41%,5,23%,62,36%,43,34%
Elfrid Payton,27.7,PHX,Combo,433,10.1,7,37.6%,12,44%,33,35%,19,29%,27,35%,0,14%,0,25%,0,18%
Gary Payton II,28.9,GSW,Combo,1207,17.0,99,67.6%,100,81%,98,59%,82,50%,98,58%,33,37%,21,30%,42,34%
Reggie Perry,21.6,POR,Big,168,18.7,30,53.4%,94,78%,18,32%,94,63%,51,41%,0,0%,0,15%,0,14%
Jamorko Pickett,23.9,DET,Big,155,15.6,8,48.9%,41,67%,55,43%,8,0%,35,38%,0,38%,34,30%,48,33%
Theo Pinson,26.0,DAL,Wing,118,10.8,43,51.6%,7,50%,25,33%,95,67%,90,50%,0,100%,15,29%,42,35%
Mason Plumlee,31.7,CHA,Big,1787,24.5,88,64.4%,76,73%,14,29%,48,33%,14,29%,0,,0,,0,
Jakob Poeltl,26.0,SAS,Big,1967,28.9,78,61.7%,75,73%,76,49%,61,38%,83,49%,0,,0,,0,
Aleksej Pokusevski,19.8,OKC,Big,1200,19.7,4,47.3%,37,66%,38,39%,44,30%,35,37%,33,32%,26,28%,23,29%
Jordan Poole,22.4,GSW,Combo,2232,29.4,80,55.1%,86,66%,77,47%,62,42%,74,45%,38,38%,68,37%,62,37%
Kevin Porter,21.5,HOU,Point,1905,31.2,68,51.4%,50,58%,18,30%,44,36%,24,32%,85,47%,67,37%,70,38%
Michael Porter,23.3,DEN,Wing,264,29.4,4,41.2%,38,61%,25,33%,70,43%,56,41%,0,0%,6,24%,2,21%
Otto Porter,28.4,GSW,Forward,1373,21.8,73,56.2%,89,72%,75,47%,61,41%,68,45%,24,32%,79,39%,68,37%
Bobby Portis,26.7,MIL,Big,2019,28.0,45,55.6%,21,62%,75,49%,73,45%,79,47%,72,40%,84,39%,86,40%
Kristaps Porzingis,26.3,WAS,Big,478,28.2,28,53.3%,61,70%,49,41%,79,49%,63,44%,0,33%,73,37%,76,37%
Kristaps Porzingis,26.3,DAL,Big,1001,29.5,12,50.1%,69,72%,65,45%,56,35%,55,42%,0,33%,23,28%,20,28%
Dwight Powell,30.3,DAL,Big,1793,21.9,96,68.9%,92,77%,28,35%,29,18%,19,31%,0,63%,27,29%,64,36%
Norman Powell,28.4,POR,Wing,1331,33.3,69,54.6%,10,52%,78,45%,76,47%,81,46%,63,41%,93,41%,90,41%
Norman Powell,28.4,LAC,Wing,120,24.1,94,60.5%,38,61%,70,43%,14,17%,26,35%,0,60%,100,53%,100,54%
Joshua Primo,18.9,SAS,Wing,910,19.8,11,45.2%,18,55%,40,37%,26,29%,26,35%,7,26%,39,33%,16,30%
Taurean Prince,27.6,MIN,Forward,1172,17.0,77,56.6%,48,66%,66,46%,91,52%,80,47%,71,44%,38,33%,70,38%
Payton Pritchard,23.8,BOS,Point,881,13.6,100,58.0%,26,55%,36,36%,92,50%,76,44%,100,57%,71,38%,94,41%
