Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Harrison Barnes,33.4,SAS,Big,1542,27.5,48,56.3%,11,22%,47,18%,45,2%,41,20%,98,31%,74,27%,88,58%
Scottie Barnes,24.3,TOR,Big,1889,34.4,27,53.1%,39,40%,81,31%,91,11%,86,42%,49,4%,47,13%,43,18%
Brooks Barnhizer,23.7,OKC,Forward,141,6.1,2,37.9%,19,24%,60,21%,94,14%,77,34%,92,31%,6,10%,50,41%
RJ Barrett,25.4,TOR,Wing,961,29.1,47,53.1%,77,37%,91,30%,26,2%,76,31%,14,8%,29,24%,11,32%
Jamison Battle,24.5,TOR,Big,294,8.2,89,66.3%,26,31%,2,5%,71,4%,6,8%,92,25%,84,35%,91,60%
Nicolas Batum,36.9,LAC,Forward,1023,19.0,83,56.9%,0,1%,0,2%,46,3%,4,4%,100,46%,98,49%,100,95%
Bradley Beal,32.3,LAC,Combo,120,20.2,5,44.8%,59,25%,41,19%,97,19%,84,38%,47,8%,33,29%,32,37%
Joan Beringer,19.0,MIN,Big,116,6.5,92,67.9%,96,90%,12,10%,0,0%,9,10%,0,0%,0,0%,0,0%
Saddiq Bey,26.6,NOP,Forward,1555,30.5,50,52.4%,60,38%,58,20%,50,3%,54,23%,33,13%,54,25%,40,38%
Goga Bitadze,26.3,ORL,Big,654,15.6,91,67.7%,89,80%,31,13%,32,1%,27,15%,36,2%,31,3%,29,5%
Anthony Black,21.8,ORL,Wing,1760,31.4,44,52.7%,76,36%,70,22%,69,7%,71,29%,22,11%,31,25%,17,35%
Bogdan Bogdanovic,33.2,LAC,Combo,345,20.3,11,46.4%,23,15%,34,18%,53,8%,35,26%,46,8%,87,51%,78,58%
Adem Bona,22.6,PHI,Big,780,16.3,69,60.2%,93,86%,16,10%,0,0%,11,10%,38,3%,21,1%,26,3%
Devin Booker,29.0,PHX,Combo,1466,33.3,37,50.2%,38,18%,94,33%,100,21%,100,55%,1,2%,22,25%,10,27%
Jamaree Bouyea,26.3,PHX,Point,395,13.2,89,56.3%,67,25%,78,30%,67,13%,73,43%,82,11%,16,21%,22,32%
Tony Bradley,27.8,IND,Big,389,11.1,40,54.9%,73,64%,82,32%,72,4%,79,36%,0,0%,0,0%,0,0%
Malaki Branham,22.5,WAS,Wing,205,9.0,21,50.0%,93,47%,52,17%,39,3%,41,20%,4,4%,44,29%,15,33%
Christian Braun,24.5,DEN,Wing,670,30.5,61,54.4%,99,54%,34,13%,52,4%,33,17%,21,10%,14,18%,6,28%
Mikal Bridges,29.2,NYK,Wing,1977,34.1,79,58.6%,44,24%,75,23%,82,9%,79,33%,71,20%,26,23%,40,43%
Miles Bridges,27.6,CHA,Forward,1706,32.2,52,52.5%,38,33%,73,24%,40,2%,60,27%,31,12%,60,28%,44,41%
Dillon Brooks,29.8,PHX,Wing,1527,30.5,26,50.7%,11,13%,93,33%,92,17%,96,50%,9,7%,46,30%,19,37%
Bruce Brown,29.2,DEN,Combo,1417,24.4,49,51.5%,95,45%,72,26%,22,4%,49,31%,72,12%,4,13%,6,25%
Jaylen Brown,29.0,BOS,Wing,1748,34.3,44,52.7%,41,23%,89,28%,97,25%,98,53%,1,3%,21,21%,4,24%
Kobe Brown,25.8,IND,Forward,130,26.0,94,62.2%,100,59%,13,5%,0,0%,6,5%,48,15%,38,21%,33,36%
Kobe Brown,25.8,LAC,Big,193,9.2,6,48.1%,24,30%,18,11%,0,0%,11,11%,90,21%,87,38%,89,59%
Jalen Brunson,29.2,NYK,Point,1837,34.7,58,54.1%,29,16%,89,33%,78,16%,89,48%,49,6%,33,29%,31,35%
Carter Bryant,19.9,SAS,Forward,347,8.5,27,49.2%,50,36%,25,11%,0,0%,23,11%,81,28%,56,25%,79,53%
Thomas Bryant,28.3,CLE,Big,348,10.9,53,57.0%,36,39%,29,13%,56,2%,29,15%,61,10%,86,36%,79,46%
Jimmy Butler,36.1,GSW,Forward,1181,31.1,79,56.2%,94,49%,85,29%,79,8%,83,36%,19,7%,0,8%,2,15%
Matas Buzelis,21.1,CHI,Forward,1639,28.3,77,55.8%,83,43%,27,11%,15,1%,27,12%,40,14%,79,31%,65,45%
Kentavious Caldwell-Pope,32.7,MEM,Combo,1087,21.3,23,48.6%,39,18%,30,17%,99,20%,78,38%,57,9%,48,35%,48,44%
Toumani Camara,25.5,POR,Wing,1930,33.3,67,56.4%,43,24%,24,11%,24,1%,20,13%,68,20%,84,44%,81,64%
Clint Capela,31.5,HOU,Big,529,11.0,20,51.2%,86,77%,59,23%,0,0%,52,23%,0,0%,0,0%,0,0%
Dylan Cardwell,23.9,SAC,Big,591,20.4,59,57.9%,65,57%,94,41%,41,2%,88,43%,27,1%,0,0%,19,1%
Branden Carlson,26.4,OKC,Big,263,9.1,34,54.1%,45,42%,20,11%,30,1%,17,12%,61,10%,85,36%,79,46%
Carlton Carrington,20.3,WAS,Point,1534,27.4,38,51.2%,7,8%,13,17%,82,17%,44,33%,69,9%,91,50%,84,59%
Devin Carter,23.6,SAC,Combo,239,14.1,3,40.5%,78,32%,82,29%,19,4%,54,32%,5,4%,39,31%,29,35%
Jevon Carter,30.1,CHI,Combo,231,12.9,81,56.5%,15,13%,3,5%,35,6%,4,12%,99,27%,85,48%,96,76%
Wendell Carter,26.5,ORL,Big,1585,29.4,41,55.0%,44,41%,35,15%,85,9%,53,24%,73,14%,63,21%,67,35%
Alex Caruso,31.7,OKC,Forward,689,18.1,48,52.3%,31,29%,29,11%,27,1%,29,12%,77,26%,81,33%,90,58%
Stephon Castle,21.0,SAS,Combo,1370,29.8,47,51.4%,91,43%,70,26%,28,6%,52,32%,18,5%,10,19%,9,25%
Julian Champagnie,24.3,SAS,Wing,1554,27.8,71,56.7%,20,16%,8,7%,18,1%,5,8%,89,27%,89,49%,95,75%
Justin Champagnie,24.3,WAS,Big,949,19.4,52,56.8%,59,53%,32,14%,0,0%,26,14%,69,12%,61,21%,65,33%
Cam Christie,20.3,LAC,Wing,267,9.2,9,46.6%,76,36%,87,27%,0,0%,68,27%,45,15%,21,21%,20,37%
Max Christie,22.7,DAL,Wing,1511,29.6,85,59.7%,28,20%,60,19%,64,6%,60,25%,76,22%,59,33%,70,55%
Moussa Cisse,23.1,DAL,Big,334,12.4,71,61.2%,98,91%,10,9%,0,0%,7,9%,0,0%,0,0%,0,0%
Sidy Cissoko,21.6,POR,Big,1077,21.1,8,48.5%,21,29%,26,12%,44,2%,24,14%,94,25%,79,31%,86,57%
Jaylen Clark,24.1,MIN,Wing,677,12.5,16,48.7%,82,39%,76,23%,0,0%,56,23%,91,27%,4,10%,21,37%
Jordan Clarkson,33.4,NYK,Wing,913,18.3,32,51.5%,32,21%,86,27%,66,6%,81,33%,66,19%,35,26%,46,46%
Nicolas Claxton,26.5,BKN,Big,1492,29.3,65,59.2%,74,65%,80,30%,54,2%,74,32%,21,0%,28,3%,24,3%
Walter Clayton,22.7,UTA,Combo,740,16.5,6,45.0%,34,17%,52,22%,46,8%,47,30%,24,6%,82,47%,68,53%
Nique Clifford,23.7,SAC,Wing,1074,19.9,10,46.6%,39,23%,86,27%,84,11%,90,38%,36,14%,33,25%,29,39%
Donovan Clingan,21.7,POR,Big,1478,27.4,64,59.1%,63,56%,13,10%,37,2%,13,11%,39,3%,79,30%,66,33%
Noah Clowney,21.3,BKN,Big,1409,28.2,11,49.5%,10,21%,51,19%,46,2%,46,21%,81,18%,89,40%,87,57%
Amir Coffey,28.4,MIL,Wing,203,9.3,57,54.1%,40,23%,66,21%,86,13%,82,33%,96,33%,4,10%,41,44%
Isaiah Collier,21.1,UTA,Point,1193,24.4,56,53.3%,87,34%,98,44%,22,5%,91,49%,22,4%,2,14%,2,18%
John Collins,28.1,LAC,Big,1461,27.6,81,63.7%,40,40%,62,24%,71,4%,63,28%,89,21%,43,11%,64,32%
Zach Collins,28.0,CHI,Big,183,18.4,86,64.8%,54,49%,46,18%,61,3%,45,21%,71,13%,52,17%,56,30%
Mike Conley,38.1,MIN,Point,827,18.4,16,44.3%,11,10%,9,15%,9,3%,7,18%,96,21%,93,51%,100,72%
Pat Connaughton,32.8,CHA,Wing,133,10.3,97,62.8%,33,21%,26,12%,37,2%,25,14%,83,24%,76,40%,84,64%
Sharife Cooper,24.4,WAS,Point,202,18.4,98,61.3%,98,39%,36,23%,49,9%,40,33%,84,13%,7,16%,16,28%
Bilal Coulibaly,21.3,WAS,Wing,946,26.3,8,46.3%,86,41%,69,22%,35,2%,57,24%,39,14%,19,21%,16,35%
Cedric Coward,22.1,MEM,Wing,1243,25.9,53,53.7%,69,34%,79,24%,47,4%,69,28%,25,12%,40,27%,24,38%
Cade Cunningham,24.1,DET,Point,1705,34.8,40,51.4%,80,30%,87,32%,56,11%,76,43%,4,1%,24,26%,13,27%
Stephen Curry,37.6,GSW,Point,1221,31.3,93,58.4%,31,17%,11,16%,51,10%,11,26%,20,4%,98,53%,82,57%
Dyson Daniels,22.6,ATL,Wing,1875,33.5,24,50.4%,96,51%,96,36%,9,0%,86,36%,5,4%,2,9%,1,13%
Anthony Davis,32.6,DAL,Big,625,31.3,23,52.3%,49,44%,79,29%,99,16%,92,46%,34,2%,39,8%,35,10%
JD Davison,23.1,HOU,Wing,118,9.1,33,51.5%,14,14%,81,25%,63,6%,75,31%,36,14%,81,42%,71,56%
DeMar DeRozan,36.2,SAC,Wing,1866,32.2,34,51.6%,12,13%,96,36%,100,37%,100,73%,7,5%,1,8%,1,14%
RayJ Dennis,24.6,IND,Point,141,14.2,2,35.1%,18,14%,91,33%,2,2%,51,34%,71,9%,71,43%,73,52%
Donte DiVincenzo,28.8,MIN,Wing,1799,31.0,70,56.6%,15,15%,14,9%,29,2%,11,11%,65,19%,95,55%,94,74%
Moussa Diabate,23.8,CHA,Big,1243,24.9,82,63.9%,86,77%,54,21%,29,1%,49,22%,25,0%,17,0%,18,1%
Mohamed Diawara,20.5,NYK,Forward,258,6.8,92,60.7%,25,26%,17,9%,23,1%,21,11%,42,14%,96,49%,92,63%
Gradey Dick,21.9,TOR,Wing,860,15.1,18,49.1%,55,29%,36,13%,79,9%,50,22%,69,20%,44,29%,56,49%
Ousmane Dieng,22.5,OKC,Wing,188,9.9,40,52.3%,36,22%,44,16%,53,4%,41,20%,55,18%,75,40%,73,58%
Rob Dillingham,20.8,CHI,Wing,108,18.1,4,43.6%,51,26%,100,43%,83,10%,97,52%,6,5%,11,17%,2,21%
Rob Dillingham,20.8,MIN,Point,249,9.2,0,33.0%,89,34%,27,22%,93,22%,78,44%,40,5%,9,17%,9,22%
Luka Doncic,26.7,LAL,Point,1562,35.5,78,55.5%,20,14%,82,31%,73,14%,82,46%,9,3%,64,38%,56,40%
Luguentz Dort,26.5,OKC,Wing,1309,27.9,39,52.0%,14,14%,29,12%,59,5%,34,18%,47,16%,91,52%,87,68%
Ayo Dosunmu,25.8,CHI,Wing,1175,26.1,88,60.4%,94,49%,35,13%,13,1%,24,14%,29,12%,32,25%,21,37%
Ayo Dosunmu,25.8,MIN,Combo,138,27.7,90,57.1%,90,43%,13,14%,5,2%,6,16%,81,14%,30,27%,39,41%
Andre Drummond,32.2,PHI,Big,852,19.8,36,54.1%,75,67%,24,12%,0,0%,16,12%,81,17%,30,3%,46,21%
Kris Dunn,31.6,LAC,Combo,1576,27.6,85,56.7%,61,25%,85,30%,10,3%,57,33%,89,18%,20,24%,42,42%
Ryan Dunn,22.8,PHX,Forward,959,18.8,40,50.9%,71,40%,46,15%,33,2%,46,16%,85,30%,13,13%,60,43%
Kevin Durant,37.1,HOU,Wing,1908,36.7,73,57.2%,7,11%,94,34%,99,26%,99,59%,1,3%,39,27%,9,30%
Jalen Duren,22.0,DET,Big,1245,27.7,77,63.1%,77,69%,75,28%,55,2%,70,31%,0,0%,0,0%,0,0%
Egor Dëmin,19.7,BKN,Combo,1195,24.4,71,54.8%,29,16%,5,10%,25,5%,5,15%,67,11%,97,58%,95,69%
Tari Eason,24.5,HOU,Wing,854,25.9,64,55.2%,60,31%,55,18%,65,6%,56,24%,84,24%,24,22%,48,46%
Zach Edey,23.6,MEM,Big,283,25.8,81,63.8%,66,57%,91,38%,0,0%,82,38%,0,0%,32,5%,28,5%
VJ Edgecombe,20.3,PHI,Combo,1871,35.3,38,50.2%,75,32%,28,17%,68,10%,41,27%,30,6%,46,35%,38,41%
Anthony Edwards,24.2,MIN,Combo,1703,35.5,94,58.0%,66,27%,48,21%,91,15%,76,36%,9,4%,41,33%,34,37%
Justin Edwards,21.9,PHI,Wing,546,14.0,20,49.4%,16,15%,51,17%,51,4%,48,21%,38,14%,90,49%,81,63%
Keon Ellis,25.8,CLE,Wing,127,18.2,84,59.6%,40,23%,9,8%,0,0%,3,8%,97,35%,63,35%,88,69%
Keon Ellis,25.8,SAC,Wing,692,16.1,55,53.8%,11,13%,34,13%,71,7%,43,20%,75,22%,86,45%,86,67%
Joel Embiid,31.6,PHI,Big,971,31.3,24,52.8%,17,27%,68,25%,100,28%,98,54%,29,1%,56,18%,45,19%
Drew Eubanks,28.7,SAC,Big,450,13.3,68,60.1%,51,46%,97,45%,76,5%,96,49%,41,3%,24,2%,27,5%
Jeremiah Fears,19.0,NOP,Combo,1454,25.1,13,46.5%,92,44%,53,23%,51,8%,51,31%,4,3%,13,21%,8,25%
Kyle Filipowski,22.0,UTA,Big,1160,20.7,34,54.1%,33,38%,78,29%,39,2%,71,31%,79,17%,51,15%,62,32%
Dorian Finney-Smith,32.5,HOU,Forward,359,16.3,4,40.4%,8,19%,2,3%,19,1%,0,4%,94,34%,94,43%,96,77%
Cooper Flagg,18.9,DAL,Combo,1668,34.1,51,51.7%,77,32%,95,34%,87,14%,96,48%,3,3%,5,17%,4,20%
Rasheer Fleming,21.3,PHX,Forward,122,6.1,0,35.6%,81,43%,8,4%,0,0%,2,4%,90,31%,48,22%,77,53%
Simone Fontecchio,29.9,MIA,Big,897,18.3,22,52.2%,9,20%,14,10%,36,2%,14,11%,88,21%,95,47%,98,68%
De'Aaron Fox,27.9,SAS,Point,1489,31.7,76,55.2%,64,25%,64,28%,69,13%,67,41%,67,8%,31,27%,27,35%
Johnny Furphy,20.9,IND,Wing,629,18.0,49,53.5%,91,44%,15,9%,21,1%,11,11%,67,20%,34,26%,43,45%
Daniel Gafford,27.1,DAL,Big,858,21.5,75,62.3%,90,80%,49,19%,28,1%,39,20%,0,0%,0,0%,0,0%
Myron Gardner,24.4,MIA,Wing,220,11.6,94,61.8%,88,42%,6,7%,22,1%,4,8%,54,18%,55,32%,58,50%
Darius Garland,25.8,CLE,Point,791,30.4,53,52.8%,51,20%,69,29%,62,11%,62,40%,38,5%,58,35%,58,40%
Luka Garza,26.8,BOS,Big,727,16.5,87,66.0%,52,48%,52,19%,40,2%,44,21%,51,5%,71,25%,59,31%
Keyonte George,22.0,UTA,Combo,1614,33.6,62,53.5%,32,17%,91,32%,86,14%,94,46%,19,5%,37,31%,33,37%
Kyshawn George,21.9,WAS,Wing,1323,29.4,39,52.1%,31,21%,74,23%,88,13%,85,36%,16,9%,61,34%,37,43%
Paul George,35.5,PHI,Wing,823,30.5,36,51.8%,18,16%,54,17%,96,20%,89,38%,29,12%,64,35%,51,47%
Josh Giddey,23.1,CHI,Point,1160,31.4,49,52.3%,96,38%,62,27%,24,5%,38,32%,29,5%,27,26%,18,30%
Shai Gilgeous-Alexander,27.3,OKC,Point,1631,33.3,96,59.9%,69,28%,84,31%,89,21%,96,52%,2,1%,11,19%,4,21%
Anthony Gill,33.0,WAS,Big,249,12.5,59,58.0%,62,54%,57,22%,42,2%,54,24%,50,5%,53,17%,47,22%
Collin Gillespie,26.4,PHX,Combo,1610,28.2,82,56.6%,4,8%,42,19%,54,9%,44,28%,66,10%,95,54%,91,64%
Rudy Gobert,33.3,MIN,Big,1717,31.2,95,70.6%,94,87%,23,12%,21,0%,19,12%,23,0%,20,0%,19,1%
Hugo González,19.7,BOS,Wing,702,13.8,58,54.2%,80,37%,42,15%,10,1%,29,16%,81,23%,28,23%,50,47%
Jordan Goodwin,27.0,PHX,Wing,1140,21.5,25,50.6%,53,27%,48,16%,54,5%,47,21%,61,19%,60,33%,64,52%
Aaron Gordon,30.1,DEN,Big,641,27.9,63,59.0%,34,38%,41,17%,94,11%,64,28%,56,8%,73,26%,66,34%
Jerami Grant,31.6,POR,Forward,1216,29.0,58,53.1%,46,36%,48,16%,69,6%,52,22%,50,16%,58,26%,54,42%
AJ Green,26.1,MIL,Wing,1534,30.1,96,62.6%,0,3%,1,4%,46,4%,3,8%,88,27%,99,62%,100,89%
Draymond Green,35.7,GSW,Big,1247,26.5,19,51.0%,18,27%,25,12%,39,2%,23,14%,86,19%,89,39%,89,59%
Jalen Green,23.7,PHX,Wing,189,19.0,6,44.9%,42,24%,31,13%,94,18%,74,30%,12,7%,72,39%,49,46%
Javonte Green,32.3,DET,Wing,949,17.3,51,53.6%,78,37%,22,11%,27,2%,19,12%,66,20%,51,31%,60,51%
Josh Green,25.0,CHA,Wing,530,15.6,98,63.7%,26,19%,16,9%,14,1%,10,10%,100,45%,36,26%,89,71%
Quentin Grimes,25.5,PHI,Wing,1493,29.3,52,53.6%,73,35%,6,6%,59,5%,16,12%,27,12%,80,41%,66,53%
Mouhamed Gueye,23.0,ATL,Big,839,15.3,10,49.3%,35,38%,46,18%,66,3%,43,21%,96,29%,44,12%,73,41%
Rui Hachimura,27.7,LAL,Forward,1348,29.3,90,60.0%,13,22%,50,17%,98,20%,81,36%,58,18%,52,24%,52,42%
PJ Hall,23.7,CHA,Big,176,14.7,9,48.9%,84,75%,38,16%,69,4%,39,20%,44,4%,26,2%,29,5%
Yang Hansen,20.4,POR,Big,199,7.1,1,32.0%,27,32%,66,25%,34,1%,60,27%,69,11%,76,30%,74,41%
Tim Hardaway Jr.,33.6,DEN,Wing,1541,27.1,81,58.8%,9,11%,32,13%,81,9%,51,22%,31,13%,93,54%,86,66%
James Harden,36.2,LAC,Point,1555,35.4,36,51.1%,62,23%,38,24%,40,8%,33,31%,11,3%,73,43%,62,46%
James Harden,36.2,CLE,Point,192,32.1,100,62.3%,27,16%,71,29%,44,9%,58,38%,0,0%,82,46%,64,46%
Jaden Hardy,22.3,DAL,Combo,400,12.1,29,49.4%,20,14%,47,21%,37,6%,42,27%,92,20%,63,38%,81,59%
Dylan Harper,19.7,SAS,Combo,944,21.0,39,50.5%,97,52%,37,18%,33,6%,23,24%,25,6%,8,18%,5,24%
Gary Harris,31.1,MIL,Wing,536,14.1,91,60.9%,26,19%,30,13%,50,4%,30,17%,99,40%,29,24%,83,64%
Tobias Harris,33.3,DET,Forward,1095,28.1,46,51.9%,15,23%,96,35%,81,8%,90,42%,46,15%,35,20%,27,35%
Josh Hart,30.7,NYK,Wing,1399,30.4,79,58.5%,71,34%,59,19%,76,8%,66,27%,24,11%,41,27%,25,38%
Isaiah Hartenstein,27.5,OKC,Big,816,25.5,86,64.7%,71,63%,85,34%,27,1%,76,35%,26,1%,24,1%,21,2%
Sam Hauser,27.9,BOS,Big,1266,23.9,61,58.4%,0,4%,4,5%,79,6%,12,11%,75,14%,100,70%,100,84%
Jordan Hawkins,23.5,NOP,Wing,463,14.5,3,41.6%,5,10%,20,10%,98,25%,84,35%,42,15%,74,39%,69,54%
Jaxson Hayes,25.4,LAL,Big,811,17.3,98,77.6%,91,81%,44,18%,0,0%,35,18%,0,0%,22,1%,20,1%
Nigel Hayes,30.9,PHX,Big,115,7.7,0,23.8%,1,14%,90,36%,86,9%,91,45%,94,27%,48,14%,74,41%
Scoot Henderson,21.7,POR,Point,130,21.7,47,51.9%,47,20%,16,18%,42,8%,16,26%,91,16%,62,38%,78,54%
Taylor Hendricks,21.9,UTA,Forward,455,13.8,75,55.8%,40,34%,38,12%,31,2%,31,14%,88,31%,44,21%,75,52%
Taylor Hendricks,21.9,MEM,Big,132,22.1,4,45.7%,23,30%,61,24%,48,2%,59,26%,83,18%,71,26%,77,44%
Tyler Herro,25.8,MIA,Combo,394,30.4,77,55.5%,28,16%,100,41%,67,10%,99,50%,38,7%,27,27%,24,33%
Buddy Hield,32.9,GSW,Wing,717,17.5,54,53.8%,39,23%,18,10%,49,4%,22,14%,41,15%,89,49%,82,64%
Aaron Holiday,29.1,HOU,Point,402,13.0,64,54.6%,4,8%,20,21%,18,4%,9,25%,98,22%,76,45%,96,67%
Jrue Holiday,35.4,POR,Point,816,28.2,62,54.2%,40,19%,51,26%,38,7%,49,33%,51,6%,69,42%,67,48%
Ron Holland II,20.3,DET,Forward,988,19.4,13,46.7%,69,40%,69,23%,48,3%,58,25%,67,22%,10,12%,25,34%
DaRon Holmes II,23.2,DEN,Big,153,14.0,56,57.7%,3,15%,1,3%,0,0%,1,3%,77,15%,99,67%,99,82%
Chet Holmgren,23.5,OKC,Big,1488,29.2,69,60.9%,48,43%,60,23%,81,7%,69,30%,51,5%,64,22%,51,27%
Al Horford,39.4,GSW,Big,749,20.8,35,54.1%,4,16%,48,19%,60,3%,48,22%,74,14%,96,48%,92,62%
Jett Howard,22.1,ORL,Wing,326,9.9,24,50.4%,19,16%,64,20%,38,3%,54,23%,69,20%,78,41%,79,61%
Kevin Huerter,27.2,CHI,Wing,1029,23.4,56,54.0%,56,29%,49,16%,32,2%,36,18%,28,12%,77,41%,65,53%
Jay Huff,28.2,IND,Big,1129,19.5,56,57.5%,26,32%,6,7%,17,0%,3,7%,59,9%,98,52%,91,61%
Ariel Hukporti,23.6,NYK,Big,280,10.0,9,48.5%,76,68%,79,29%,56,2%,73,32%,0,0%,0,0%,0,0%
DeAndre Hunter,27.9,CLE,Wing,1117,26.0,22,50.1%,24,18%,81,25%,85,11%,87,36%,23,11%,65,35%,46,46%
Nah'Shon Hyland,25.1,MIN,Combo,683,15.2,84,56.7%,46,22%,8,10%,39,7%,8,16%,62,10%,91,52%,87,61%
Oso Ighodaro,23.3,PHX,Big,1135,19.6,80,63.7%,64,56%,96,43%,31,1%,91,44%,0,0%,0,0%,0,0%
Brandon Ingram,28.2,TOR,Wing,1866,33.9,43,52.6%,29,20%,84,26%,99,28%,99,54%,9,7%,15,20%,6,26%
Jonathan Isaac,28.1,ORL,Big,443,9.6,5,47.0%,58,52%,26,12%,75,4%,32,17%,91,23%,41,9%,61,31%
Jaden Ivey,23.7,DET,Combo,532,16.1,63,53.6%,63,26%,35,18%,57,9%,39,27%,54,9%,62,38%,57,47%
Jaden Ivey,23.7,CHI,Wing,111,27.9,45,52.8%,47,26%,9,8%,86,13%,44,21%,14,8%,86,46%,68,54%
Isaiah Jackson,23.8,IND,Big,626,16.5,60,58.4%,85,75%,55,22%,67,3%,58,25%,0,0%,0,0%,0,0%
Jaren Jackson,26.1,MEM,Big,1382,30.7,29,53.5%,12,24%,98,45%,34,1%,93,46%,55,7%,66,23%,57,30%
Quenton Jackson,27.1,IND,Combo,449,16.6,92,57.9%,86,39%,39,19%,42,7%,30,26%,59,9%,23,26%,28,35%
GG Jackson II,20.9,MEM,Wing,628,20.3,86,60.0%,84,41%,59,19%,33,2%,45,21%,50,17%,24,22%,27,39%
Trayce Jackson-Davis,25.7,GSW,Big,329,10.6,66,59.5%,96,88%,22,12%,0,0%,16,12%,0,0%,0,0%,0,0%
Kasparas Jakučionis,19.4,MIA,Combo,493,18.3,91,57.9%,57,24%,16,15%,1,2%,9,17%,96,24%,44,34%,82,59%
Bronny James,21.1,LAL,Wing,120,8.0,11,46.9%,4,9%,95,34%,91,16%,95,50%,19,9%,53,31%,31,41%
LeBron James,40.8,LAL,Forward,1254,33.0,67,54.2%,65,39%,67,23%,92,13%,79,35%,10,5%,42,21%,15,26%
Sion James,22.9,CHA,Wing,1324,22.8,14,47.4%,70,34%,16,9%,12,1%,9,10%,84,24%,54,32%,72,56%
Jaime Jaquez Jr.,24.7,MIA,Forward,1512,28.5,54,52.7%,73,40%,100,42%,52,3%,94,45%,13,5%,4,9%,0,14%
Daniss Jenkins,24.2,DET,Combo,704,16.4,25,48.9%,51,24%,75,27%,82,14%,89,41%,53,8%,29,27%,30,36%
