Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Ty Jerome,28.3,MEM,Combo,143,20.5,97,61.0%,35,18%,89,31%,43,7%,80,38%,0,1%,73,43%,49,44%
Isaiah Joe,26.3,OKC,Wing,937,19.1,91,61.2%,13,14%,3,5%,67,6%,16,11%,63,19%,96,56%,94,75%
AJ Johnson,20.9,WAS,Combo,136,8.0,0,39.8%,84,34%,96,34%,4,2%,75,36%,33,7%,15,23%,15,30%
Cameron Johnson,29.7,DEN,Wing,1038,30.5,72,56.8%,56,29%,36,13%,79,9%,51,22%,48,16%,56,33%,55,49%
Jalen Johnson,23.9,ATL,Forward,1894,35.7,65,54.2%,54,37%,92,33%,75,7%,88,40%,0,2%,46,22%,8,24%
Keldon Johnson,25.9,SAS,Wing,1321,23.6,92,61.3%,92,46%,73,23%,11,1%,55,23%,52,17%,6,14%,10,31%
Keshad Johnson,24.4,MIA,Wing,113,10.3,1,41.2%,94,49%,33,13%,0,0%,21,13%,56,18%,19,21%,26,38%
Tre Johnson,19.7,WAS,Combo,1027,23.9,59,53.3%,14,12%,77,28%,76,12%,87,40%,58,9%,66,39%,59,48%
Nikola Jokic,30.7,DEN,Big,1436,34.2,83,64.2%,28,33%,87,35%,86,9%,89,43%,31,1%,65,23%,49,24%
Herbert Jones,27.1,NOP,Wing,1012,28.9,11,47.0%,68,33%,26,11%,66,6%,34,18%,62,19%,46,30%,56,49%
Kam Jones,23.7,IND,Wing,260,14.5,9,46.6%,27,20%,97,36%,68,7%,92,43%,24,11%,36,26%,22,38%
Spencer Jones,24.4,DEN,Forward,1110,23.6,96,62.3%,44,35%,23,10%,13,1%,25,11%,98,36%,25,18%,81,54%
Tre Jones,25.8,CHI,Combo,1089,26.6,95,58.3%,99,57%,49,22%,11,3%,24,25%,22,5%,3,13%,3,18%
Tyus Jones,29.5,ORL,Point,748,15.6,11,43.9%,13,11%,24,22%,20,4%,18,26%,89,16%,87,48%,93,63%
Derrick Jones Jr.,28.7,LAC,Forward,640,25.6,88,59.9%,63,38%,52,17%,29,2%,48,19%,69,22%,40,21%,58,43%
Nikola Jovic,22.4,MIA,Forward,758,18.5,10,44.3%,33,31%,56,19%,42,2%,50,22%,38,14%,83,34%,71,48%
Ryan Kalkbrenner,23.8,CHA,Big,1032,22.4,96,76.5%,94,87%,29,13%,21,0%,21,13%,0,0%,19,0%,16,0%
Luke Kennard,29.4,LAL,Wing,133,22.3,100,75.0%,66,32%,46,16%,74,8%,59,24%,34,14%,45,30%,39,43%
Luke Kennard,29.4,ATL,Combo,913,19.9,100,69.5%,16,13%,24,17%,58,9%,27,26%,94,24%,56,37%,86,61%
Walker Kessler,24.3,UTA,Big,152,30.5,99,78.4%,66,59%,61,24%,0,0%,55,24%,47,4%,45,13%,42,17%
Corey Kispert,26.7,ATL,Wing,383,20.2,46,52.9%,57,30%,47,16%,11,1%,31,17%,16,9%,85,44%,66,53%
Corey Kispert,26.7,WAS,Wing,369,19.5,95,62.2%,59,30%,19,10%,0,0%,9,10%,34,13%,87,47%,76,60%
Maxi Kleber,33.8,LAL,Big,281,11.3,6,47.7%,46,42%,44,17%,89,10%,61,27%,52,6%,70,25%,60,31%
Dalton Knecht,24.5,LAL,Wing,399,11.4,16,48.8%,31,21%,45,16%,48,4%,40,20%,58,18%,79,41%,75,60%
Kon Knueppel,20.2,CHA,Wing,1818,31.9,94,61.7%,36,22%,56,18%,51,4%,52,23%,33,13%,82,42%,69,55%
Tyler Kolek,24.6,NYK,Combo,536,13.1,43,50.6%,44,22%,76,28%,24,5%,58,33%,43,7%,58,38%,53,45%
Christian Koloko,25.4,MEM,Big,188,17.1,3,41.2%,74,66%,76,29%,61,3%,72,31%,0,0%,29,3%,24,3%
Christian Koloko,25.4,ATL,Big,103,14.8,12,50.0%,55,50%,73,27%,84,8%,75,35%,56,8%,38,8%,39,15%
Yanic Konan Niederhäuser,22.6,LAC,Big,258,10.3,91,67.0%,91,81%,34,15%,36,1%,31,16%,0,0%,29,3%,26,3%
John Konchar,29.6,UTA,Wing,108,21.8,0,33.3%,99,55%,0,0%,0,0%,0,0%,79,23%,26,23%,44,45%
John Konchar,29.6,MEM,Wing,409,14.6,82,59.4%,88,42%,4,5%,22,1%,1,7%,95,31%,18,20%,62,51%
Luke Kornet,30.3,SAS,Big,1032,22.4,88,66.0%,95,87%,27,13%,20,0%,20,13%,0,0%,0,0%,0,0%
Vit Krejci,25.4,ATL,Wing,992,21.6,96,62.6%,8,11%,23,11%,16,1%,18,12%,64,19%,97,58%,96,77%
Vit Krejci,25.4,POR,Wing,148,18.6,27,50.9%,3,9%,54,18%,28,2%,39,19%,64,19%,92,53%,91,72%
Jonathan Kuminga,23.1,GSW,Forward,474,23.7,29,49.5%,56,38%,90,32%,73,7%,85,38%,29,10%,17,14%,10,24%
Kyle Kuzma,30.3,MIL,Forward,1379,26.5,60,53.2%,77,41%,81,28%,56,4%,69,32%,23,10%,27,18%,17,27%
Jake LaRavia,24.0,LAL,Wing,1457,26.0,65,55.2%,74,35%,64,20%,26,2%,49,22%,74,22%,22,22%,39,43%
Zach LaVine,30.6,SAC,Wing,1223,31.4,74,57.3%,49,26%,51,17%,91,15%,77,32%,19,9%,58,33%,35,42%
Jock Landale,30.0,ATL,Big,139,20.0,94,70.2%,34,38%,40,16%,44,2%,36,18%,96,29%,49,15%,76,44%
Jock Landale,30.0,MEM,Big,1058,23.5,57,57.7%,44,42%,63,24%,70,4%,62,28%,54,6%,69,24%,61,31%
Chaz Lanier,23.9,DET,Combo,120,11.0,56,52.6%,0,0%,1,3%,47,8%,1,10%,86,15%,100,74%,100,90%
Pelle Larsson,24.7,MIA,Wing,1132,24.6,66,55.7%,84,40%,84,26%,29,2%,69,27%,21,10%,25,22%,14,33%
Caris LeVert,31.2,DET,Wing,736,19.4,36,51.9%,46,25%,74,23%,69,7%,73,30%,17,9%,67,36%,42,45%
Kawhi Leonard,34.3,LAC,Wing,1425,32.4,66,56.1%,19,16%,94,33%,94,18%,96,52%,4,4%,42,29%,13,32%
Dereck Lively II,21.7,DAL,Big,115,16.5,71,61.1%,97,91%,11,9%,0,0%,8,9%,0,0%,0,0%,0,0%
Isaiah Livers,27.3,PHX,Forward,290,9.7,8,43.9%,29,28%,33,11%,58,4%,35,15%,79,26%,73,30%,83,57%
Kevon Looney,29.7,NOP,Big,250,13.9,4,45.2%,72,64%,11,9%,91,11%,40,20%,35,2%,49,15%,39,16%
Brook Lopez,37.6,LAC,Big,942,18.8,18,51.0%,2,14%,50,19%,77,5%,55,24%,66,11%,97,52%,93,62%
Caleb Love,24.1,POR,Combo,948,21.1,24,48.8%,41,20%,15,14%,44,7%,15,21%,52,8%,89,51%,84,59%
Kevin Love,37.1,UTA,Big,505,16.8,28,53.4%,6,19%,19,11%,62,3%,24,14%,76,14%,99,53%,97,67%
Sandro Mamukelashvili,26.4,TOR,Big,1218,22.2,70,60.9%,42,41%,39,16%,19,0%,33,17%,63,10%,81,32%,75,43%
Terance Mann,29.0,BKN,Wing,1208,25.2,54,53.8%,75,36%,66,20%,61,5%,63,26%,51,17%,23,22%,26,39%
Tre Mann,24.7,CHA,Combo,541,15.9,4,42.8%,37,18%,62,24%,56,9%,61,33%,68,11%,61,38%,63,49%
Lauri Markkanen,28.4,UTA,Forward,1398,34.1,69,55.0%,35,32%,71,24%,77,7%,63,31%,21,9%,63,29%,35,37%
Naji Marshall,27.8,DAL,Wing,1625,29.6,75,57.4%,66,32%,99,39%,46,4%,93,43%,31,13%,5,12%,5,25%
Caleb Martin,30.1,DAL,Forward,650,14.1,33,50.0%,75,41%,65,22%,88,12%,75,34%,52,17%,2,9%,13,26%
Tyrese Martin,26.7,BKN,Combo,658,18.8,30,49.6%,43,22%,32,17%,14,3%,14,21%,76,13%,75,45%,77,58%
Jahmai Mashack,23.0,MEM,Wing,172,17.2,12,47.1%,67,33%,81,25%,0,0%,61,25%,26,12%,49,31%,36,42%
Garrison Mathews,29.0,IND,Wing,179,12.0,77,57.8%,16,15%,7,7%,0,0%,2,7%,94,31%,88,47%,97,78%
Bennedict Mathurin,23.4,LAC,Wing,152,30.5,7,46.1%,64,32%,80,24%,96,21%,94,46%,2,3%,14,19%,3,22%
Bennedict Mathurin,23.4,IND,Wing,889,31.8,34,51.5%,54,28%,63,19%,90,14%,83,34%,11,7%,50,31%,24,38%
Karlo Matkovic,24.6,NOP,Big,573,13.7,96,71.5%,59,52%,16,10%,0,0%,10,10%,85,19%,58,19%,71,38%
Tyrese Maxey,25.0,PHI,Point,2117,38.5,71,54.7%,82,31%,22,21%,53,10%,36,32%,13,3%,56,34%,42,37%
Miles McBride,25.1,NYK,Combo,968,27.7,87,57.1%,11,12%,6,10%,81,13%,19,23%,91,19%,76,46%,92,65%
Jared McCain,21.7,PHI,Combo,581,15.7,20,48.4%,58,25%,33,18%,61,9%,37,27%,77,13%,49,35%,61,48%
CJ McCollum,34.1,WAS,Combo,1081,30.9,70,54.4%,25,16%,58,24%,92,16%,85,39%,32,6%,65,38%,52,45%
CJ McCollum,34.1,ATL,Point,544,28.7,60,54.2%,44,20%,42,24%,80,16%,69,41%,47,6%,51,34%,49,40%
TJ McConnell,33.6,IND,Point,694,16.9,82,55.8%,38,19%,100,46%,96,24%,100,70%,7,2%,0,10%,0,12%
Jaden McDaniels,25.1,MIN,Wing,1797,32.1,78,58.1%,64,32%,91,32%,72,8%,91,39%,26,12%,10,16%,7,28%
Bryce McGowens,23.0,NOP,Wing,668,20.9,76,57.7%,90,43%,71,22%,36,2%,59,25%,41,15%,12,17%,11,32%
Jordan McLaughlin,29.6,SAS,Point,106,6.7,44,51.6%,60,23%,2,13%,11,3%,2,16%,100,39%,20,23%,89,61%
Liam McNeeley,20.1,CHA,Wing,316,12.2,15,47.5%,30,20%,61,19%,21,1%,44,20%,86,25%,62,34%,74,59%
De'Anthony Melton,27.4,GSW,Combo,656,21.9,32,49.7%,68,28%,63,24%,15,3%,43,28%,78,13%,38,31%,51,45%
Sam Merrill,29.5,CLE,Wing,856,25.2,99,68.3%,4,9%,5,6%,61,5%,14,11%,32,13%,100,66%,98,79%
Khris Middleton,34.2,DAL,Big,102,25.5,44,55.6%,1,8%,99,46%,98,16%,100,62%,61,10%,60,20%,56,30%
Khris Middleton,34.2,WAS,Forward,826,24.3,25,48.8%,6,17%,75,25%,100,26%,100,51%,25,10%,50,23%,21,32%
Brandon Miller,22.9,CHA,Wing,1241,30.3,26,50.9%,21,17%,90,29%,76,8%,88,37%,8,6%,74,40%,49,46%
Jordan Miller,25.8,LAC,Combo,644,19.0,72,54.9%,87,41%,84,29%,8,3%,53,32%,63,10%,6,18%,13,27%
Josh Minott,22.9,BOS,Big,491,16.4,79,63.7%,24,31%,34,15%,26,1%,30,16%,89,21%,81,32%,85,53%
Yves Missi,21.5,NOP,Big,898,19.5,33,53.9%,88,78%,51,19%,43,2%,46,21%,0,0%,19,0%,17,0%
Ajay Mitchell,23.4,OKC,Combo,1078,25.1,73,55.0%,72,30%,97,36%,29,6%,91,42%,56,9%,9,19%,11,27%
Davion Mitchell,27.2,MIA,Point,1352,28.8,69,54.7%,76,30%,60,27%,33,6%,47,33%,33,5%,47,33%,40,37%
Donovan Mitchell,29.1,CLE,Combo,1799,33.3,89,57.1%,49,23%,66,25%,62,9%,68,34%,15,5%,57,38%,44,43%
Evan Mobley,24.4,CLE,Big,1440,32.7,44,55.5%,50,46%,66,25%,76,4%,69,30%,43,3%,62,21%,49,24%
Jonathan Mogbo,24.0,TOR,Big,105,6.2,12,50.0%,87,78%,58,22%,0,0%,50,22%,0,0%,0,0%,0,0%
Malik Monk,27.7,SAC,Combo,978,21.7,76,55.5%,24,16%,80,28%,72,10%,82,38%,48,8%,59,38%,54,46%
Moses Moody,23.4,GSW,Wing,1370,24.9,80,58.6%,23,17%,31,13%,57,5%,35,18%,86,25%,76,40%,85,65%
Ja Morant,26.2,MEM,Point,568,28.4,13,44.2%,78,30%,96,37%,47,9%,87,46%,18,4%,13,20%,11,24%
Trey Murphy III,25.4,NOP,Wing,1849,35.6,76,57.8%,59,31%,46,16%,54,5%,46,21%,6,5%,84,44%,54,49%
Jamal Murray,28.7,DEN,Point,1871,35.3,91,56.9%,53,20%,31,23%,87,18%,71,41%,24,4%,53,34%,47,38%
Keegan Murray,25.2,SAC,Forward,739,35.2,21,48.8%,4,15%,94,34%,96,16%,98,49%,15,6%,71,29%,31,35%
Kris Murray,25.2,POR,Wing,879,25.1,23,50.3%,96,51%,13,9%,0,0%,6,9%,85,24%,9,16%,31,40%
Collin Murray-Boyles,20.4,TOR,Big,988,22.0,62,59.0%,79,70%,15,10%,73,4%,22,14%,49,5%,44,12%,41,17%
Sviatoslav Mykhailiuk,28.4,UTA,Wing,1053,23.4,90,60.8%,29,20%,41,14%,40,3%,32,17%,89,27%,66,36%,80,62%
Pete Nance,25.7,MIL,Forward,219,12.2,100,74.2%,42,34%,15,8%,0,0%,15,8%,73,23%,85,34%,88,58%
Larry Nance Jr.,32.8,CLE,Big,280,12.7,2,39.7%,37,39%,21,11%,0,0%,14,11%,93,25%,67,24%,81,49%
Andrew Nembhard,25.8,IND,Point,1431,31.8,42,51.5%,49,20%,49,25%,91,21%,84,46%,16,3%,42,31%,24,34%
Ryan Nembhard,22.6,DAL,Point,706,18.6,31,50.0%,9,9%,67,28%,100,28%,98,56%,36,5%,38,30%,29,35%
Aaron Nesmith,26.0,IND,Wing,990,30.0,17,48.9%,34,22%,58,19%,73,8%,64,26%,37,14%,71,38%,64,52%
Asa Newell,20.1,ATL,Big,384,10.7,78,63.3%,49,45%,14,10%,0,0%,9,10%,97,30%,49,14%,78,45%
Zeke Nnaji,24.8,DEN,Big,454,15.1,36,54.2%,67,59%,8,7%,78,5%,18,12%,64,11%,56,18%,54,29%
Jusuf Nurkic,31.2,UTA,Big,1082,26.4,32,53.8%,43,41%,91,39%,50,2%,86,41%,29,1%,54,17%,44,18%
Royce O'Neale,32.4,PHX,Forward,1706,29.4,85,58.5%,2,10%,19,9%,17,1%,19,10%,44,15%,100,65%,98,80%
Josh Okogie,27.2,HOU,Wing,998,19.2,61,54.5%,71,34%,29,12%,42,3%,27,15%,98,35%,6,15%,59,50%
Onyeka Okongwu,24.9,ATL,Big,1673,31.6,54,57.2%,25,31%,74,28%,26,1%,66,29%,68,11%,76,29%,71,40%
Isaac Okoro,24.8,CHI,Wing,1289,26.3,62,54.5%,95,49%,11,8%,8,0%,6,9%,90,27%,8,16%,36,43%
Kelly Olynyk,34.5,SAS,Big,242,9.7,26,53.0%,38,40%,9,8%,74,4%,19,12%,58,8%,90,40%,80,48%
Kelly Oubre,29.9,PHI,Wing,1140,32.6,63,54.7%,65,32%,77,24%,41,3%,66,27%,44,15%,34,26%,33,41%
Chris Paul,40.5,LAC,Point,210,13.2,9,41.5%,0,6%,7,15%,98,25%,60,40%,60,8%,84,47%,80,55%
Gary Payton II,32.9,GSW,Wing,662,13.3,86,59.8%,98,54%,38,14%,0,0%,23,14%,46,16%,9,16%,12,32%
Micah Peavy,24.3,NOP,Wing,655,15.3,4,42.6%,85,41%,56,18%,34,2%,42,20%,74,22%,11,17%,28,39%
Noah Penda,20.8,ORL,Wing,466,12.6,19,49.2%,81,39%,62,19%,45,4%,54,23%,56,18%,17,20%,23,38%
Taelon Peter,23.7,IND,Combo,201,10.6,34,50.0%,5,8%,0,2%,3,2%,0,3%,97,26%,99,63%,99,89%
Julian Phillips,22.0,CHI,Forward,300,9.4,35,50.7%,85,44%,6,4%,21,1%,6,5%,96,36%,19,15%,73,51%
Jalen Pickett,26.0,DEN,Combo,631,19.1,41,50.6%,22,15%,29,17%,80,13%,48,30%,84,14%,68,41%,71,55%
Daeqwon Plowden,27.2,SAC,Wing,162,18.1,2,41.3%,45,24%,40,14%,0,0%,25,14%,93,29%,57,33%,78,61%
Mason Plumlee,35.7,CHA,Big,104,8.0,99,80.0%,92,86%,6,7%,83,7%,25,14%,0,0%,0,0%,0,0%
Brandin Podziemski,22.7,GSW,Combo,1522,26.7,67,53.9%,42,21%,56,23%,75,12%,72,35%,49,8%,52,36%,47,44%
Jakob Poeltl,30.0,TOR,Big,592,24.7,94,69.1%,81,71%,77,29%,0,0%,66,29%,0,0%,0,0%,0,0%
Jordan Poole,26.4,NOP,Combo,756,25.2,27,49.0%,53,24%,14,14%,16,3%,10,17%,23,6%,92,53%,80,59%
Craig Porter,25.7,CLE,Combo,829,16.6,54,52.6%,73,31%,86,30%,30,6%,77,36%,70,11%,11,21%,20,32%
Kevin Porter,25.5,MIL,Combo,1002,33.4,46,51.4%,76,32%,54,23%,96,17%,86,40%,27,6%,16,23%,14,29%
Michael Porter,27.3,BKN,Wing,1445,32.9,69,56.6%,48,26%,28,12%,89,13%,62,26%,10,7%,79,41%,52,48%
Bobby Portis,30.7,MIL,Big,1276,24.1,51,56.8%,4,16%,70,26%,99,21%,94,47%,76,14%,64,22%,70,37%
Kristaps Porzingis,30.3,ATL,Big,409,24.1,24,52.9%,16,26%,59,22%,97,16%,83,38%,53,6%,77,30%,69,36%
Quinten Post,25.6,GSW,Big,928,16.6,39,54.6%,6,18%,39,16%,58,3%,37,19%,87,21%,91,42%,94,63%
Micah Potter,27.6,IND,Big,448,17.9,46,55.9%,19,28%,31,13%,49,2%,29,15%,95,29%,74,28%,86,57%
Drake Powell,20.1,BKN,Combo,786,17.5,33,49.8%,56,24%,27,17%,65,10%,38,27%,85,15%,43,34%,65,49%
Dwight Powell,34.3,DAL,Big,531,13.3,74,62.1%,99,93%,1,3%,33,1%,1,4%,39,3%,0,0%,23,3%
Norman Powell,32.4,MIA,Wing,1428,30.4,68,56.4%,50,26%,68,21%,77,9%,74,30%,13,8%,69,36%,41,44%
Taurean Prince,31.6,MIL,Wing,168,21.1,89,60.5%,17,15%,9,8%,58,5%,21,13%,99,36%,66,36%,91,72%
Payton Pritchard,27.8,BOS,Point,1779,32.4,84,55.8%,16,13%,53,26%,60,11%,53,37%,27,4%,78,46%,71,50%
Tyrese Proctor,21.6,CLE,Combo,329,10.3,22,48.5%,30,17%,25,17%,38,6%,20,24%,80,14%,77,46%,85,60%
Olivier-Maxence Prosper,23.3,MEM,Forward,416,16.7,98,63.8%,92,46%,44,14%,25,1%,42,16%,63,21%,23,17%,38,38%
Derik Queen,20.8,NOP,Big,1456,26.0,19,51.0%,61,54%,69,26%,95,12%,81,37%,45,4%,34,5%,33,9%
Neemias Queta,26.3,BOS,Big,1322,25.0,84,64.2%,80,71%,70,26%,46,2%,65,28%,24,0%,23,1%,21,1%
Immanuel Quickley,26.4,TOR,Point,1747,32.4,73,55.1%,22,14%,80,31%,31,6%,56,37%,58,7%,67,41%,69,49%
Julius Randle,30.9,MIN,Big,1939,33.4,31,53.7%,32,36%,71,26%,90,11%,80,37%,54,6%,61,20%,50,27%
Maxime Raynaud,22.6,SAC,Big,1124,23.0,49,56.4%,30,35%,99,53%,52,2%,99,55%,40,3%,37,7%,34,9%
Duop Reath,29.3,POR,Big,209,8.1,41,55.0%,7,19%,3,5%,0,0%,2,5%,99,34%,92,42%,99,76%
Austin Reaves,27.4,LAL,Combo,1003,33.5,96,59.1%,62,26%,73,27%,41,7%,65,33%,10,5%,51,36%,35,40%
Paul Reed,26.4,DET,Big,473,13.9,79,63.5%,64,56%,67,25%,79,6%,71,31%,48,4%,41,9%,38,13%
Naz Reid,26.2,MIN,Big,1492,26.2,58,57.9%,8,20%,69,26%,35,1%,61,27%,82,18%,84,35%,84,53%
Will Richard,22.9,GSW,Wing,918,18.0,89,60.6%,61,31%,12,9%,39,3%,14,11%,91,28%,47,30%,74,58%
Nick Richards,27.9,PHX,Big,231,9.2,7,48.4%,71,62%,89,36%,59,3%,84,38%,0,0%,0,0%,0,0%
Nick Richards,27.9,CHI,Combo,117,19.6,48,51.5%,100,60%,71,26%,0,0%,33,26%,41,7%,1,7%,1,14%
Jase Richardson,20.0,ORL,Combo,419,12.3,86,57.0%,65,27%,78,28%,23,5%,56,32%,87,17%,18,24%,37,41%
Will Riley,19.7,WAS,Wing,673,15.0,14,47.3%,54,28%,85,26%,70,7%,81,33%,11,7%,54,32%,29,39%
Zaccharie Risacher,20.6,ATL,Wing,1059,23.5,50,53.6%,74,35%,24,11%,74,8%,38,19%,39,14%,51,31%,45,45%
Duncan Robinson,31.5,DET,Wing,1477,27.9,87,60.1%,6,11%,25,11%,16,1%,19,12%,73,21%,96,56%,96,77%
Mitchell Robinson,27.6,NYK,Big,801,19.6,93,68.8%,100,99%,0,1%,0,0%,0,1%,0,0%,0,0%,0,0%
Jeremiah Robinson-Earl,25.0,IND,Forward,276,16.3,6,41.8%,90,45%,35,12%,54,4%,40,16%,60,20%,29,19%,42,40%
Ryan Rollins,23.3,MIL,Point,1694,32.0,87,56.0%,71,29%,18,19%,64,12%,31,31%,76,9%,44,31%,53,40%
Rayan Rupert,21.4,POR,Wing,509,11.1,5,44.1%,49,26%,71,22%,43,3%,61,25%,77,22%,38,27%,54,49%
D'Angelo Russell,29.7,DAL,Combo,473,18.2,16,47.5%,18,14%,81,29%,90,14%,92,43%,33,7%,54,37%,46,43%
Domantas Sabonis,29.5,SAC,Big,562,29.6,43,55.4%,68,59%,74,27%,51,2%,67,30%,37,2%,40,9%,37,11%
Tidjane Salaun,20.2,CHA,Big,502,15.2,76,62.6%,36,39%,19,11%,24,1%,15,11%,79,17%,82,32%,81,49%
Kobe Sanders,23.4,LAC,Wing,927,20.6,48,53.2%,38,23%,65,20%,84,11%,76,32%,43,15%,49,31%,47,46%
Gui Santos,23.4,GSW,Wing,648,15.4,99,63.9%,79,37%,21,10%,17,1%,15,11%,59,18%,59,33%,61,51%
Ben Saraf,19.6,BKN,Point,350,15.9,4,37.1%,93,34%,40,24%,7,2%,13,26%,80,11%,36,29%,51,40%
Alexandre Sarr,20.5,WAS,Big,1154,28.2,25,53.0%,41,41%,86,34%,80,6%,84,40%,34,2%,55,17%,44,19%
Marcus Sasser,25.1,DET,Point,107,9.8,51,52.3%,58,22%,0,7%,58,11%,4,17%,73,9%,96,52%,87,61%
Baylor Scheierman,25.1,BOS,Wing,699,14.0,83,59.5%,9,12%,27,12%,44,3%,29,15%,94,29%,83,43%,93,72%
Dennis Schroder,32.1,CLE,Combo,140,20.1,1,40.0%,67,27%,90,32%,66,10%,90,42%,13,5%,23,26%,16,31%
Dennis Schroder,32.1,SAC,Point,1047,26.2,24,48.0%,36,18%,73,29%,84,17%,80,46%,42,5%,40,31%,36,36%
Alperen Sengun,23.3,HOU,Big,1620,33.8,21,51.3%,39,40%,93,40%,88,9%,96,49%,26,1%,42,10%,36,11%
Brice Sensabaugh,22.0,UTA,Wing,1143,21.2,49,53.4%,22,17%,76,24%,80,9%,79,33%,35,14%,68,36%,58,50%
Collin Sexton,26.8,CHA,Combo,916,21.8,78,55.7%,85,35%,67,25%,52,8%,67,34%,11,5%,28,27%,18,32%
Collin Sexton,26.8,CHI,Combo,126,21.2,19,48.3%,94,45%,38,18%,13,3%,16,22%,73,12%,14,22%,25,34%
Landry Shamet,28.6,NYK,Wing,717,21.8,81,59.4%,25,18%,4,6%,60,5%,13,11%,96,34%,69,37%,89,71%
Terrence Shannon Jr.,25.3,MIN,Wing,289,12.6,19,49.4%,86,42%,43,15%,44,3%,37,19%,61,19%,20,21%,30,40%
Day'Ron Sharpe,24.0,BKN,Big,950,17.6,74,62.1%,81,71%,49,19%,24,1%,38,20%,42,3%,36,6%,34,9%
Shaedon Sharpe,22.4,POR,Combo,1435,29.9,52,51.7%,82,34%,23,17%,95,17%,59,33%,6,4%,32,29%,22,32%
Jamal Shead,23.3,TOR,Combo,1247,21.9,9,45.2%,47,23%,59,24%,6,2%,32,26%,65,10%,70,41%,67,51%
Ben Sheppard,24.3,IND,Wing,991,21.1,51,53.6%,51,26%,17,9%,56,5%,24,14%,79,23%,70,37%,76,60%
Reed Sheppard,21.4,HOU,Combo,1336,24.3,66,53.8%,13,12%,43,20%,85,14%,62,33%,51,8%,81,47%,72,55%
Pascal Siakam,31.6,IND,Big,1751,33.7,29,53.4%,22,29%,88,35%,96,12%,94,47%,46,4%,59,20%,48,24%
Anfernee Simons,26.4,CHI,Combo,170,28.4,65,53.8%,10,11%,19,16%,68,10%,34,26%,14,5%,96,57%,90,63%
Anfernee Simons,26.4,BOS,Combo,1175,24.0,80,55.7%,8,10%,44,20%,89,14%,70,34%,29,6%,86,50%,73,56%
K.J. Simpson,23.2,CHA,Point,212,15.2,7,40.9%,73,29%,47,24%,13,3%,20,28%,56,7%,60,36%,60,43%
Jericho Sims,27.0,MIL,Big,608,16.0,100,82.1%,99,91%,9,9%,0,0%,6,9%,0,0%,0,0%,0,0%
Javon Small,22.9,MEM,Combo,328,16.4,14,47.1%,71,30%,68,25%,9,3%,46,28%,20,5%,53,36%,41,42%
Marcus Smart,31.7,LAL,Wing,1300,28.3,21,49.7%,24,18%,67,21%,64,6%,64,26%,49,16%,73,39%,71,56%
Dru Smith,27.8,MIA,Point,941,17.1,20,47.0%,84,33%,76,29%,0,2%,29,31%,87,14%,18,22%,33,36%
Jalen Smith,25.6,CHI,Big,932,20.3,66,59.4%,47,42%,5,6%,53,2%,5,8%,70,13%,86,37%,82,50%
Jabari Smith Jr.,22.5,HOU,Forward,1889,35.0,63,53.6%,10,20%,63,21%,85,12%,71,33%,56,18%,67,29%,69,47%
Nick Smith Jr.,21.5,LAL,Combo,266,12.7,28,49.1%,3,6%,99,37%,71,10%,95,47%,42,7%,67,40%,58,48%
Jeremy Sochan,22.5,SAS,Big,327,13.7,37,54.2%,55,50%,36,15%,50,2%,34,17%,86,19%,46,13%,64,33%
Cam Spencer,25.6,MEM,Combo,1229,23.2,99,61.3%,6,9%,46,21%,78,13%,63,33%,28,6%,90,52%,75,57%
Pat Spencer,29.3,GSW,Wing,570,17.3,29,51.0%,34,22%,99,38%,71,7%,94,45%,20,10%,31,24%,16,34%
Isaiah Stewart,24.4,DET,Big,1093,22.8,64,59.1%,53,49%,56,22%,23,1%,51,22%,71,13%,51,16%,54,29%
Julian Strawther,23.5,DEN,Wing,463,14.0,74,57.4%,52,26%,88,28%,9,1%,70,28%,49,17%,43,29%,44,45%
Jalen Suggs,24.4,ORL,Combo,899,26.5,61,53.3%,52,24%,20,16%,59,9%,25,25%,61,9%,71,41%,66,51%
Jae'Sean Tate,30.0,HOU,Wing,221,7.9,69,56.6%,83,40%,83,25%,31,2%,67,27%,82,24%,3,9%,14,33%
Dalen Terry,23.3,CHI,Wing,346,10.8,56,54.0%,86,42%,40,14%,19,1%,27,15%,80,23%,16,20%,38,43%
Cameron Thomas,24.1,BKN,Combo,576,24.0,10,46.4%,27,16%,92,33%,94,17%,97,50%,8,4%,35,31%,27,35%
Amen Thompson,22.8,HOU,Combo,2014,37.3,53,52.1%,96,50%,87,30%,49,8%,81,38%,39,7%,0,4%,0,11%
Ausar Thompson,22.8,DET,Wing,1318,25.8,31,51.3%,100,56%,98,36%,49,4%,91,40%,0,2%,0,1%,0,4%
Ethan Thompson,26.5,IND,Combo,346,16.5,15,47.5%,19,14%,22,17%,48,8%,22,24%,100,28%,42,34%,89,62%
Klay Thompson,35.7,DAL,Wing,1128,22.1,35,51.8%,2,6%,9,8%,89,14%,49,22%,53,17%,94,54%,90,72%
Nae'Qwan Tomlin,24.9,CLE,Forward,713,16.2,44,51.3%,98,55%,21,10%,0,0%,17,10%,75,24%,8,10%,29,35%
