Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Derrick Rose,34.1,NYK,Point,332,12.8,15,45.7%,72,28%,63,28%,41,8%,48,35%,65,8%,39,29%,43,37%
Terrence Ross,31.7,PHX,Wing,379,18.1,43,52.8%,1,4%,40,14%,98,25%,88,39%,74,20%,68,37%,73,57%
Terrence Ross,31.7,ORL,Wing,939,22.4,50,53.5%,3,7%,60,18%,96,23%,91,41%,37,13%,74,40%,63,52%
Terry Rozier,28.6,CHA,Combo,2221,35.3,24,48.7%,58,27%,61,22%,64,11%,62,33%,71,13%,34,28%,44,40%
Ricky Rubio,32.0,CLE,Combo,556,16.9,1,40.7%,24,20%,80,27%,70,11%,80,39%,91,20%,21,22%,52,42%
D'Angelo Russell,26.7,LAL,Point,525,30.9,98,58.8%,61,25%,11,17%,57,11%,22,27%,37,4%,78,44%,61,48%
D'Angelo Russell,26.7,MIN,Point,1777,32.9,91,56.9%,17,17%,17,18%,80,16%,39,34%,54,6%,70,43%,65,49%
Matt Ryan,25.5,MIN,Forward,140,10.8,42,53.1%,4,12%,12,6%,46,4%,18,10%,92,30%,92,48%,94,78%
Matt Ryan,25.5,LAL,Wing,108,12.1,33,51.3%,0,0%,10,8%,91,20%,62,28%,81,23%,91,50%,94,73%
Domantas Sabonis,26.5,SAC,Big,2728,34.5,81,63.2%,73,66%,45,20%,77,7%,54,27%,31,1%,41,7%,35,8%
Luka Samanic,22.8,UTA,Forward,159,22.7,46,53.6%,58,34%,44,15%,34,3%,36,18%,46,13%,74,35%,58,48%
Dario Saric,28.6,PHX,Big,465,13.7,8,48.4%,17,30%,77,27%,61,4%,76,31%,78,12%,75,26%,77,39%
Dario Saric,28.6,OKC,Big,267,13.4,68,60.8%,24,36%,37,17%,70,6%,45,22%,56,7%,90,36%,82,42%
Admiral Schofield,25.6,ORL,Forward,407,12.4,28,51.4%,48,32%,22,10%,6,1%,22,11%,76,21%,76,37%,78,58%
Dennis Schroder,29.1,LAL,Point,1974,29.9,22,47.1%,63,26%,57,27%,85,16%,67,43%,74,9%,22,23%,30,31%
Alperen Sengun,20.3,HOU,Big,2166,28.9,46,57.0%,54,54%,94,37%,44,2%,85,40%,19,0%,39,6%,31,6%
Collin Sexton,23.8,UTA,Combo,1140,23.8,79,55.7%,84,39%,91,31%,28,7%,75,38%,12,5%,15,18%,7,23%
Landry Shamet,25.6,PHX,Combo,771,19.3,27,49.1%,22,19%,2,8%,39,8%,9,17%,81,15%,94,49%,93,64%
Day'Ron Sharpe,21.0,BKN,Big,450,11.3,27,53.9%,92,81%,31,15%,0,0%,19,15%,29,1%,32,3%,26,4%
Shaedon Sharpe,19.4,POR,Wing,1680,21.0,64,55.4%,74,36%,19,10%,81,13%,46,23%,55,15%,40,25%,39,40%
Pascal Siakam,28.6,TOR,Forward,2651,37.3,32,51.8%,34,28%,92,37%,98,17%,98,53%,4,4%,18,15%,6,19%
Ben Simmons,26.3,BKN,Point,1104,26.3,89,56.9%,100,56%,98,43%,2,1%,74,44%,0,0%,0,0%,0,0%
Anfernee Simons,23.4,POR,Combo,2167,35.0,72,54.8%,29,21%,28,16%,73,12%,38,28%,26,6%,91,45%,76,52%
Jericho Sims,24.0,NYK,Big,754,15.7,98,76.5%,98,87%,17,12%,22,1%,13,13%,0,0%,0,0%,0,0%
Marcus Smart,28.7,BOS,Point,1954,32.0,46,51.3%,37,21%,28,21%,15,4%,17,25%,83,11%,72,43%,85,54%
Ish Smith,34.3,DEN,Point,300,12.5,2,40.8%,33,20%,35,22%,100,51%,100,73%,20,3%,2,4%,2,7%
Jalen Smith,22.6,IND,Big,1265,18.6,25,53.5%,41,45%,32,15%,73,6%,37,21%,74,11%,66,23%,72,34%
Dennis Smith Jr.,24.9,CHA,Combo,1357,25.1,3,44.4%,89,43%,60,22%,85,14%,67,35%,19,6%,8,17%,6,22%
Jabari Smith Jr.,19.5,HOU,Big,2436,30.8,6,47.5%,10,23%,54,21%,96,16%,81,37%,62,8%,87,33%,79,41%
Jeremy Sochan,19.5,SAS,Forward,1436,25.7,12,48.8%,74,44%,84,28%,72,7%,80,34%,14,6%,26,16%,16,22%
Lamar Stevens,25.3,CLE,Wing,1055,18.5,34,51.3%,90,45%,68,21%,30,3%,50,24%,78,22%,4,9%,19,31%
Isaiah Stewart,21.4,DET,Big,1403,28.1,20,51.9%,39,44%,22,13%,35,2%,21,15%,82,14%,75,27%,81,41%
Max Strus,26.6,MIA,Wing,2238,28.0,52,53.8%,21,18%,20,10%,13,2%,11,12%,75,21%,89,49%,93,70%
Jalen Suggs,21.4,ORL,Combo,1236,23.3,30,49.8%,74,33%,29,16%,62,11%,34,27%,24,6%,61,35%,47,41%
Edmond Sumner,26.8,BKN,Combo,673,13.2,47,51.8%,92,47%,52,20%,10,4%,26,24%,83,15%,3,13%,17,29%
Jae'Sean Tate,27.0,HOU,Forward,676,21.8,26,50.9%,88,49%,90,32%,14,1%,76,33%,20,7%,8,11%,2,18%
Jayson Tatum,24.7,BOS,Wing,2730,36.9,58,54.5%,64,33%,62,19%,58,8%,60,27%,5,4%,66,36%,38,40%
Terry Taylor,23.1,IND,Big,174,8.3,10,49.1%,56,55%,19,13%,36,2%,15,14%,79,13%,61,18%,65,30%
Dalen Terry,20.3,CHI,Wing,146,6.4,3,43.8%,91,47%,16,10%,56,8%,30,18%,77,22%,10,14%,27,35%
Daniel Theis,30.6,IND,Big,108,15.5,16,51.2%,55,54%,53,21%,59,4%,48,25%,46,4%,59,17%,49,21%
Cameron Thomas,21.1,BKN,Wing,841,15.9,26,49.9%,27,20%,99,34%,91,19%,98,53%,2,3%,36,24%,11,27%
Klay Thompson,32.7,GSW,Wing,2277,33.0,68,55.7%,8,10%,53,17%,87,16%,77,33%,27,10%,85,46%,70,56%
JT Thor,20.2,CHA,Forward,910,13.4,10,46.7%,30,25%,60,21%,66,5%,62,26%,86,28%,38,21%,60,49%
Matisse Thybulle,25.7,POR,Wing,608,27.7,70,55.8%,61,32%,14,9%,0,0%,5,9%,95,30%,49,29%,77,59%
Matisse Thybulle,25.7,PHI,Wing,575,11.7,35,51.3%,81,38%,28,11%,0,0%,9,11%,96,30%,24,21%,60,50%
Xavier Tillman,23.8,MEM,Big,1103,21.2,72,61.2%,68,61%,88,34%,33,2%,79,36%,39,2%,21,1%,24,3%
Obi Toppin,24.7,NYK,Big,1016,15.2,39,56.1%,22,34%,13,9%,24,1%,10,10%,99,27%,79,28%,91,56%
Juan Toscano-Anderson,29.6,UTA,Wing,326,14.9,2,42.5%,77,37%,99,33%,23,3%,81,36%,75,21%,3,7%,12,28%
Juan Toscano-Anderson,29.6,LAL,Forward,343,12.7,66,56.9%,98,56%,38,13%,58,5%,36,18%,54,15%,6,11%,28,26%
Karl-Anthony Towns,27.0,MIN,Big,957,33.0,42,56.5%,16,30%,81,28%,79,8%,79,36%,49,4%,85,30%,73,35%
Gary Trent Jr.,23.8,TOR,Combo,2099,31.8,51,52.3%,15,16%,44,19%,94,19%,76,38%,46,9%,66,37%,63,46%
PJ Tucker,37.5,PHI,Big,1919,25.6,32,55.1%,9,22%,25,14%,46,3%,24,17%,100,60%,24,2%,94,61%
Myles Turner,26.6,IND,Big,1825,29.4,71,61.2%,36,42%,62,23%,61,4%,61,27%,43,3%,76,27%,65,30%
Jonas Valanciunas,30.5,NOP,Big,1966,24.9,45,56.9%,46,47%,86,34%,78,8%,88,41%,27,1%,49,12%,41,12%
Fred VanVleet,28.7,TOR,Point,2532,36.7,33,49.3%,26,20%,13,17%,63,13%,28,30%,59,7%,74,43%,72,50%
Jarred Vanderbilt,23.6,LAL,Big,624,24.0,41,56.4%,78,69%,12,9%,15,1%,8,10%,90,19%,24,2%,50,21%
Jarred Vanderbilt,23.6,UTA,Big,1249,24.0,56,58.3%,63,59%,65,24%,20,1%,49,25%,84,15%,21,1%,46,16%
Devin Vassell,22.2,SAS,Wing,1179,31.0,47,53.2%,23,19%,49,16%,97,23%,87,39%,17,8%,63,34%,46,42%
Gabe Vincent,26.4,MIA,Combo,1742,25.6,38,50.7%,11,14%,31,17%,53,9%,30,26%,92,20%,80,40%,91,60%
Noah Vonleh,27.2,BOS,Big,120,8.0,23,52.8%,82,74%,34,16%,0,0%,23,16%,70,11%,0,0%,36,11%
Nikola Vucevic,32.0,CHI,Big,2743,33.5,50,57.3%,15,29%,84,30%,90,12%,89,42%,44,4%,72,25%,62,29%
Dean Wade,25.9,CLE,Forward,850,20.2,50,54.0%,24,23%,18,8%,26,2%,16,10%,94,32%,72,35%,84,67%
Franz Wagner,21.2,ORL,Wing,2608,32.6,60,54.7%,83,40%,88,27%,36,5%,75,31%,9,5%,36,24%,15,29%
Moritz Wagner,25.5,ORL,Big,1091,19.1,34,55.6%,55,55%,11,9%,32,2%,9,10%,54,6%,81,29%,74,35%
Ishmail Wainright,28.1,PHX,Forward,815,14.3,22,50.0%,14,18%,14,7%,8,1%,14,8%,98,40%,68,34%,90,75%
Jabari Walker,20.3,POR,Big,489,10.4,2,42.2%,50,50%,51,21%,70,6%,52,26%,61,7%,58,17%,55,24%
Kemba Walker,32.5,DAL,Combo,122,13.6,18,48.0%,64,29%,58,21%,48,9%,51,30%,4,4%,71,38%,48,41%
Lonnie Walker,23.9,LAL,Wing,1266,24.8,48,53.3%,60,32%,39,14%,68,10%,54,24%,39,13%,54,31%,48,44%
John Wall,32.2,LAC,Point,753,22.2,17,45.9%,85,35%,24,19%,91,18%,52,37%,35,3%,24,24%,24,28%
TJ Warren,29.2,PHX,Big,178,11.9,7,47.8%,7,19%,89,34%,98,19%,98,54%,84,15%,50,12%,59,27%
TJ Warren,29.2,BKN,Forward,468,18.0,54,55.0%,20,21%,98,40%,94,16%,100,55%,26,8%,20,15%,18,23%
Duane Washington,22.6,PHX,Point,349,13.4,13,45.0%,15,17%,43,24%,89,17%,63,41%,72,8%,54,33%,57,41%
PJ Washington,24.2,CHA,Big,2376,32.6,21,52.1%,12,27%,69,25%,74,6%,76,32%,69,9%,86,32%,81,41%
TyTy Washington Jr.,21.0,HOU,Combo,387,14.4,2,40.9%,10,12%,92,31%,52,9%,88,41%,66,11%,65,36%,66,48%
Yuta Watanabe,28.1,BKN,Forward,872,16.1,100,63.5%,42,30%,30,11%,66,5%,32,16%,88,29%,44,25%,68,54%
Lindy Waters,25.3,OKC,Forward,489,12.2,90,59.1%,0,9%,0,2%,12,1%,0,3%,72,19%,100,69%,100,88%
Trendon Watford,22.0,POR,Big,1113,18.9,67,60.8%,47,47%,90,35%,24,1%,80,36%,39,2%,55,15%,48,17%
Peyton Watson,20.1,DEN,Wing,143,15.9,11,45.9%,99,68%,30,11%,17,2%,20,14%,23,9%,5,9%,2,18%
Blake Wesley,19.6,SAS,Combo,608,16.9,0,38.1%,88,40%,57,21%,89,16%,74,37%,29,7%,7,16%,8,23%
Russell Westbrook,34.0,LAL,Combo,1487,28.6,11,45.9%,91,44%,40,18%,66,11%,46,29%,18,6%,19,21%,13,26%
Russell Westbrook,34.0,LAC,Point,633,30.2,70,53.6%,96,41%,26,20%,65,13%,37,33%,80,11%,13,15%,22,26%
Coby White,22.7,CHI,Combo,1674,22.6,81,55.8%,43,24%,20,13%,27,6%,15,20%,54,10%,92,46%,87,56%
Derrick White,28.3,BOS,Combo,2289,27.9,80,55.7%,44,25%,70,24%,11,4%,40,28%,76,15%,55,33%,67,48%
Aaron Wiggins,23.8,OKC,Wing,1245,18.1,74,56.5%,95,51%,52,17%,7,1%,30,18%,62,16%,11,15%,18,31%
Andrew Wiggins,27.7,GSW,Wing,1188,32.1,67,55.7%,30,21%,87,27%,73,12%,85,38%,21,8%,56,32%,40,41%
Grant Williams,23.9,BOS,Big,1990,25.2,51,57.5%,8,22%,49,20%,34,2%,42,22%,98,26%,84,30%,92,56%
Jalen Williams,21.5,OKC,Wing,2259,30.1,80,57.6%,92,48%,75,23%,52,6%,68,29%,5,4%,21,19%,6,23%
Jaylin Williams,20.3,OKC,Big,874,18.2,27,53.8%,11,26%,52,21%,87,10%,73,30%,64,8%,91,36%,84,44%
Jeenathan Williams,23.7,POR,Wing,119,23.9,97,63.5%,100,71%,5,5%,23,3%,4,8%,42,13%,3,8%,4,21%
Kenrich Williams,27.9,OKC,Big,1198,22.6,61,59.5%,28,39%,24,14%,85,10%,47,24%,81,13%,68,24%,75,37%
Mark Williams,20.9,CHA,Big,802,21.1,84,64.3%,90,78%,47,20%,41,2%,41,22%,0,0%,0,0%,0,0%
Patrick Williams,21.2,CHI,Big,2267,27.7,31,54.8%,19,32%,30,15%,93,14%,67,29%,86,16%,65,23%,78,39%
Robert Williams,25.0,BOS,Big,820,23.5,98,74.6%,87,76%,50,20%,48,3%,46,23%,26,1%,0,0%,12,1%
Ziaire Williams,21.1,MEM,Wing,496,14.6,36,51.5%,58,30%,42,15%,54,7%,38,22%,82,23%,38,25%,55,48%
Zion Williamson,22.3,NOP,Big,955,33.0,73,61.8%,84,75%,52,21%,21,1%,39,22%,18,0%,31,3%,24,3%
Justise Winslow,26.6,POR,Forward,764,26.4,4,44.9%,86,47%,82,27%,52,4%,72,32%,28,10%,10,12%,12,21%
James Wiseman,21.6,GSW,Big,223,12.4,82,63.6%,62,58%,87,34%,68,5%,85,40%,0,0%,27,2%,20,2%
James Wiseman,21.6,DET,Big,603,25.1,28,54.1%,51,51%,93,37%,72,6%,92,43%,22,0%,40,6%,33,7%
Christian Wood,27.1,DAL,Big,1715,25.6,57,58.8%,33,41%,44,19%,78,7%,53,27%,52,6%,76,27%,70,33%
Delon Wright,30.5,WAS,Combo,1217,24.3,70,54.8%,69,30%,83,28%,15,4%,58,33%,60,10%,33,27%,35,38%
McKinley Wright,24.0,DAL,Combo,303,12.7,54,52.9%,63,28%,96,35%,60,10%,93,45%,30,7%,17,19%,12,26%
Thaddeus Young,34.4,TOR,Big,781,14.7,38,56.0%,39,43%,95,38%,39,2%,86,40%,77,12%,36,5%,47,17%
Trae Young,24.1,ATL,Point,2540,34.8,26,48.8%,46,22%,76,33%,78,16%,85,49%,11,2%,33,27%,26,29%
Cody Zeller,30.1,MIA,Big,216,14.4,76,62.7%,79,70%,61,23%,60,4%,59,27%,35,1%,23,1%,22,3%
Ivica Zubac,25.6,LAC,Big,2168,28.5,83,63.7%,83,74%,71,25%,16,1%,50,26%,0,0%,0,0%,0,0%
