Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Maurice Harkless,28.5,SAC,Forward,863,18.4,59,54.7%,70,37%,11,9%,20,2%,9,11%,98,33%,25,20%,59,53%
Montrezl Harrell,27.8,WAS,Big,1089,23.7,91,65.5%,78,70%,57,21%,69,6%,56,28%,26,0%,26,2%,23,3%
Montrezl Harrell,27.8,CHA,Big,506,20.3,88,64.4%,92,82%,28,15%,45,3%,25,18%,0,0%,0,0%,0,0%
Gary Harris,27.1,ORL,Wing,1729,28.3,60,53.9%,37,23%,43,12%,77,13%,57,25%,82,25%,43,28%,60,52%
Joe Harris,30.2,BKN,Wing,422,30.2,99,62.7%,19,15%,31,11%,28,3%,23,15%,75,23%,88,48%,88,70%
Tobias Harris,29.3,PHI,Forward,2541,34.8,43,53.3%,59,32%,93,35%,73,8%,89,43%,14,7%,23,18%,14,25%
Josh Hart,26.7,NOP,Wing,1368,33.4,79,55.9%,96,52%,52,14%,33,5%,39,19%,11,6%,25,23%,13,29%
Josh Hart,26.7,POR,Combo,415,32.0,94,59.4%,85,38%,30,15%,27,6%,22,21%,12,5%,61,36%,46,41%
Isaiah Hartenstein,23.5,LAC,Big,1118,16.4,82,63.0%,66,59%,91,35%,9,0%,76,35%,36,2%,32,4%,31,6%
Jaxson Hayes,21.4,NOP,Big,1347,19.8,85,63.6%,74,65%,56,21%,44,3%,45,24%,52,4%,38,7%,40,11%
Killian Hayes,20.3,DET,Point,1619,24.5,16,44.0%,52,26%,80,29%,48,12%,74,41%,86,13%,14,21%,36,33%
Gordon Hayward,31.6,CHA,Wing,1561,31.9,53,52.8%,56,29%,87,24%,81,14%,88,38%,16,7%,36,26%,21,33%
Juan Hernangomez,26.1,UTA,Big,270,20.8,80,62.5%,19,35%,1,4%,0,0%,1,4%,98,29%,91,32%,97,61%
Willy Hernangomez,27.4,NOP,Big,772,16.4,16,51.2%,78,69%,72,27%,22,1%,57,28%,24,0%,28,3%,24,3%
Tyler Herro,21.8,MIA,Combo,2109,32.0,66,52.4%,34,20%,78,28%,78,16%,84,44%,45,8%,33,28%,32,36%
Buddy Hield,28.9,SAC,Wing,1557,28.3,40,51.2%,16,14%,16,8%,60,8%,29,16%,27,10%,96,59%,87,70%
Buddy Hield,28.9,IND,Wing,924,35.5,72,54.7%,34,21%,47,13%,74,12%,58,25%,34,12%,80,42%,64,54%
Haywood Highsmith,24.9,MIA,Big,133,11.1,16,51.2%,11,27%,21,12%,58,5%,22,17%,99,34%,68,22%,95,56%
George Hill,35.5,MIL,Combo,1235,22.9,59,51.3%,74,33%,23,13%,34,7%,17,21%,89,19%,31,27%,60,46%
Malcolm Hill,26.0,CHI,Wing,157,12.1,87,57.5%,23,16%,35,12%,35,5%,30,16%,62,19%,91,49%,84,67%
Solomon Hill,30.6,ATL,Wing,124,12.4,1,25.0%,64,31%,9,6%,0,0%,3,6%,62,19%,83,44%,76,63%
Jaylen Hoard,22.6,OKC,Wing,233,33.4,61,53.9%,87,44%,92,28%,16,2%,72,30%,21,8%,14,18%,8,26%
Aaron Holiday,25.1,WAS,Combo,619,15.5,60,51.5%,56,25%,97,38%,30,6%,87,44%,23,6%,22,24%,18,30%
Aaron Holiday,25.1,PHX,Point,310,15.5,22,45.3%,44,23%,96,36%,74,15%,92,51%,20,3%,22,24%,18,26%
Jrue Holiday,31.4,MIL,Point,2201,32.9,98,57.2%,64,30%,76,28%,44,11%,70,39%,28,3%,46,28%,28,31%
Justin Holiday,32.6,SAC,Wing,637,25.5,18,47.3%,28,19%,3,4%,57,8%,14,12%,68,20%,90,49%,87,69%
Justin Holiday,32.6,IND,Wing,1413,28.9,78,55.7%,11,12%,6,5%,67,11%,26,15%,73,22%,92,50%,89,72%
Richaun Holmes,28.0,SAC,Big,1071,23.8,92,66.1%,65,59%,92,35%,56,5%,88,40%,24,0%,23,1%,19,2%
Rodney Hood,29.0,MIL,Forward,527,13.9,11,45.7%,9,13%,18,13%,86,14%,70,27%,70,20%,80,40%,77,60%
Al Horford,35.4,BOS,Big,2003,29.0,41,54.9%,8,25%,67,24%,74,7%,64,31%,85,13%,87,31%,91,44%
Talen Horton-Tucker,20.9,LAL,Wing,1470,24.5,14,46.6%,86,42%,69,18%,62,9%,65,28%,13,7%,27,23%,14,30%
Danuel House,28.4,UTA,Wing,482,19.3,91,59.2%,47,27%,25,10%,19,2%,18,13%,97,36%,32,25%,74,60%
Danuel House,28.4,HOU,Wing,220,13.8,9,44.1%,75,37%,31,11%,72,11%,47,23%,52,17%,30,24%,36,41%
Dwight Howard,35.9,LAL,Big,950,15.8,80,62.5%,91,81%,22,13%,38,3%,18,15%,27,1%,29,3%,26,4%
Markus Howard,22.7,DEN,Combo,110,6.9,67,52.5%,10,11%,25,14%,52,9%,26,23%,78,14%,94,52%,91,66%
Kevin Huerter,23.2,ATL,Wing,2177,29.4,81,56.0%,16,14%,77,22%,66,10%,77,32%,48,15%,68,38%,64,53%
Elijah Hughes,23.6,POR,Forward,271,13.6,0,35.6%,2,10%,77,19%,82,12%,77,31%,57,15%,86,44%,73,59%
DeAndre Hunter,23.9,ATL,Wing,1575,29.7,38,51.0%,60,30%,81,23%,87,15%,91,39%,42,13%,16,18%,16,31%
Nah'Shon Hyland,21.1,DEN,Combo,1252,18.4,58,51.3%,35,20%,21,13%,44,8%,23,21%,64,11%,86,48%,83,59%
Serge Ibaka,32.1,LAC,Big,534,15.3,44,55.5%,9,26%,76,28%,93,15%,91,44%,40,2%,82,28%,68,30%
Serge Ibaka,32.1,MIL,Big,330,17.4,67,58.9%,14,30%,61,22%,89,13%,75,35%,62,7%,84,29%,78,36%
Andre Iguodala,37.8,GSW,Forward,598,19.3,14,46.6%,55,30%,7,8%,50,5%,16,13%,77,23%,66,34%,68,57%
Joe Ingles,34.1,UTA,Wing,1117,24.8,62,54.1%,6,10%,30,11%,8,1%,16,12%,64,20%,96,58%,96,78%
Brandon Ingram,24.2,NOP,Wing,1865,33.9,30,49.9%,32,20%,90,26%,100,33%,100,59%,0,3%,15,18%,6,21%
Kyrie Irving,29.6,BKN,Combo,1083,37.4,79,55.0%,19,15%,75,27%,89,21%,93,48%,22,6%,44,31%,35,37%
Frank Jackson,23.5,DET,Combo,1147,21.7,41,49.5%,49,24%,28,15%,31,7%,24,22%,90,19%,59,36%,78,55%
Isaiah Jackson,19.8,IND,Big,495,15.5,57,57.5%,82,74%,26,14%,55,5%,31,19%,26,0%,37,6%,32,7%
Jaren Jackson,22.1,MEM,Big,2112,27.1,5,47.8%,18,33%,84,31%,20,1%,69,32%,62,7%,82,28%,76,35%
Josh Jackson,24.7,DET,Wing,676,17.3,13,46.4%,62,30%,67,18%,63,10%,65,28%,38,13%,47,29%,38,42%
Josh Jackson,24.7,SAC,Wing,109,9.1,4,41.1%,92,47%,22,9%,89,17%,61,26%,9,6%,21,21%,10,26%
Reggie Jackson,31.5,LAC,Combo,2331,31.1,27,46.7%,38,21%,60,22%,83,17%,78,39%,39,8%,48,32%,43,40%
LeBron James,36.8,LAL,Big,2078,37.1,67,58.9%,32,42%,15,11%,90,13%,42,24%,46,3%,88,31%,75,34%
Ty Jerome,24.3,OKC,Combo,759,15.8,29,47.2%,14,13%,88,30%,14,5%,63,34%,58,10%,78,42%,76,53%
Isaiah Joe,22.3,PHI,Combo,518,11.8,61,51.5%,5,8%,4,6%,59,10%,9,16%,97,27%,88,48%,96,76%
Cameron Johnson,25.7,PHX,Forward,1670,25.3,93,59.7%,18,19%,32,14%,59,6%,45,20%,86,24%,75,37%,82,61%
James Johnson,34.7,BKN,Big,1139,18.4,13,50.3%,62,56%,28,15%,48,3%,26,18%,75,10%,55,15%,57,25%
Keldon Johnson,21.9,SAS,Forward,2390,31.9,57,54.7%,61,32%,86,27%,43,4%,80,31%,23,9%,52,28%,39,37%
Keon Johnson,19.6,LAC,Wing,111,8.6,3,36.5%,90,47%,75,21%,83,14%,82,35%,45,14%,1,5%,4,19%
Keon Johnson,19.6,POR,Combo,491,22.4,17,44.1%,76,34%,57,21%,22,5%,37,26%,18,5%,56,34%,41,40%
Stanley Johnson,25.4,LAL,Forward,1055,22.0,55,54.6%,73,38%,82,20%,57,6%,64,25%,64,17%,27,20%,41,37%
Nikola Jokic,26.7,DEN,Big,2473,33.4,79,62.3%,26,40%,86,32%,76,8%,86,40%,29,1%,63,19%,51,20%
Damian Jones,26.3,SAC,Big,977,18.1,94,68.2%,73,64%,34,16%,84,10%,55,27%,42,2%,38,6%,36,9%
Herbert Jones,23.1,NOP,Forward,2321,30.2,34,52.5%,89,50%,43,16%,68,7%,59,23%,50,14%,9,12%,23,27%
Tre Jones,21.8,SAS,Combo,1064,15.4,62,51.8%,92,40%,98,39%,46,8%,92,48%,27,7%,1,5%,3,12%
Tyus Jones,25.5,MEM,Combo,1524,20.9,70,53.2%,17,13%,99,41%,57,10%,95,51%,43,8%,32,28%,29,36%
Derrick Jones Jr.,24.7,CHI,Big,861,17.6,71,59.3%,72,64%,5,8%,12,0%,2,8%,95,20%,41,8%,64,28%
DeAndre Jordan,33.3,LAL,Big,393,12.3,92,66.3%,99,93%,1,6%,18,1%,1,7%,0,0%,0,0%,0,0%
DeAndre Jordan,33.3,PHI,Big,196,12.3,61,58.0%,98,91%,6,9%,0,0%,4,9%,0,0%,0,0%,0,0%
Cory Joseph,30.2,DET,Combo,1590,24.5,69,53.1%,71,32%,53,19%,70,13%,54,32%,55,10%,25,26%,28,36%
Georgios Kalaitzakis,22.8,OKC,Big,165,41.4,31,53.6%,31,42%,21,13%,87,11%,40,23%,61,6%,81,28%,76,34%
Frank Kaminsky,28.6,PHX,Big,167,20.9,80,62.5%,36,44%,94,36%,25,2%,85,38%,35,2%,59,17%,49,18%
Enes Kanter,29.5,BOS,Big,365,11.4,21,51.9%,84,76%,48,20%,35,2%,38,22%,0,0%,27,2%,21,2%
Luke Kennard,25.4,LAC,Wing,1893,27.1,92,59.6%,2,8%,45,13%,84,14%,62,27%,25,10%,94,56%,81,66%
Braxton Key,24.7,DET,Forward,190,21.2,27,50.7%,86,49%,70,18%,66,7%,61,25%,41,13%,16,14%,20,26%
Corey Kispert,22.7,WAS,Wing,1731,22.8,87,57.6%,39,24%,28,11%,34,5%,26,15%,70,22%,72,39%,75,61%
Maxi Kleber,29.8,DAL,Big,1435,24.3,19,51.6%,5,21%,2,7%,52,4%,7,11%,94,17%,100,52%,99,69%
Nathan Knight,24.1,MIN,Big,179,11.2,26,53.2%,79,70%,37,17%,0,0%,21,17%,45,3%,46,10%,41,13%
John Konchar,25.6,MEM,Wing,1135,16.5,97,61.8%,79,38%,26,11%,36,5%,28,16%,80,24%,25,22%,50,46%
Furkan Korkmaz,24.3,PHI,Wing,1342,20.3,21,48.0%,38,23%,64,17%,48,7%,53,24%,40,13%,73,40%,61,53%
Vit Krejci,21.4,OKC,Wing,670,24.0,55,53.2%,42,25%,58,16%,32,4%,42,20%,38,13%,81,43%,67,55%
Jonathan Kuminga,19.1,GSW,Big,1072,16.2,45,55.6%,52,50%,56,21%,37,2%,42,24%,73,10%,58,16%,59,26%
Kyle Kuzma,26.3,WAS,Big,2203,33.4,24,52.3%,10,27%,75,27%,81,10%,81,37%,69,9%,81,27%,79,36%
Zach LaVine,26.6,CHI,Wing,2322,34.7,77,55.6%,70,34%,36,12%,90,17%,70,29%,9,6%,50,31%,27,36%
Jeremy Lamb,29.4,SAC,Wing,317,18.7,19,47.4%,21,16%,97,31%,74,12%,95,43%,21,8%,57,33%,37,41%
Jeremy Lamb,29.4,IND,Wing,577,16.1,24,48.3%,13,13%,95,30%,73,12%,92,41%,33,12%,59,34%,47,46%
Jock Landale,26.0,SAS,Big,513,10.9,38,54.7%,39,45%,14,11%,39,3%,14,13%,74,10%,89,32%,86,41%
Romeo Langford,22.0,BOS,Wing,672,16.4,26,49.1%,67,32%,81,23%,37,5%,67,28%,84,25%,13,15%,35,40%
Jake Layman,27.7,MIN,Wing,118,9.9,68,54.4%,80,39%,57,16%,22,3%,37,18%,79,24%,17,18%,39,42%
Caris LeVert,27.2,IND,Combo,1213,31.1,42,49.6%,63,28%,94,36%,35,7%,83,43%,8,4%,23,24%,16,28%
Caris LeVert,27.2,CLE,Wing,566,29.8,23,48.1%,65,31%,99,36%,43,6%,94,42%,1,3%,28,23%,11,27%
Damion Lee,29.0,GSW,Wing,1157,18.7,58,53.3%,35,22%,66,18%,75,12%,70,29%,67,20%,44,28%,53,48%
Saben Lee,22.4,DET,Point,553,15.8,10,42.3%,98,51%,34,17%,4,2%,10,20%,60,6%,18,23%,24,30%
Alex Len,28.4,SAC,Big,616,15.8,40,54.9%,55,52%,95,37%,18,1%,83,38%,47,3%,41,8%,39,11%
Kira Lewis Jr.,20.6,NOP,Point,301,12.6,28,47.6%,66,30%,78,28%,24,6%,54,35%,74,9%,38,26%,42,35%
Damian Lillard,31.3,POR,Point,1054,36.4,46,49.8%,68,30%,10,10%,62,13%,20,23%,26,3%,76,44%,72,47%
Nassir Little,21.7,POR,Wing,1050,25.0,63,54.2%,75,37%,33,11%,55,8%,40,19%,36,12%,55,32%,43,44%
Isaiah Livers,23.3,DET,Wing,381,20.1,96,60.6%,27,19%,9,6%,58,8%,24,15%,90,29%,67,38%,83,67%
Kevon Looney,25.7,GSW,Big,1729,21.1,54,57.1%,81,72%,42,18%,82,10%,58,28%,0,0%,17,0%,15,0%
Brook Lopez,33.6,MIL,Big,293,22.6,32,53.8%,22,36%,59,22%,50,4%,50,25%,86,14%,72,25%,83,38%
Robin Lopez,33.6,ORL,Big,592,16.5,43,55.3%,25,40%,100,58%,24,1%,99,59%,0,0%,24,1%,19,1%
Didi Louzada,22.3,POR,Combo,120,17.2,88,56.9%,8,10%,42,17%,32,7%,30,24%,93,21%,82,45%,90,66%
Kevin Love,33.1,CLE,Big,1662,22.5,44,55.3%,2,15%,26,14%,82,10%,47,25%,76,11%,99,49%,96,60%
Kyle Lowry,35.6,MIA,Point,2136,33.9,92,56.2%,22,18%,20,14%,46,11%,30,25%,76,9%,84,47%,84,57%
Timothe Luwawu-Cabarrot,26.5,ATL,Wing,615,14.7,50,52.5%,47,26%,11,6%,13,2%,6,8%,96,34%,53,31%,81,65%
Trey Lyles,26.0,SAC,Big,542,22.6,46,55.6%,46,48%,44,18%,43,3%,36,21%,71,9%,67,21%,69,31%
Trey Lyles,26.0,DET,Big,982,19.3,19,51.6%,30,42%,48,20%,65,6%,49,25%,63,7%,77,26%,74,33%
Theo Maledon,20.4,OKC,Combo,873,17.5,18,44.2%,54,25%,91,31%,7,3%,59,34%,40,8%,52,34%,49,42%
Sandro Mamukelashvili,22.4,MIL,Big,325,10.2,35,54.3%,47,49%,18,12%,32,2%,15,14%,78,11%,79,27%,81,38%
Terance Mann,25.0,LAC,Combo,2250,27.8,75,54.0%,89,40%,64,23%,63,11%,58,34%,66,12%,8,15%,14,27%
Tre Mann,20.7,OKC,Combo,1326,22.1,32,47.8%,32,19%,82,28%,55,10%,72,38%,36,8%,60,36%,51,43%
Boban Marjanovic,33.2,DAL,Big,104,5.5,73,60.3%,45,48%,99,48%,45,3%,97,51%,0,0%,24,2%,20,2%
Lauri Markkanen,24.4,CLE,Wing,1874,30.7,70,54.6%,57,29%,54,15%,35,5%,41,20%,32,11%,71,39%,59,51%
Naji Marshall,23.8,NOP,Wing,629,14.0,6,43.3%,85,42%,73,19%,38,5%,56,25%,43,14%,19,20%,23,33%
Caleb Martin,26.1,MIA,Forward,1303,22.5,89,59.2%,82,46%,25,13%,61,7%,41,20%,66,18%,20,16%,34,34%
Cody Martin,26.1,CHA,Wing,1810,25.5,82,56.0%,91,47%,28,11%,48,7%,34,18%,72,22%,9,13%,26,35%
Kelan Martin,26.2,IND,Wing,412,15.3,26,49.4%,53,29%,39,12%,86,15%,64,27%,52,16%,42,27%,42,44%
Kenyon Martin Jr.,20.8,HOU,Forward,1547,19.8,86,58.1%,95,57%,16,13%,0,0%,14,13%,18,9%,32,21%,27,30%
Garrison Mathews,25.0,HOU,Wing,1668,25.7,74,55.1%,15,14%,3,4%,14,2%,0,6%,65,20%,97,60%,96,80%
Wesley Matthews,35.0,MIL,Wing,986,20.1,41,51.4%,33,21%,19,9%,12,1%,11,10%,89,29%,74,40%,86,69%
Tyrese Maxey,21.0,PHI,Combo,2637,35.2,84,55.8%,75,34%,75,27%,62,11%,73,38%,21,6%,19,22%,15,28%
Skylar Mays,24.2,ATL,Combo,166,11.1,83,55.8%,95,44%,7,8%,40,8%,7,15%,76,13%,30,27%,44,40%
Miles McBride,21.1,NYK,Point,324,10.8,8,41.2%,20,17%,2,7%,58,13%,8,20%,100,17%,80,46%,90,63%
CJ McCollum,30.1,NOP,Combo,878,33.8,87,56.4%,27,17%,87,29%,88,19%,94,49%,3,3%,47,31%,24,34%
CJ McCollum,30.1,POR,Wing,1261,35.0,45,52.0%,24,17%,84,24%,91,18%,93,41%,18,8%,60,34%,40,42%
TJ McConnell,29.6,IND,Point,637,23.6,64,51.3%,90,37%,98,38%,40,10%,84,48%,52,6%,0,9%,0,15%
Jaden McDaniels,21.1,MIN,Wing,1771,25.3,66,54.4%,72,35%,62,17%,31,4%,45,21%,77,23%,20,21%,42,44%
Jalen McDaniels,23.8,CHA,Wing,829,15.6,80,55.9%,77,37%,79,22%,9,1%,52,24%,50,16%,26,23%,33,39%
Doug McDermott,29.8,SAS,Forward,1220,23.9,84,57.7%,30,23%,57,17%,55,5%,57,22%,39,11%,82,43%,64,55%
JaVale McGee,33.8,PHX,Big,1152,15.6,84,63.1%,76,67%,78,28%,39,3%,66,31%,0,0%,25,2%,21,2%
Rodney McGruder,30.3,DET,Wing,703,14.7,89,58.3%,36,23%,48,13%,28,3%,32,17%,93,32%,45,29%,74,60%
Alfonzo McKinnie,29.1,CHI,Wing,184,12.3,17,47.1%,73,35%,52,15%,40,6%,42,20%,67,20%,31,24%,44,44%
Jordan McLaughlin,25.6,MIN,Point,822,14.7,72,52.0%,92,39%,42,20%,0,2%,14,21%,94,15%,26,24%,56,40%
Ben McLemore,28.7,POR,Wing,1225,20.4,72,54.6%,11,13%,1,2%,65,10%,17,12%,85,25%,91,49%,92,75%
De'Anthony Melton,23.4,MEM,Combo,1612,22.1,55,50.7%,42,22%,47,18%,49,9%,43,27%,47,9%,76,42%,69,50%
Chimezie Metu,24.6,SAC,Big,1239,21.0,15,51.1%,15,31%,69,24%,71,7%,65,31%,85,13%,78,26%,84,38%
Khris Middleton,30.2,MIL,Wing,2133,32.3,47,52.3%,17,15%,84,24%,94,21%,96,45%,6,5%,64,36%,36,41%
Patty Mills,33.2,BKN,Combo,2310,28.5,81,55.2%,6,8%,1,5%,77,16%,20,21%,91,20%,93,51%,94,71%
Paul Millsap,36.7,BKN,Big,262,11.0,1,41.5%,39,45%,68,24%,36,2%,52,26%,81,11%,61,17%,66,28%
Shake Milton,25.1,PHI,Combo,1105,20.1,45,49.7%,67,31%,85,29%,51,9%,75,38%,48,9%,21,22%,19,31%
Davion Mitchell,23.2,SAC,Combo,2019,26.9,33,47.9%,57,26%,38,16%,93,21%,71,38%,15,5%,46,31%,34,37%
Donovan Mitchell,25.1,UTA,Combo,2263,33.8,73,53.5%,44,22%,65,23%,54,10%,57,33%,14,5%,69,40%,56,45%
Evan Mobley,20.4,CLE,Big,2322,33.7,23,52.3%,40,46%,90,34%,85,11%,93,45%,42,2%,40,8%,38,10%
Malik Monk,23.7,LAL,Combo,2096,27.6,90,57.7%,68,31%,24,14%,13,5%,13,19%,52,10%,73,41%,70,51%
Moses Moody,19.4,GSW,Wing,513,11.9,75,55.3%,54,29%,7,6%,57,8%,21,14%,69,21%,65,37%,70,57%
Xavier Moon,26.8,LAC,Point,125,15.7,60,51.0%,6,10%,52,22%,98,40%,96,62%,4,2%,40,26%,22,28%
Ja Morant,22.2,MEM,Point,1881,33.0,78,53.0%,94,43%,92,34%,14,4%,68,38%,8,2%,8,17%,6,19%
Marcus Morris,32.2,LAC,Big,1563,29.0,15,51.2%,0,8%,80,29%,99,26%,98,54%,69,9%,83,28%,81,38%
Markieff Morris,32.2,MIA,Big,286,16.9,34,54.1%,6,21%,76,28%,95,19%,94,47%,91,16%,56,16%,71,32%
Monte Morris,26.3,DEN,Point,2234,29.8,94,56.4%,42,23%,30,16%,92,22%,66,38%,90,14%,34,26%,54,40%
Mychal Mulder,27.4,ORL,Combo,171,12.3,11,41.7%,24,16%,14,11%,17,5%,10,16%,75,13%,96,54%,93,67%
Trey Murphy III,21.4,NOP,Wing,762,14.7,31,50.0%,46,26%,12,7%,26,3%,9,10%,87,27%,65,37%,79,64%
Dejounte Murray,25.1,SAS,Point,2364,34.8,50,50.0%,58,28%,82,29%,88,20%,86,50%,40,4%,12,18%,12,22%
Mike Muscala,30.3,OKC,Big,588,13.7,74,60.4%,4,20%,14,11%,74,7%,24,18%,79,11%,99,52%,98,63%
Sviatoslav Mykhailiuk,24.4,TOR,Wing,659,14.3,21,47.8%,53,29%,41,12%,45,6%,38,19%,60,18%,60,35%,62,53%
Abdel Nader,28.1,PHX,Wing,127,9.1,12,46.2%,88,45%,87,24%,0,0%,53,24%,53,17%,10,14%,16,31%
Larry Nance Jr.,28.8,NOP,Big,176,19.6,83,63.0%,67,59%,53,20%,68,6%,54,27%,66,8%,36,6%,42,14%
Larry Nance Jr.,28.8,POR,Big,841,22.7,52,56.8%,49,50%,41,18%,57,5%,39,23%,67,9%,64,19%,64,28%
Aaron Nesmith,22.0,BOS,Wing,440,10.5,5,42.1%,31,20%,46,13%,26,3%,30,16%,86,27%,67,37%,79,64%
Raul Neto,29.5,WAS,Combo,1315,19.9,54,50.6%,69,31%,96,38%,29,6%,85,44%,6,4%,18,21%,11,25%
Georges Niang,28.4,PHI,Big,1683,22.2,61,57.9%,3,16%,30,15%,29,2%,22,17%,95,22%,97,45%,98,67%
Daishen Nix,19.7,HOU,Point,210,10.5,44,49.0%,100,55%,32,16%,2,2%,6,18%,24,3%,24,24%,20,27%
Zeke Nnaji,20.8,DEN,Big,625,16.5,71,59.9%,50,50%,7,9%,64,5%,17,15%,92,16%,64,19%,77,35%
Nerlens Noel,27.6,NYK,Big,554,22.2,34,54.2%,68,60%,83,31%,69,6%,81,37%,48,3%,0,0%,25,3%
Jaylen Nowell,22.3,MIN,Combo,888,15.9,89,57.2%,61,28%,86,29%,39,8%,70,37%,41,8%,29,27%,27,35%
Frank Ntilikina,23.3,DAL,Wing,592,11.9,20,47.6%,20,15%,71,19%,87,15%,81,35%,63,19%,51,31%,57,50%
Jusuf Nurkic,27.2,POR,Big,1574,28.1,39,54.7%,74,65%,65,23%,54,4%,56,27%,22,0%,42,8%,35,8%
David Nwaba,28.8,HOU,Wing,507,11.8,46,52.1%,98,58%,65,18%,6,1%,36,18%,30,11%,8,13%,7,24%
Jordan Nwora,23.1,MIL,Wing,1054,18.2,37,50.9%,40,24%,45,13%,86,15%,63,27%,49,16%,57,33%,53,49%
Royce O'Neale,28.4,UTA,Wing,2399,31.2,93,59.9%,43,26%,13,7%,4,0%,6,7%,78,23%,82,43%,83,67%
Semi Ojeleye,26.9,MIL,Big,268,15.8,0,27.9%,1,11%,79,29%,26,2%,62,30%,96,27%,89,32%,96,59%
Chuma Okeke,23.2,ORL,Forward,1667,23.8,16,47.9%,20,21%,30,14%,45,4%,32,18%,61,16%,91,45%,84,61%
Josh Okogie,23.2,MIN,Wing,452,11.0,8,44.0%,96,56%,9,6%,7,1%,4,7%,83,25%,7,12%,30,37%
Onyeka Okongwu,20.9,ATL,Big,967,20.1,95,68.7%,86,78%,52,20%,21,1%,37,22%,0,0%,0,0%,0,0%
Isaac Okoro,20.8,CLE,Wing,1980,29.6,69,54.5%,97,58%,21,9%,13,1%,13,11%,82,24%,4,7%,18,32%
KZ Okpala,22.5,MIA,Big,200,13.4,2,43.8%,28,42%,71,25%,48,3%,58,28%,94,20%,47,10%,67,30%
Victor Oladipo,29.5,MIA,Combo,163,20.4,96,61.4%,62,28%,13,11%,69,13%,29,24%,31,7%,72,41%,64,48%
Kelly Olynyk,30.5,DET,Big,759,19.0,20,51.8%,23,38%,31,15%,78,9%,43,24%,39,2%,95,36%,82,38%
Cedi Osman,26.6,CLE,Wing,1440,21.8,70,54.6%,51,28%,32,11%,20,2%,20,14%,31,11%,87,47%,70,58%
Kelly Oubre,25.9,CHA,Wing,1931,25.4,57,53.3%,60,30%,42,12%,18,2%,23,15%,61,18%,66,37%,68,55%
Kevin Pangos,28.8,CLE,Combo,121,9.3,3,30.9%,7,9%,74,26%,25,6%,56,32%,4,3%,98,56%,84,59%
Jabari Parker,26.6,BOS,Big,102,9.3,72,60.0%,12,28%,24,14%,94,17%,62,31%,92,17%,74,25%,87,42%
Eric Paschall,25.0,UTA,Big,650,13.8,51,56.7%,31,42%,36,17%,27,2%,28,19%,96,23%,56,16%,84,39%
Chris Paul,36.5,PHX,Point,2134,32.8,82,54.1%,0,5%,88,33%,96,36%,100,69%,12,2%,20,23%,16,26%
Cameron Payne,27.2,PHX,Combo,1216,21.0,28,47.1%,53,25%,93,35%,26,6%,81,41%,7,4%,43,31%,25,34%
Elfrid Payton,27.7,PHX,Combo,433,10.1,7,37.6%,86,39%,100,49%,18,5%,96,54%,13,5%,0,3%,0,8%
Gary Payton II,28.9,GSW,Combo,1207,17.0,99,67.6%,99,54%,22,13%,2,1%,6,14%,92,20%,7,12%,22,33%
Reggie Perry,21.6,POR,Big,168,18.7,30,53.4%,42,47%,70,25%,84,10%,76,35%,35,1%,59,17%,49,18%
Jamorko Pickett,23.9,DET,Big,155,15.6,8,48.9%,1,8%,27,15%,34,2%,19,17%,97,27%,98,48%,100,75%
Theo Pinson,26.0,DAL,Wing,118,10.8,43,51.6%,18,15%,19,9%,60,9%,33,18%,10,6%,99,62%,85,68%
Mason Plumlee,31.7,CHA,Big,1787,24.5,88,64.4%,93,83%,35,17%,15,1%,24,17%,0,0%,0,0%,0,0%
Jakob Poeltl,26.0,SAS,Big,1967,28.9,78,61.7%,61,56%,97,42%,29,2%,91,44%,0,0%,0,0%,0,0%
Aleksej Pokusevski,19.8,OKC,Big,1200,19.7,4,47.3%,12,28%,69,24%,70,7%,64,31%,68,9%,91,33%,86,41%
Jordan Poole,22.4,GSW,Combo,2232,29.4,80,55.1%,47,23%,40,17%,45,8%,35,25%,49,9%,77,42%,73,51%
Kevin Porter,21.5,HOU,Point,1905,31.2,68,51.4%,60,28%,24,15%,32,9%,24,23%,50,5%,74,43%,74,48%
Michael Porter,23.3,DEN,Wing,264,29.4,4,41.2%,38,23%,23,10%,96,22%,75,32%,5,5%,75,40%,45,45%
Otto Porter,28.4,GSW,Forward,1373,21.8,73,56.2%,32,24%,52,16%,75,11%,68,27%,43,13%,70,36%,57,49%
Bobby Portis,26.7,MIL,Big,2019,28.0,45,55.6%,11,27%,65,23%,88,12%,78,36%,89,15%,69,22%,80,37%
Kristaps Porzingis,26.3,WAS,Big,478,28.2,28,53.3%,8,26%,89,33%,94,15%,95,48%,32,1%,75,25%,59,26%
Kristaps Porzingis,26.3,DAL,Big,1001,29.5,12,50.1%,14,30%,73,27%,91,13%,87,40%,33,1%,84,29%,68,30%
Dwight Powell,30.3,DAL,Big,1793,21.9,96,68.9%,88,80%,9,9%,38,2%,10,12%,36,2%,35,6%,34,8%
Norman Powell,28.4,POR,Wing,1331,33.3,69,54.6%,70,34%,60,16%,79,13%,71,29%,42,13%,29,24%,28,37%
Norman Powell,28.4,LAC,Wing,120,24.1,94,60.5%,60,30%,94,29%,58,8%,87,37%,14,7%,37,26%,21,33%
