Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Cole Anthony,21.5,ORL,Point,2044,31.5,24,46.9%,48,24%,54,23%,64,13%,58,36%,34,4%,64,36%,58,40%
OG Anunoby,24.3,TOR,Wing,1722,35.9,49,52.5%,69,33%,48,14%,65,10%,51,24%,46,14%,47,29%,41,43%
Trevor Ariza,36.3,LAL,Forward,453,18.9,5,42.8%,34,25%,0,4%,0,0%,0,4%,93,28%,84,44%,95,71%
D.J. Augustin,34.0,LAL,Combo,357,17.9,97,63.4%,11,12%,8,8%,5,2%,2,11%,100,30%,84,47%,97,77%
D.J. Augustin,34.0,HOU,Point,507,14.9,88,55.2%,36,21%,0,6%,16,4%,0,11%,82,11%,100,57%,98,68%
Deni Avdija,20.8,WAS,Wing,1910,23.6,35,50.6%,71,34%,74,19%,36,5%,54,25%,31,11%,49,30%,38,41%
Deandre Ayton,23.3,PHX,Big,1708,29.5,86,64.0%,32,42%,98,44%,86,11%,99,55%,0,0%,28,2%,22,2%
Udoka Azubuike,22.1,UTA,Big,155,15.6,98,70.6%,96,89%,16,11%,0,0%,9,11%,0,0%,0,0%,0,0%
Marvin Bagley,22.6,DET,Big,488,27.1,59,57.8%,54,51%,85,31%,30,2%,73,33%,53,4%,48,11%,45,15%
Marvin Bagley,22.6,SAC,Big,650,21.7,9,49.4%,24,39%,89,33%,52,4%,82,37%,89,15%,45,9%,54,24%
LaMelo Ball,20.2,CHA,Point,2403,32.1,74,52.4%,56,28%,44,20%,34,9%,36,29%,62,7%,60,35%,66,43%
Lonzo Ball,24.0,CHI,Point,1204,34.4,96,56.6%,18,17%,4,8%,30,9%,2,17%,96,16%,90,50%,92,66%
Mohamed Bamba,23.5,ORL,Big,1795,25.3,48,56.1%,20,36%,23,14%,75,7%,35,21%,84,12%,88,32%,89,44%
Desmond Bane,23.4,MEM,Wing,2262,29.8,84,57.0%,31,20%,74,20%,84,14%,80,34%,24,9%,64,37%,48,46%
Dalano Banton,22.0,TOR,Combo,626,10.8,16,44.0%,96,46%,63,22%,43,8%,48,30%,30,7%,13,17%,9,24%
Harrison Barnes,29.4,SAC,Wing,2581,33.5,76,55.5%,77,37%,86,24%,16,2%,59,26%,36,12%,33,25%,29,37%
Scottie Barnes,20.3,TOR,Wing,2603,35.2,48,52.5%,74,36%,97,33%,79,13%,97,46%,11,6%,8,12%,5,19%
RJ Barrett,21.4,NYK,Wing,2407,34.4,14,46.7%,83,41%,83,23%,39,5%,68,29%,19,8%,24,22%,14,30%
Will Barton,30.8,DEN,Wing,2272,32.0,51,52.7%,48,27%,65,17%,67,10%,66,28%,28,11%,61,35%,46,45%
Charles Bassey,21.0,PHI,Big,124,7.8,96,69.0%,80,71%,40,18%,66,6%,41,24%,46,3%,29,3%,30,6%
Keita Bates-Diop,25.8,SAS,Big,911,16.3,38,54.6%,69,61%,35,16%,60,5%,36,21%,68,9%,44,8%,48,17%
Nicolas Batum,32.9,LAC,Wing,1457,24.7,96,60.7%,18,15%,13,7%,62,10%,31,17%,75,23%,86,46%,86,69%
Kent Bazemore,32.3,LAL,Wing,487,15.2,8,43.8%,41,24%,29,11%,75,12%,48,23%,96,34%,18,19%,62,53%
Darius Bazley,21.4,OKC,Forward,1931,28.0,20,48.8%,80,44%,61,17%,25,2%,36,19%,27,10%,48,27%,43,37%
Bradley Beal,28.3,WAS,Combo,1438,36.0,40,49.3%,66,30%,81,28%,82,17%,88,45%,26,7%,15,19%,12,25%
Malik Beasley,24.9,MIN,Wing,1959,24.8,60,53.7%,9,11%,20,9%,43,6%,25,15%,86,25%,89,48%,91,74%
DeAndre' Bembry,27.3,BKN,Wing,894,19.0,88,58.1%,100,70%,53,15%,5,0%,27,16%,23,9%,2,6%,1,15%
Davis Bertans,29.0,WAS,Wing,489,14.8,34,50.3%,3,8%,8,6%,21,2%,7,8%,54,17%,100,67%,98,84%
Davis Bertans,29.0,DAL,Forward,285,13.0,80,56.9%,5,11%,2,4%,14,1%,2,5%,73,21%,100,63%,100,83%
Patrick Beverley,33.3,MIN,Combo,1473,25.4,50,50.5%,43,22%,66,23%,9,3%,39,27%,69,12%,68,39%,71,51%
Saddiq Bey,22.6,DET,Wing,2684,32.7,29,49.7%,43,26%,55,16%,61,9%,55,25%,44,14%,62,36%,55,50%
Khem Birch,29.1,TOR,Big,988,18.0,6,48.5%,48,49%,98,43%,35,2%,94,45%,61,6%,0,0%,32,6%
Goga Bitadze,22.3,IND,Big,678,15.4,68,58.9%,68,60%,18,12%,21,1%,12,13%,39,2%,76,26%,62,28%
Bismack Biyombo,29.2,PHX,Big,440,14.2,78,61.8%,75,66%,88,32%,24,1%,74,34%,0,0%,0,0%,0,0%
Nemanja Bjelica,33.5,GSW,Big,1093,15.6,41,54.9%,19,34%,62,22%,42,3%,49,25%,58,6%,94,35%,85,40%
Eric Bledsoe,31.9,LAC,Point,1358,25.2,30,47.7%,78,32%,50,21%,68,14%,56,35%,38,4%,44,28%,32,32%
Keljin Blevins,25.9,POR,Combo,258,9.6,5,34.6%,41,22%,5,6%,28,6%,4,12%,95,24%,75,41%,92,66%
Bogdan Bogdanovic,29.2,ATL,Wing,1835,29.1,59,53.6%,21,16%,68,18%,70,11%,69,29%,45,14%,77,41%,67,55%
Bojan Bogdanovic,32.5,UTA,Forward,2121,30.7,64,55.4%,36,25%,84,25%,36,3%,73,28%,68,19%,55,28%,55,47%
Leandro Bolmaro,21.1,MIN,Wing,165,10.3,1,30.4%,91,47%,82,23%,64,10%,79,33%,1,3%,14,17%,6,20%
Devin Booker,25.0,PHX,Wing,2343,34.5,58,53.4%,19,15%,92,27%,99,26%,99,53%,3,5%,38,27%,17,31%
Brandon Boston Jr.,19.9,LAC,Wing,669,15.2,9,44.3%,65,31%,51,14%,95,21%,85,36%,19,8%,34,25%,20,33%
Chris Boucher,28.8,TOR,Big,1666,20.8,25,52.6%,52,50%,10,10%,51,4%,16,14%,78,11%,73,25%,78,36%
James Bouknight,21.1,CHA,Combo,234,12.3,24,45.5%,97,46%,34,16%,4,2%,12,18%,50,9%,28,27%,30,36%
Avery Bradley,30.9,LAL,Wing,1384,22.3,67,54.4%,26,18%,43,12%,68,11%,50,23%,97,35%,30,24%,72,59%
Tony Bradley,23.8,CHI,Big,492,10.1,66,58.7%,83,75%,42,18%,72,7%,46,25%,0,0%,0,0%,0,0%
Ignas Brazdeikis,22.8,ORL,Forward,439,11.6,50,54.0%,75,40%,23,13%,48,4%,30,17%,59,16%,50,27%,48,43%
Mikal Bridges,25.2,PHX,Wing,2846,34.7,95,60.5%,59,30%,94,29%,53,8%,86,36%,65,20%,11,14%,24,34%
Miles Bridges,23.6,CHA,Forward,2824,35.3,70,55.7%,84,46%,55,16%,39,3%,39,19%,30,10%,41,24%,36,34%
Oshae Brissett,23.4,IND,Big,1508,23.6,10,49.5%,34,43%,17,12%,49,4%,18,15%,88,15%,80,27%,88,42%
Malcolm Brogdon,28.9,IND,Combo,1205,33.5,49,50.3%,90,40%,36,16%,71,13%,45,29%,17,5%,25,26%,20,31%
Armoni Brooks,23.4,HOU,Combo,619,15.5,34,48.2%,9,11%,0,3%,3,1%,0,4%,71,12%,99,73%,99,85%
Armoni Brooks,23.4,TOR,Combo,139,11.7,10,41.4%,0,0%,2,6%,0,0%,1,6%,77,14%,100,81%,100,94%
Dillon Brooks,25.8,MEM,Wing,881,27.6,23,48.2%,55,29%,96,31%,82,14%,97,45%,4,5%,23,22%,9,26%
Bruce Brown,25.2,BKN,Wing,1707,24.0,62,54.1%,94,50%,96,30%,21,2%,78,33%,33,12%,1,5%,3,17%
Charles Brown,24.7,PHI,Wing,135,10.4,0,23.1%,99,59%,52,15%,53,7%,46,22%,3,4%,12,15%,4,19%
Greg Brown,20.2,POR,Big,504,12.9,9,49.3%,60,54%,5,9%,58,5%,13,13%,84,12%,66,20%,72,32%
Jaylen Brown,25.0,BOS,Wing,2220,33.6,64,54.2%,58,30%,78,22%,81,13%,84,36%,16,8%,42,27%,25,35%
Moses Brown,22.1,CLE,Big,163,12.6,84,63.6%,84,76%,64,23%,25,2%,44,24%,0,0%,0,0%,0,0%
Moses Brown,22.1,DAL,Big,134,6.1,47,56.1%,99,92%,4,8%,0,0%,2,8%,0,0%,0,0%,0,0%
Sterling Brown,26.7,DAL,Wing,569,11.6,11,45.2%,50,28%,21,9%,51,7%,31,16%,91,30%,36,26%,69,56%
Troy Brown,22.3,CHI,Wing,955,16.5,35,50.5%,72,35%,30,11%,30,4%,25,15%,94,32%,17,18%,58,50%
Jalen Brunson,25.2,DAL,Combo,2519,31.9,77,54.9%,40,22%,95,36%,86,18%,97,54%,35,7%,11,16%,8,24%
Thomas Bryant,24.3,WAS,Big,416,17.4,52,56.7%,54,51%,13,11%,91,13%,44,24%,56,5%,65,19%,56,25%
Reggie Bullock,30.6,DAL,Wing,1893,27.8,67,54.4%,9,11%,11,7%,40,5%,14,12%,99,37%,74,40%,95,77%
Trey Burke,29.0,DAL,Combo,351,9.8,31,47.6%,29,17%,50,19%,99,28%,91,47%,25,6%,40,30%,31,36%
Alec Burks,30.3,NYK,Combo,2309,28.5,48,50.0%,37,20%,55,20%,60,10%,51,31%,67,12%,65,37%,67,49%
Jared Butler,21.2,UTA,Combo,266,10.7,36,48.6%,26,17%,48,19%,35,7%,36,26%,34,7%,91,50%,80,57%
Jimmy Butler,32.1,MIA,Wing,1926,33.8,30,49.7%,84,42%,99,35%,77,12%,98,47%,8,6%,3,6%,0,11%
Kentavious Caldwell-Pope,28.7,WAS,Wing,2326,30.2,57,53.3%,25,17%,50,14%,97,23%,87,37%,55,17%,46,29%,51,46%
Facundo Campazzo,30.6,DEN,Point,1098,18.9,26,47.3%,46,24%,18,14%,8,4%,4,17%,84,11%,86,48%,88,59%
Vlatko Cancar,24.6,DEN,Big,163,11.7,80,62.5%,59,53%,41,18%,55,4%,38,22%,79,11%,51,13%,55,24%
Devin Cannady,25.4,ORL,Combo,139,28.0,30,47.6%,2,5%,6,7%,15,5%,3,12%,98,29%,97,55%,98,83%
Clint Capela,27.5,ATL,Big,2041,27.6,76,61.5%,94,83%,34,16%,14,1%,21,17%,0,0%,0,0%,0,0%
Jevon Carter,26.1,MIL,Combo,325,17.1,100,70.3%,12,12%,9,9%,94,22%,52,31%,96,27%,39,30%,79,57%
Jevon Carter,26.1,BKN,Combo,472,10.7,23,45.4%,1,3%,3,6%,76,15%,21,21%,94,22%,95,53%,95,76%
Wendell Carter,22.5,ORL,Big,1848,29.8,60,57.9%,29,42%,54,21%,80,9%,61,30%,48,3%,75,25%,65,28%
Alex Caruso,27.7,CHI,Combo,1136,27.7,38,48.8%,84,36%,15,12%,40,8%,14,19%,85,18%,27,27%,55,44%
Willie Cauley-Stein,28.2,DAL,Big,170,9.5,4,47.1%,72,64%,61,22%,78,8%,62,31%,0,0%,34,6%,29,6%
Justin Champagnie,20.3,TOR,Wing,227,8.4,31,50.0%,95,50%,24,10%,0,0%,11,10%,72,22%,16,18%,34,40%
Chris Chiozza,25.9,GSW,Combo,307,10.6,6,35.5%,16,13%,35,16%,24,6%,25,22%,82,16%,90,49%,89,65%
Marquese Chriss,24.3,DAL,Big,278,9.0,32,53.8%,76,67%,33,16%,40,3%,29,19%,55,4%,46,10%,42,14%
Josh Christopher,19.9,HOU,Combo,1195,17.1,65,52.3%,87,39%,59,22%,21,5%,40,27%,56,10%,24,25%,26,35%
Gary Clark,27.0,NOP,Big,314,10.5,29,53.3%,4,16%,4,8%,23,1%,4,9%,100,44%,85,30%,99,75%
Brandon Clarke,25.1,MEM,Big,1188,18.9,89,65.2%,64,58%,91,34%,47,3%,84,38%,49,3%,22,1%,28,4%
Jordan Clarkson,29.4,UTA,Combo,2109,26.7,53,50.6%,25,17%,83,29%,8,3%,53,31%,62,11%,75,41%,74,52%
Nicolas Claxton,22.5,BKN,Big,940,20.4,95,68.7%,87,80%,49,20%,10,0%,35,20%,0,0%,0,0%,0,0%
Amir Coffey,24.4,LAC,Wing,1472,23.0,81,56.0%,48,27%,59,16%,41,6%,45,22%,55,17%,58,34%,60,51%
John Collins,24.1,ATL,Big,1662,30.8,55,57.2%,27,42%,68,24%,79,9%,72,33%,70,9%,58,16%,58,25%
Zach Collins,24.0,SAS,Big,482,17.2,26,53.0%,38,45%,58,22%,83,10%,68,32%,38,2%,68,22%,53,23%
Mike Conley,34.1,UTA,Point,2056,28.6,86,54.5%,12,13%,86,33%,12,4%,62,37%,68,9%,70,41%,76,50%
Pat Connaughton,28.8,MIL,Wing,1655,25.5,94,60.2%,29,19%,8,6%,10,1%,5,7%,74,23%,93,51%,91,74%
Tyler Cook,24.1,CHI,Big,188,9.9,85,63.9%,96,90%,11,10%,0,0%,6,10%,0,0%,0,0%,0,0%
DeMarcus Cousins,31.2,MIL,Big,286,16.9,25,52.6%,49,49%,19,12%,15,1%,11,13%,57,6%,92,33%,82,38%
DeMarcus Cousins,31.2,DEN,Big,424,13.7,17,51.3%,53,51%,31,16%,44,3%,28,19%,0,0%,86,30%,69,30%
Robert Covington,30.9,LAC,Forward,478,20.8,100,68.1%,50,29%,5,6%,16,1%,5,7%,48,14%,93,50%,86,64%
Robert Covington,30.9,POR,Forward,1425,29.7,25,50.1%,23,21%,14,10%,34,3%,11,12%,45,14%,98,53%,91,67%
Torrey Craig,30.9,IND,Forward,1013,19.9,61,55.0%,64,33%,34,14%,64,7%,52,21%,75,21%,43,25%,52,46%
Torrey Craig,30.9,PHX,Forward,521,19.3,68,55.6%,43,26%,20,13%,41,3%,25,16%,84,24%,64,34%,70,58%
Jae Crowder,31.3,PHX,Forward,1884,28.1,30,51.8%,0,9%,27,13%,84,13%,66,26%,52,15%,95,50%,89,64%
Jarrett Culver,22.7,MEM,Combo,201,9.6,8,38.7%,79,36%,41,17%,72,13%,49,30%,70,12%,20,22%,23,34%
Cade Cunningham,20.1,DET,Wing,2082,32.5,16,47.0%,67,32%,82,23%,76,12%,83,35%,7,5%,43,28%,23,33%
Seth Curry,31.2,BKN,Wing,568,29.9,100,63.3%,1,6%,40,12%,97,23%,82,35%,50,16%,82,43%,72,59%
Seth Curry,31.2,PHI,Combo,1564,34.8,91,57.9%,4,8%,37,16%,100,29%,89,45%,46,9%,66,38%,62,47%
Stephen Curry,33.6,GSW,Point,2203,34.4,90,55.5%,26,18%,16,13%,36,10%,22,23%,58,6%,92,52%,86,59%
Anthony Davis,28.6,LAL,Big,1402,35.1,36,54.3%,42,46%,54,21%,98,23%,92,44%,34,1%,44,8%,38,9%
Ed Davis,32.4,CLE,Big,158,8.8,87,64.3%,94,83%,35,17%,0,0%,19,17%,0,0%,0,0%,0,0%
Terence Davis,24.5,SAC,Wing,517,17.2,38,51.0%,62,30%,35,12%,31,4%,28,16%,35,12%,81,42%,66,54%
DeMar DeRozan,32.2,CHI,Forward,2737,36.0,32,52.4%,25,21%,89,29%,100,41%,100,71%,7,3%,0,5%,0,8%
Dewayne Dedmon,32.2,MIA,Big,1057,15.8,75,60.7%,69,60%,50,20%,67,6%,52,26%,41,2%,48,11%,42,13%
Donte DiVincenzo,24.8,MIL,Combo,327,19.3,13,43.1%,60,28%,12,11%,6,3%,5,13%,86,18%,74,41%,85,59%
Donte DiVincenzo,24.8,SAC,Combo,660,26.4,37,48.6%,36,20%,17,13%,11,4%,11,17%,74,12%,92,51%,87,63%
Mamadi Diakite,24.8,OKC,Big,181,13.9,37,54.3%,56,52%,86,32%,66,6%,85,38%,52,4%,35,6%,39,10%
Hamidou Diallo,23.3,DET,Wing,1248,21.9,42,51.6%,89,46%,91,27%,69,11%,89,38%,20,8%,4,7%,2,15%
Gorgui Dieng,31.8,ATL,Big,302,8.7,66,58.8%,6,22%,16,11%,92,14%,48,25%,59,6%,98,48%,94,53%
Spencer Dinwiddie,28.6,WAS,Point,1330,30.2,20,45.1%,34,21%,70,27%,42,11%,64,37%,56,6%,62,36%,64,42%
Spencer Dinwiddie,28.6,DAL,Wing,649,28.3,89,58.3%,69,32%,88,24%,44,6%,73,31%,25,10%,41,27%,30,37%
Luka Doncic,22.7,DAL,Point,2299,35.4,76,53.0%,28,19%,94,36%,38,10%,82,46%,6,2%,56,34%,46,36%
Luguentz Dort,22.5,OKC,Wing,1664,32.6,27,49.6%,58,30%,60,16%,33,4%,43,21%,18,8%,78,42%,57,50%
Ayo Dosunmu,21.8,CHI,Combo,2020,26.6,92,58.5%,93,41%,20,13%,65,11%,32,24%,87,18%,10,16%,25,34%
PJ Dozier,25.0,DEN,Wing,332,18.5,7,43.8%,30,20%,67,18%,92,19%,86,36%,47,15%,48,29%,43,44%
Goran Dragic,35.5,BKN,Combo,396,24.8,21,45.0%,55,25%,72,26%,61,10%,68,37%,51,10%,36,29%,38,38%
Andre Drummond,28.2,BKN,Big,534,22.3,76,61.3%,88,80%,46,19%,16,1%,33,20%,0,0%,0,0%,0,0%
Andre Drummond,28.2,PHI,Big,894,18.3,36,54.3%,91,81%,45,19%,11,0%,29,19%,0,0%,0,0%,0,0%
Chris Duarte,24.4,IND,Wing,1527,27.8,42,51.6%,52,28%,64,17%,89,17%,79,34%,29,11%,40,27%,31,38%
David Duke,22.1,BKN,Wing,295,17.4,3,40.6%,97,57%,15,7%,27,3%,12,10%,58,18%,11,15%,19,32%
Kris Dunn,27.6,POR,Forward,335,23.9,7,43.6%,68,35%,100,44%,77,11%,95,55%,0,0%,7,10%,2,10%
Kevin Durant,33.1,BKN,Forward,2047,37.2,82,57.3%,11,14%,91,34%,98,27%,98,61%,2,2%,39,23%,16,25%
Anthony Edwards,20.2,MIN,Wing,2459,34.2,55,53.1%,76,37%,36,12%,46,7%,36,18%,4,5%,75,40%,45,45%
Kessler Edwards,21.2,BKN,Wing,920,20.4,36,50.8%,68,32%,38,12%,47,7%,40,19%,81,24%,33,25%,54,49%
CJ Elleby,21.4,POR,Wing,1065,20.9,10,45.1%,81,41%,56,16%,45,7%,47,22%,41,13%,28,24%,28,37%
Wayne Ellington,33.9,LAL,Wing,745,18.2,85,57.4%,1,5%,2,3%,25,3%,1,6%,88,28%,98,61%,100,90%
Joel Embiid,27.6,PHI,Big,2295,33.8,28,53.3%,22,37%,78,28%,96,20%,95,48%,29,1%,53,14%,45,15%
Drew Eubanks,24.7,POR,Big,632,28.8,91,65.5%,56,52%,96,37%,54,4%,89,42%,31,1%,33,5%,31,6%
Drew Eubanks,24.7,SAS,Big,557,12.4,31,53.6%,66,59%,84,31%,65,6%,79,37%,34,1%,31,3%,28,5%
Derrick Favors,30.3,OKC,Big,652,16.7,22,52.2%,29,42%,64,23%,99,27%,96,50%,64,7%,22,1%,35,8%
Dorian Finney-Smith,28.5,DAL,Forward,2638,33.0,91,59.7%,52,29%,9,8%,32,2%,7,10%,91,26%,68,35%,80,60%
Malachi Flynn,23.5,TOR,Combo,480,12.6,64,51.9%,33,20%,49,19%,80,16%,64,35%,44,8%,63,37%,58,45%
Bryn Forbes,28.3,SAS,Wing,649,16.2,52,52.8%,3,8%,75,21%,96,22%,94,43%,28,11%,70,39%,55,49%
Bryn Forbes,28.3,DEN,Combo,590,16.9,72,53.4%,3,6%,25,15%,91,21%,65,35%,60,10%,85,48%,81,58%
Trent Forrest,23.4,UTA,Wing,695,11.8,39,51.0%,86,42%,100,43%,11,1%,96,44%,26,10%,0,4%,1,14%
Evan Fournier,29.0,NYK,Wing,2357,29.5,65,54.4%,10,12%,58,16%,64,10%,60,26%,58,18%,84,44%,75,62%
De'Aaron Fox,23.9,SAC,Point,2074,35.2,58,50.8%,62,29%,90,34%,82,17%,90,50%,22,3%,10,17%,10,20%
Tim Frazier,31.0,ORL,Point,199,20.0,2,37.2%,2,9%,68,26%,94,28%,94,54%,80,11%,42,26%,50,37%
Melvin Frazier Jr.,25.2,OKC,Combo,119,39.9,1,28.1%,94,43%,33,16%,0,0%,8,16%,99,29%,6,12%,47,41%
Markelle Fultz,23.4,ORL,Combo,356,19.8,44,49.7%,78,35%,89,30%,97,26%,100,57%,0,1%,2,7%,1,8%
Wenyen Gabriel,24.6,LAL,Forward,291,16.2,45,53.4%,98,61%,50,16%,27,2%,34,18%,55,15%,5,6%,9,21%
Daniel Gafford,23.1,WAS,Big,1427,19.8,97,69.5%,89,81%,39,17%,35,2%,32,19%,0,0%,0,0%,0,0%
Danilo Gallinari,33.2,ATL,Forward,1657,25.1,41,52.8%,14,17%,66,18%,91,21%,82,38%,9,6%,77,39%,50,45%
Darius Garland,21.8,CLE,Point,2424,35.7,80,53.6%,50,25%,64,25%,70,14%,72,40%,46,5%,50,31%,44,36%
Marcus Garrett,23.0,MIA,Combo,121,15.2,0,23.7%,100,60%,29,15%,19,5%,16,20%,57,10%,5,10%,5,20%
Usman Garuba,19.6,HOU,Big,165,9.2,64,58.3%,71,63%,15,11%,0,0%,8,11%,65,7%,61,19%,58,26%
Luka Garza,22.8,DET,Big,332,12.8,11,49.6%,41,46%,29,15%,86,11%,51,26%,41,2%,78,26%,65,28%
Rudy Gay,35.2,UTA,Big,1021,18.6,18,51.4%,5,20%,51,20%,79,9%,59,29%,90,15%,94,35%,92,51%
Paul George,31.5,LAC,Forward,1073,34.6,23,49.2%,27,22%,59,17%,95,24%,84,41%,11,6%,61,31%,45,38%
Taj Gibson,36.4,NYK,Big,939,18.1,54,57.1%,48,49%,48,20%,88,11%,66,31%,88,14%,34,6%,51,20%
Josh Giddey,19.1,OKC,Wing,1693,31.4,13,46.5%,57,29%,98,33%,52,7%,92,40%,12,6%,31,24%,15,30%
Shai Gilgeous-Alexander,23.3,OKC,Point,1941,34.7,48,49.9%,82,34%,84,33%,28,8%,76,41%,10,2%,16,22%,14,24%
Anthony Gill,29.0,WAS,Big,405,11.0,74,60.5%,44,47%,88,32%,0,0%,71,32%,81,11%,45,9%,52,20%
Freddie Gillespie,24.4,ORL,Big,118,13.2,1,40.9%,28,42%,99,54%,0,0%,98,54%,54,4%,0,0%,27,4%
Rudy Gobert,29.3,UTA,Big,2116,32.1,98,71.4%,97,90%,8,9%,9,0%,5,10%,0,0%,18,0%,16,0%
Brandon Goodwin,26.1,CLE,Point,472,14.8,36,48.6%,76,32%,74,27%,22,6%,46,33%,44,5%,48,30%,40,34%
Aaron Gordon,26.1,DEN,Wing,2373,31.6,86,57.5%,94,48%,55,16%,55,8%,50,23%,37,12%,13,16%,13,29%
Eric Gordon,32.9,HOU,Wing,1669,29.3,91,58.7%,66,32%,63,17%,11,1%,38,19%,2,3%,86,46%,56,50%
Devonte' Graham,26.7,NOP,Point,2147,28.3,40,48.6%,8,11%,12,10%,60,13%,18,22%,78,10%,98,56%,94,67%
Jerami Grant,27.6,DET,Big,1496,31.8,12,49.7%,16,31%,37,17%,98,21%,82,38%,83,12%,66,20%,71,32%
Hassani Gravett,25.3,ORL,Combo,170,21.3,98,63.5%,21,15%,19,13%,40,8%,18,21%,81,15%,89,49%,88,64%
Danny Green,34.4,PHI,Wing,1346,21.7,77,55.6%,5,9%,6,5%,18,2%,3,7%,100,45%,72,39%,99,84%
Draymond Green,31.7,GSW,Big,1328,28.9,49,56.5%,43,47%,82,31%,58,5%,78,36%,54,4%,50,13%,48,17%
JaMychal Green,31.4,DEN,Big,1048,15.7,33,54.0%,58,53%,9,9%,58,5%,16,14%,74,10%,70,23%,74,33%
Jalen Green,19.7,HOU,Combo,2116,31.6,56,51.1%,82,36%,10,10%,58,10%,15,20%,32,7%,64,37%,54,44%
Javonte Green,28.3,CHI,Wing,1506,23.2,92,59.8%,99,59%,47,13%,0,0%,19,13%,59,18%,6,10%,12,28%
Jeff Green,35.2,DEN,Big,1834,24.5,56,57.5%,41,46%,55,21%,63,5%,53,26%,91,16%,49,12%,62,27%
Josh Green,21.0,DAL,Wing,928,14.3,84,57.3%,84,42%,79,23%,30,4%,60,26%,76,23%,6,9%,19,32%
Blake Griffin,32.6,BKN,Big,936,17.0,6,48.3%,36,44%,19,12%,31,2%,14,14%,82,12%,86,31%,88,42%
Quentin Grimes,21.5,NYK,Wing,750,17.5,73,54.9%,8,10%,0,2%,54,8%,9,9%,77,23%,95,57%,97,80%
Kyle Guy,24.2,MIA,Combo,148,12.4,93,58.7%,20,15%,31,15%,66,11%,38,26%,80,15%,79,43%,82,58%
Rui Hachimura,23.7,WAS,Forward,917,21.8,75,56.5%,48,28%,68,18%,93,24%,86,42%,20,9%,36,22%,30,31%
Tyrese Haliburton,21.7,IND,Combo,937,36.1,95,60.4%,39,22%,77,28%,73,14%,82,41%,25,6%,45,31%,36,37%
Tyrese Haliburton,21.7,SAC,Combo,1750,34.3,82,55.3%,22,15%,80,28%,81,16%,86,44%,28,7%,54,34%,45,40%
R.J. Hampton,20.7,ORL,Combo,1325,20.7,25,45.7%,75,33%,68,25%,23,5%,50,30%,38,8%,35,29%,33,36%
Tim Hardaway Jr.,29.6,DAL,Wing,1234,29.4,28,49.6%,14,14%,49,14%,91,18%,76,32%,35,12%,79,42%,65,54%
James Harden,32.2,PHI,Point,787,37.5,38,48.6%,80,34%,48,21%,10,4%,28,25%,16,2%,68,39%,62,41%
James Harden,32.2,BKN,Point,1626,37.0,42,48.9%,72,32%,58,24%,18,4%,34,29%,18,3%,66,37%,52,40%
