Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Dominick Barlow,21.4,ATL,Big,336,12.5,67,59.3%,59,70%,98,67%,35,17%,88,56%,1,20%,0,60%,21,28%
Harrison Barnes,32.4,SAS,Big,2224,27.1,83,62.3%,36,66%,70,49%,20,0%,67,47%,90,47%,76,39%,96,44%
Scottie Barnes,23.3,TOR,Forward,2121,32.6,16,48.6%,42,65%,63,45%,65,40%,58,43%,29,35%,12,27%,13,28%
RJ Barrett,24.4,TOR,Wing,1855,32.0,42,52.4%,35,61%,41,39%,54,40%,41,39%,65,42%,35,33%,40,35%
Charles Bassey,24.0,SAS,Big,316,11.3,41,55.2%,14,60%,65,48%,20,0%,53,44%,0,,0,,0,
Jamison Battle,23.5,TOR,Wing,977,17.2,81,57.9%,14,56%,73,46%,64,43%,74,45%,52,40%,86,41%,80,40%
Nicolas Batum,35.9,LAC,Forward,1344,17.2,98,63.4%,11,57%,2,17%,72,43%,11,31%,96,46%,90,42%,100,44%
Damion Baugh,24.2,CHA,Combo,347,23.1,0,35.0%,18,53%,3,24%,84,50%,2,25%,0,12%,9,25%,1,20%
Bradley Beal,31.3,PHX,Wing,1699,32.1,76,57.6%,93,74%,89,51%,71,44%,86,49%,71,43%,65,38%,74,39%
Malik Beasley,27.9,DET,Wing,2272,27.7,82,58.0%,43,62%,41,39%,63,42%,44,40%,96,52%,74,39%,89,42%
Reece Beekman,23.1,BKN,Point,413,13.8,4,35.3%,9,48%,4,26%,15,17%,4,24%,0,33%,0,14%,2,21%
Goga Bitadze,25.3,ORL,Big,1402,20.3,82,62.2%,72,73%,54,44%,49,33%,50,43%,0,0%,2,16%,1,13%
Bismack Biyombo,32.2,SAS,Big,511,19.0,55,57.7%,65,71%,48,43%,0,,52,43%,0,,0,,0,
Anthony Black,20.8,ORL,Combo,1809,23.2,28,48.0%,37,58%,28,37%,34,33%,23,36%,52,39%,14,28%,26,33%
Bogdan Bogdanovic,32.2,LAC,Wing,735,24.5,90,59.6%,9,53%,93,53%,84,50%,95,53%,91,50%,91,42%,94,43%
Bogdan Bogdanovic,32.2,ATL,Wing,597,24.9,10,47.1%,12,55%,37,38%,94,57%,72,45%,13,31%,22,30%,15,30%
Bol Bol,25.0,PHX,Big,375,13.9,72,59.9%,84,75%,99,76%,91,59%,99,69%,30,35%,29,30%,41,33%
Adem Bona,21.6,PHI,Big,822,15.8,96,70.4%,71,72%,97,63%,0,,96,63%,0,0%,0,,0,0%
Devin Booker,28.0,PHX,Combo,2780,37.1,56,52.6%,79,69%,79,48%,90,53%,91,50%,22,35%,35,33%,27,33%
Brandon Boston Jr.,22.9,NOP,Wing,953,23.3,22,50.4%,33,60%,11,30%,81,49%,48,41%,15,31%,53,36%,39,35%
Chris Boucher,31.8,TOR,Big,842,16.8,60,58.5%,70,72%,51,44%,73,44%,55,44%,66,39%,47,34%,58,36%
Malaki Branham,21.5,SAS,Wing,321,10.4,64,55.9%,98,76%,9,29%,35,33%,12,31%,0,45%,97,44%,97,44%
Christian Braun,23.5,DEN,Wing,2667,33.8,99,63.4%,84,72%,78,48%,74,46%,81,47%,35,36%,89,41%,77,40%
Mikal Bridges,28.2,NYK,Wing,3022,36.9,78,57.7%,97,76%,90,52%,82,49%,94,51%,68,43%,24,31%,54,37%
Miles Bridges,26.6,CHA,Forward,2025,31.6,19,49.7%,47,65%,32,37%,46,28%,30,36%,36,37%,20,30%,32,32%
Oshae Brissett,26.4,PHI,Big,142,23.7,33,53.9%,30,64%,91,57%,0,,92,57%,0,33%,0,27%,28,29%
Malcolm Brogdon,31.9,WAS,Combo,563,23.5,21,47.1%,62,65%,22,35%,28,30%,13,33%,0,33%,16,29%,18,30%
Dillon Brooks,28.8,HOU,Wing,2386,31.8,49,53.6%,10,55%,42,40%,84,50%,58,43%,52,40%,84,40%,78,40%
Keion Brooks,24.3,NOP,Wing,301,23.2,74,57.1%,92,74%,43,40%,98,100%,85,48%,0,47%,10,25%,27,33%
Bruce Brown,28.2,NOP,Combo,567,24.7,15,45.8%,53,63%,11,31%,10,10%,8,29%,32,36%,48,36%,49,36%
Bruce Brown,28.2,TOR,Wing,340,18.9,13,47.7%,29,60%,39,39%,35,33%,36,38%,80,45%,0,13%,18,31%
Jaylen Brown,28.0,BOS,Wing,2154,34.2,34,51.7%,68,68%,59,43%,64,42%,62,43%,74,44%,20,30%,23,33%
Kobe Brown,24.8,LAC,Big,156,5.8,7,46.4%,16,61%,91,57%,0,,92,57%,0,25%,0,15%,4,18%
Jalen Brunson,28.2,NYK,Point,2300,35.4,79,55.2%,64,64%,94,53%,77,44%,92,50%,66,41%,74,38%,78,38%
Thomas Bryant,27.3,MIA,Big,103,11.5,35,54.5%,19,63%,73,50%,0,,77,50%,0,0%,0,40%,0,33%
Thomas Bryant,27.3,IND,Big,814,14.5,48,56.7%,41,67%,96,62%,96,75%,98,65%,62,38%,12,25%,29,30%
Kobe Bufkin,21.1,ATL,Point,116,11.7,8,41.9%,6,46%,83,50%,36,33%,75,46%,0,17%,0,27%,4,24%
Alec Burks,33.3,MIA,Wing,859,17.5,85,58.6%,2,42%,60,44%,51,38%,56,42%,60,41%,97,44%,91,42%
Jared Butler,24.2,PHI,Wing,662,23.6,23,50.6%,33,60%,47,40%,68,44%,48,41%,82,45%,29,32%,47,36%
Jared Butler,24.2,WAS,Point,257,8.9,94,58.5%,96,77%,28,40%,62,40%,28,40%,0,50%,98,44%,100,45%
Jimmy Butler,35.1,MIA,Forward,765,30.6,70,56.7%,77,71%,49,42%,60,35%,47,41%,76,41%,0,31%,68,37%
Jimmy Butler,35.1,GSW,Forward,979,32.7,28,50.8%,68,69%,44,40%,23,21%,28,36%,49,38%,4,18%,11,28%
Matas Buzelis,20.1,CHI,Forward,1440,18.0,51,54.1%,14,58%,54,44%,82,45%,61,44%,47,37%,53,34%,54,36%
Jamal Cain,25.6,NOP,Wing,425,13.3,11,47.3%,46,63%,55,43%,8,0%,37,39%,15,31%,13,27%,11,29%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,29.6,57,54.6%,88,73%,76,48%,91,53%,93,51%,29,35%,44,34%,35,34%
Toumani Camara,24.5,POR,Wing,2557,32.8,61,55.5%,43,62%,26,34%,84,50%,23,34%,34,36%,80,39%,64,38%
Vlatko Cancar,27.6,DEN,Big,124,10.4,7,46.2%,3,44%,100,100%,0,,100,100%,0,50%,0,18%,0,27%
Clint Capela,30.5,ATL,Big,1173,21.3,45,56.0%,22,63%,42,41%,20,0%,38,41%,0,,0,0%,0,0%
Branden Carlson,25.4,OKC,Big,161,9.5,81,61.9%,77,73%,99,71%,0,,99,71%,0,33%,79,40%,71,38%
Carlton Carrington,19.3,WAS,Combo,2423,29.6,34,49.3%,17,53%,51,43%,77,48%,68,45%,15,33%,38,34%,39,34%
Devin Carter,22.6,SAC,Combo,344,10.4,7,41.4%,66,65%,9,30%,14,20%,7,28%,0,21%,11,28%,7,26%
Jevon Carter,29.1,CHI,Combo,223,10.6,31,48.4%,85,70%,6,27%,94,60%,28,38%,62,41%,15,29%,24,32%
Wendell Carter,25.5,ORL,Big,1749,25.7,15,49.7%,63,70%,32,39%,69,42%,36,40%,10,27%,6,22%,10,24%
Alex Caruso,30.7,OKC,Forward,1029,19.1,47,54.1%,35,64%,9,27%,25,25%,5,26%,78,42%,31,32%,52,36%
Stephon Castle,20.0,SAS,Combo,2136,26.4,25,47.7%,55,63%,18,34%,25,30%,11,33%,18,34%,12,28%,14,29%
Colin Castleton,24.4,TOR,Big,279,25.5,23,51.6%,90,76%,21,35%,0,,20,35%,0,29%,0,0%,0,25%
Julian Champagnie,23.3,SAS,Wing,1916,23.4,58,54.8%,48,63%,5,27%,75,46%,15,32%,60,41%,48,35%,56,37%
Justin Champagnie,23.3,WAS,Big,1261,21.0,79,61.7%,70,72%,48,43%,20,0%,44,42%,51,37%,91,42%,83,40%
Max Christie,21.7,DAL,Wing,940,29.4,24,50.7%,65,68%,29,34%,54,40%,29,37%,23,33%,78,39%,59,37%
Max Christie,21.7,LAL,Wing,1110,25.2,59,55.2%,100,81%,10,30%,19,10%,7,26%,64,41%,38,34%,59,37%
Jaylen Clark,23.1,MIN,Wing,491,13.7,64,55.9%,6,53%,83,50%,8,0%,78,46%,72,43%,96,44%,93,43%
Brandon Clarke,28.1,MEM,Big,1184,18.5,85,63.3%,99,80%,72,49%,49,33%,75,49%,0,8%,0,0%,0,7%
Jordan Clarkson,32.4,UTA,Combo,961,26.0,40,50.0%,33,58%,43,40%,72,47%,44,41%,80,46%,47,36%,60,37%
Nicolas Claxton,25.5,BKN,Big,1889,27.0,49,56.7%,68,71%,31,39%,46,29%,26,38%,0,25%,0,23%,12,24%
Donovan Clingan,20.7,POR,Big,1294,19.3,50,56.9%,27,64%,14,32%,79,50%,12,33%,0,40%,26,30%,32,31%
Noah Clowney,20.3,BKN,Big,1019,22.2,10,47.5%,7,58%,2,19%,62,40%,5,21%,46,36%,38,32%,46,33%
Amir Coffey,27.4,LAC,Wing,1643,22.8,76,57.2%,57,65%,58,43%,83,49%,73,45%,83,46%,67,38%,85,41%
Isaiah Collier,20.1,UTA,Point,1794,25.3,19,45.8%,72,66%,23,37%,30,29%,19,36%,11,31%,2,22%,6,25%
John Collins,27.1,UTA,Big,1218,30.5,59,58.3%,48,68%,76,50%,70,43%,73,49%,83,43%,68,38%,81,40%
Zach Collins,27.0,CHI,Big,536,19.2,65,59.2%,84,75%,83,54%,94,67%,86,55%,0,25%,31,30%,27,29%
Zach Collins,27.0,SAS,Big,398,12.8,15,50.0%,30,64%,19,35%,49,33%,18,34%,0,27%,22,29%,23,29%
Mike Conley,37.1,MIN,Point,1755,24.7,66,53.5%,19,54%,13,34%,8,0%,8,29%,97,49%,67,38%,86,41%
Pat Connaughton,31.8,MIL,Wing,570,14.3,68,56.4%,52,64%,83,50%,35,33%,84,48%,1,21%,82,40%,42,35%
Bilal Coulibaly,20.3,WAS,Wing,1944,33.0,11,47.1%,77,70%,18,32%,28,26%,11,30%,24,34%,12,26%,7,28%
Ricky Council,23.2,PHI,Combo,1154,15.8,11,44.4%,36,58%,24,36%,16,21%,17,34%,50,39%,7,24%,9,27%
Torrey Craig,33.9,BOS,Wing,180,11.3,3,41.9%,14,56%,3,25%,0,,4,25%,2,25%,0,29%,5,27%
Torrey Craig,33.9,CHI,Forward,106,11.8,100,67.0%,96,80%,98,75%,5,0%,95,60%,0,38%,98,48%,98,44%
Cade Cunningham,23.1,DET,Combo,2451,35.0,54,52.5%,30,57%,85,49%,68,45%,89,48%,45,38%,51,36%,52,37%
Seth Curry,34.2,CHA,Wing,1056,15.5,92,59.9%,92,74%,13,31%,91,52%,66,44%,95,52%,95,43%,99,46%
Stephen Curry,36.6,GSW,Point,2250,32.1,89,57.4%,68,65%,68,46%,96,51%,81,47%,94,49%,83,39%,82,40%
Dyson Daniels,21.6,ATL,Combo,2568,33.8,66,54.2%,67,65%,67,46%,31,31%,72,45%,75,45%,28,32%,41,35%
Anthony Davis,31.6,LAL,Big,1439,34.3,38,54.7%,74,73%,53,44%,72,44%,58,44%,0,0%,42,33%,29,30%
Anthony Davis,31.6,DAL,Big,265,29.6,12,48.4%,45,67%,21,35%,84,52%,45,42%,0,100%,5,21%,9,23%
Johnny Davis,22.7,WAS,Wing,129,6.2,53,54.3%,31,60%,83,50%,98,100%,98,57%,0,33%,0,30%,0,31%
DeMar DeRozan,35.2,SAC,Wing,2761,35.9,28,51.3%,81,71%,89,52%,77,46%,87,49%,37,37%,31,32%,32,34%
Donte DiVincenzo,27.8,MIN,Combo,1584,25.6,86,56.4%,34,58%,23,36%,36,33%,21,35%,72,44%,74,38%,75,40%
Moussa Diabate,22.8,CHA,Big,1159,16.3,69,59.5%,33,65%,63,48%,20,0%,68,47%,0,0%,0,0%,0,0%
Gradey Dick,21.0,TOR,Wing,1573,29.1,20,50.2%,7,53%,51,42%,68,44%,57,43%,20,32%,58,37%,44,35%
Ousmane Dieng,21.5,OKC,Big,312,10.1,78,60.8%,47,68%,87,56%,92,60%,92,57%,31,35%,87,41%,77,39%
Rob Dillingham,19.8,MIN,Point,442,12.0,53,52.3%,55,62%,75,48%,25,28%,49,42%,0,50%,35,34%,62,37%
Spencer Dinwiddie,31.6,DAL,Combo,2097,26.9,39,49.6%,38,59%,54,43%,76,47%,63,44%,68,44%,23,31%,27,33%
Luka Doncic,25.7,LAL,Point,983,35.1,57,53.0%,74,67%,64,45%,36,33%,40,41%,0,36%,78,38%,74,38%
Luka Doncic,25.7,DAL,Point,780,35.5,75,55.1%,98,77%,98,54%,45,35%,85,48%,0,45%,59,36%,56,36%
Luguentz Dort,25.5,OKC,Wing,2071,29.2,79,57.8%,21,57%,18,32%,92,53%,42,40%,66,42%,88,41%,84,41%
Ayo Dosunmu,24.8,CHI,Wing,1391,30.2,70,56.6%,60,67%,83,50%,23,25%,86,49%,25,34%,29,32%,24,33%
Jeff Dowtin,27.5,PHI,Wing,564,15.3,63,55.9%,31,60%,83,50%,81,48%,88,49%,0,40%,87,41%,81,41%
Andre Drummond,31.2,PHI,Big,741,18.5,18,50.7%,8,58%,33,39%,79,50%,31,39%,0,25%,0,10%,3,17%
Kris Dunn,30.6,LAC,Combo,1779,24.1,55,52.5%,78,69%,75,47%,14,20%,69,45%,23,35%,31,32%,34,34%
Ryan Dunn,21.8,PHX,Forward,1384,18.7,32,51.7%,74,70%,79,50%,25,25%,77,47%,24,33%,14,28%,29,31%
Kevin Durant,36.1,PHX,Big,2262,36.5,72,59.9%,96,79%,81,52%,87,55%,84,53%,94,49%,89,41%,93,43%
Jalen Duren,21.0,DET,Big,2033,26.1,95,69.2%,73,73%,87,55%,97,100%,88,55%,0,,0,,0,
Tari Eason,23.5,HOU,Forward,1405,24.6,54,54.5%,51,66%,35,38%,40,26%,26,36%,38,37%,49,34%,48,35%
Zach Edey,22.6,MEM,Big,1380,20.9,70,59.8%,78,73%,29,37%,49,33%,24,37%,8,25%,79,40%,50,35%
Anthony Edwards,23.2,MIN,Combo,2870,36.3,76,55.3%,56,64%,45,41%,45,36%,34,39%,70,44%,81,40%,82,40%
Justin Edwards,20.9,PHI,Forward,1117,27.2,58,55.1%,25,61%,61,44%,91,52%,75,47%,80,42%,63,36%,70,38%
Kessler Edwards,24.2,DAL,Big,549,16.2,56,57.8%,35,65%,36,40%,20,0%,25,37%,52,38%,97,45%,88,41%
Keon Ellis,24.8,SAC,Combo,1928,24.4,99,64.7%,99,81%,90,53%,36,33%,83,47%,87,49%,86,41%,93,44%
Joel Embiid,30.6,PHI,Big,574,30.2,12,48.2%,22,63%,59,46%,61,40%,49,43%,0,,23,30%,30,30%
Tyson Etienne,25.1,BKN,Wing,136,22.7,5,44.3%,1,25%,100,100%,0,,100,100%,0,42%,3,23%,9,29%
Drew Eubanks,27.7,UTA,Big,547,14.8,79,61.6%,79,74%,67,49%,0,,72,49%,0,75%,0,0%,0,60%
Drew Eubanks,27.7,LAC,Big,133,7.0,30,52.6%,19,63%,22,36%,0,,21,36%,0,,0,,0,
Tosan Evbuomwan,23.7,BKN,Forward,628,22.4,9,46.9%,37,64%,25,36%,25,25%,19,35%,2,26%,41,33%,20,30%
Dante Exum,29.3,DAL,Combo,370,18.5,84,56.1%,48,61%,20,34%,94,60%,31,38%,100,56%,48,36%,92,43%
Bruno Fernando,26.2,TOR,Big,129,8.1,55,57.5%,50,69%,10,30%,20,0%,9,27%,0,,0,,0,
Kyle Filipowski,21.0,UTA,Big,1480,20.9,54,57.5%,39,66%,89,56%,49,33%,87,55%,38,36%,49,35%,49,35%
Dorian Finney-Smith,31.5,BKN,Big,579,29.0,77,60.7%,8,59%,4,22%,20,0%,2,20%,70,40%,99,46%,94,44%
Dorian Finney-Smith,31.5,LAL,Wing,1236,28.7,89,59.5%,49,63%,43,40%,98,100%,59,43%,79,45%,61,37%,79,40%
Adam Flagler,24.9,OKC,Combo,108,7.2,2,37.0%,71,67%,41,40%,36,33%,28,38%,0,0%,10,27%,4,23%
Simone Fontecchio,28.9,DET,Wing,1186,15.8,18,49.7%,25,59%,60,44%,52,39%,57,42%,6,28%,50,36%,22,33%
De'Aaron Fox,26.9,SAS,Combo,578,34.0,36,49.3%,46,61%,87,51%,74,47%,90,49%,0,47%,6,24%,11,27%
De'Aaron Fox,26.9,SAC,Point,1662,36.9,55,52.3%,81,69%,91,51%,66,41%,83,48%,17,31%,30,33%,32,33%
Enrique Freeman,24.3,IND,Big,142,7.1,11,48.2%,50,69%,8,25%,0,,7,25%,0,17%,0,0%,0,13%
Markelle Fultz,26.4,SAC,Combo,130,6.9,10,42.9%,9,50%,30,38%,17,22%,13,33%,0,50%,0,100%,0,57%
Johnny Furphy,19.9,IND,Wing,290,8.6,4,44.2%,5,52%,1,17%,8,0%,1,13%,30,35%,12,26%,15,30%
Daniel Gafford,26.1,DAL,Big,1225,21.5,96,70.1%,82,74%,86,55%,0,,86,55%,0,,0,,0,
Darius Garland,24.8,CLE,Point,2295,30.6,83,56.2%,49,61%,96,53%,60,40%,91,49%,60,39%,89,40%,84,40%
Luka Garza,25.8,MIN,Big,132,7.0,8,46.7%,5,53%,88,56%,0,,90,56%,0,0%,18,27%,13,24%
Keyonte George,21.0,UTA,Combo,2066,30.8,32,48.9%,49,61%,44,41%,33,32%,36,39%,88,50%,30,32%,40,35%
Kyshawn George,20.9,WAS,Wing,1771,26.1,16,48.8%,18,56%,28,34%,30,29%,19,33%,33,36%,33,33%,27,33%
Paul George,34.5,PHI,Wing,1321,32.2,36,51.7%,91,73%,33,36%,70,44%,47,41%,7,28%,69,38%,51,36%
Taj Gibson,39.4,CHA,Big,386,11.0,10,47.6%,5,52%,27,37%,58,38%,25,37%,0,50%,0,,0,50%
Josh Giddey,22.1,CHI,Point,2113,30.2,58,53.1%,34,58%,77,48%,17,19%,70,45%,57,39%,63,37%,64,38%
Shai Gilgeous-Alexander,26.3,OKC,Point,2595,34.2,87,57.1%,83,70%,92,52%,87,48%,98,51%,0,33%,76,38%,70,38%
Anthony Gill,32.0,WAS,Forward,273,8.8,23,50.0%,21,59%,95,62%,5,0%,93,57%,0,13%,0,29%,2,23%
Collin Gillespie,25.4,PHX,Combo,418,14.9,80,55.7%,2,38%,34,39%,49,40%,38,39%,97,52%,91,43%,98,45%
Rudy Gobert,32.4,MIN,Big,2382,33.1,92,66.8%,87,75%,7,23%,20,0%,5,21%,0,,0,,0,
Jordan Goodwin,26.0,LAL,Combo,512,17.7,46,51.5%,21,54%,57,44%,66,44%,66,44%,53,39%,41,34%,55,37%
Aaron Gordon,29.1,DEN,Big,1444,28.3,76,60.6%,33,65%,57,45%,75,45%,62,45%,92,48%,85,41%,95,44%
Eric Gordon,35.9,PHI,Wing,756,19.4,67,56.3%,12,55%,21,33%,54,40%,24,34%,96,53%,75,39%,82,41%
Jerami Grant,30.6,POR,Big,1523,32.4,9,46.8%,4,47%,7,24%,58,37%,10,29%,58,38%,58,36%,62,37%
AJ Green,25.1,MIL,Wing,1638,22.4,98,62.9%,38,62%,68,45%,51,38%,43,40%,97,53%,81,40%,96,44%
Draymond Green,34.7,GSW,Big,1980,29.1,17,50.6%,10,59%,58,45%,79,47%,63,45%,23,33%,39,33%,42,33%
Jalen Green,22.7,HOU,Wing,2680,32.7,26,51.0%,53,64%,27,34%,46,36%,27,35%,48,39%,52,36%,51,36%
Javonte Green,31.3,CLE,Wing,153,9.6,1,36.8%,3,50%,21,33%,0,,19,33%,0,17%,2,22%,1,20%
Javonte Green,31.3,NOP,Wing,1074,21.5,38,51.8%,49,64%,8,28%,8,0%,6,26%,18,32%,62,37%,37,35%
Jeff Green,38.2,HOU,Forward,348,12.9,91,61.4%,67,69%,98,75%,98,86%,100,78%,44,37%,61,35%,59,36%
Josh Green,24.0,CHA,Wing,1884,27.7,54,54.3%,30,60%,26,34%,50,38%,26,35%,63,41%,54,36%,73,39%
Quentin Grimes,24.5,PHI,Combo,942,33.7,83,55.9%,80,69%,31,38%,47,37%,26,37%,88,50%,37,34%,59,37%
Quentin Grimes,24.5,DAL,Wing,1022,21.8,84,58.5%,69,68%,70,46%,45,35%,46,41%,86,46%,69,38%,80,41%
Mouhamed Gueye,22.0,ATL,Big,515,16.1,13,49.1%,28,64%,45,42%,79,50%,50,43%,7,24%,26,30%,19,27%
Rui Hachimura,26.7,LAL,Wing,1868,31.7,91,59.7%,78,70%,43,40%,73,45%,51,41%,78,45%,72,39%,85,41%
Tyrese Haliburton,24.7,IND,Combo,2450,33.6,92,59.2%,95,72%,95,55%,82,49%,98,53%,67,43%,80,40%,78,40%
Tim Hardaway Jr.,32.6,DET,Wing,2152,28.0,44,53.0%,74,68%,54,42%,44,34%,36,39%,42,38%,56,36%,56,37%
James Harden,35.2,LAC,Point,2787,35.3,43,50.5%,42,60%,40,41%,72,43%,42,41%,51,38%,57,36%,54,36%
Jaden Hardy,21.3,DAL,Combo,831,14.6,51,52.2%,23,55%,80,48%,31,31%,52,43%,38,37%,78,39%,68,39%
Elijah Harkless,24.7,UTA,Wing,135,15.0,3,41.4%,95,75%,2,20%,8,0%,1,17%,0,38%,5,24%,8,28%
Gary Harris,30.1,ORL,Wing,709,14.8,40,52.3%,38,62%,21,33%,84,50%,30,37%,40,37%,48,35%,47,36%
Tobias Harris,32.3,DET,Forward,2305,31.6,40,53.5%,89,74%,74,49%,53,31%,68,45%,58,38%,27,31%,43,35%
Josh Hart,29.7,NYK,Wing,2891,37.5,81,58.0%,79,70%,68,45%,62,41%,68,44%,10,29%,47,35%,27,33%
Isaiah Hartenstein,26.5,OKC,Big,1589,27.9,58,58.0%,72,72%,77,51%,86,54%,82,51%,0,0%,0,0%,0,0%
Sam Hauser,26.9,BOS,Forward,1503,21.2,95,63.3%,75,71%,93,58%,93,55%,91,56%,91,45%,88,41%,91,42%
Jordan Hawkins,22.5,NOP,Wing,1277,22.8,9,47.1%,14,56%,21,33%,69,44%,39,39%,57,40%,24,30%,26,33%
Jaxson Hayes,24.4,LAL,Big,1074,19.2,98,72.3%,98,80%,43,41%,0,,41,41%,0,0%,0,0%,0,0%
Killian Hayes,23.3,BKN,Point,152,25.4,42,50.0%,58,63%,9,33%,8,0%,11,31%,0,33%,0,40%,80,39%
Scoot Henderson,20.7,POR,Point,1732,26.2,30,49.5%,25,56%,13,34%,58,40%,21,36%,63,40%,46,35%,52,36%
Tyler Herro,24.8,MIA,Combo,2718,35.3,87,56.7%,69,66%,94,54%,71,46%,97,52%,77,45%,53,37%,64,38%
Buddy Hield,31.9,GSW,Wing,1834,22.4,55,54.4%,56,65%,79,48%,28,26%,45,40%,44,38%,59,37%,57,37%
Haywood Highsmith,27.9,MIA,Forward,1803,24.7,75,57.6%,54,67%,67,45%,25,25%,60,44%,89,44%,47,34%,77,38%
Aaron Holiday,28.1,HOU,Combo,688,13.0,93,59.4%,71,67%,70,46%,91,53%,87,48%,82,47%,83,40%,88,42%
Jrue Holiday,34.4,BOS,Combo,1891,30.5,64,54.0%,87,71%,25,36%,84,50%,33,39%,7,30%,69,38%,44,36%
Ron Holland II,19.3,DET,Forward,1170,14.4,30,50.9%,49,65%,84,52%,25,25%,81,50%,0,19%,22,31%,4,24%
Richaun Holmes,31.0,WAS,Big,507,18.8,93,66.9%,87,75%,61,47%,0,,67,47%,0,0%,0,0%,0,0%
Chet Holmgren,22.5,OKC,Big,873,27.3,42,55.5%,69,72%,18,34%,47,30%,13,33%,87,45%,66,37%,76,39%
Jalen Hood-Schifino,21.4,PHI,Wing,295,22.7,4,43.8%,1,36%,92,53%,49,37%,69,44%,0,50%,15,28%,16,30%
Al Horford,38.4,BOS,Big,1658,27.6,38,54.8%,57,70%,47,43%,35,18%,32,39%,61,38%,56,36%,60,36%
Talen Horton-Tucker,23.9,CHI,Wing,639,12.5,33,51.6%,23,58%,73,46%,8,0%,54,42%,50,39%,18,29%,18,32%
Caleb Houstan,21.8,ORL,Wing,654,13.1,83,58.2%,19,57%,98,63%,35,33%,89,50%,27,35%,93,42%,75,39%
