Player,Age,Team,Pos,MIN,MPG,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Jett Howard,21.1,ORL,Wing,594,10.8,13,48.0%,99,80%,66,45%,78,47%,77,46%,45,38%,10,25%,8,29%
Kevin Huerter,26.2,CHI,Wing,775,29.8,66,56.2%,95,75%,62,44%,19,8%,29,36%,90,49%,39,34%,65,38%
Kevin Huerter,26.2,SAC,Wing,886,20.6,26,51.0%,86,72%,94,53%,95,58%,97,55%,13,31%,20,30%,14,30%
Jay Huff,27.2,MEM,Big,681,11.6,89,65.1%,98,80%,93,60%,20,0%,40,41%,72,40%,90,42%,88,41%
Ariel Hukporti,22.6,NYK,Big,146,10.5,99,73.9%,95,78%,93,60%,0,,95,60%,0,,0,,0,
DeAndre Hunter,26.9,CLE,Forward,676,25.0,84,59.7%,16,58%,88,55%,79,44%,86,53%,27,35%,94,47%,93,43%
DeAndre Hunter,26.9,ATL,Wing,1062,28.7,69,56.5%,50,64%,64,45%,93,54%,81,47%,46,39%,85,40%,78,40%
Nah'Shon Hyland,24.1,LAC,Point,104,8.0,91,58.3%,4,44%,34,40%,91,50%,55,43%,0,40%,100,44%,96,44%
Oso Ighodaro,22.3,PHX,Big,972,17.7,73,60.1%,97,79%,56,45%,70,43%,59,45%,0,,0,0%,0,0%
Joe Ingles,37.1,MIN,Wing,114,6.3,0,34.1%,0,0%,83,50%,0,,89,50%,0,0%,0,23%,0,20%
Brandon Ingram,27.2,NOP,Wing,595,33.1,46,53.3%,89,73%,69,46%,69,44%,71,45%,0,27%,73,39%,62,38%
Kyrie Irving,32.6,DAL,Combo,1802,36.1,74,54.9%,77,68%,60,45%,57,42%,62,44%,85,48%,75,39%,81,40%
Jonathan Isaac,27.1,ORL,Forward,1082,15.2,11,47.0%,40,65%,12,31%,54,33%,14,32%,22,32%,2,15%,9,26%
Jaden Ivey,22.7,DET,Combo,897,29.9,67,54.3%,43,60%,39,40%,36,33%,32,38%,32,36%,96,44%,89,42%
Jaren Jackson,25.1,MEM,Big,2197,29.7,41,55.1%,32,65%,78,51%,58,38%,79,51%,63,39%,73,38%,74,38%
Quenton Jackson,26.1,IND,Wing,336,14.0,38,51.9%,19,57%,8,29%,20,14%,3,21%,0,27%,95,43%,61,38%
Reggie Jackson,34.5,PHI,Combo,362,11.7,33,49.2%,45,61%,77,48%,22,29%,43,41%,0,40%,27,32%,38,34%
GG Jackson II,19.9,MEM,Forward,433,15.5,5,45.5%,2,50%,14,32%,86,50%,16,33%,4,27%,55,35%,38,33%
Andre Jackson Jr.,23.0,MIL,Wing,939,14.9,56,54.4%,64,67%,5,27%,30,29%,8,28%,40,37%,82,40%,65,38%
Trayce Jackson-Davis,24.7,GSW,Big,903,17.0,47,56.2%,39,66%,19,35%,20,0%,13,33%,0,0%,0,,0,0%
Bronny James,20.1,LAL,Point,108,9.0,2,28.4%,11,50%,6,29%,36,33%,8,29%,0,17%,0,17%,0,17%
LeBron James,39.8,LAL,Big,2443,34.9,53,57.3%,82,74%,59,46%,68,42%,58,44%,32,35%,72,38%,73,38%
Jaime Jaquez Jr.,23.7,MIA,Wing,1328,20.8,19,49.9%,34,60%,39,39%,23,20%,32,38%,7,28%,60,37%,19,32%
DaQuan Jeffries,27.2,CHA,Wing,1020,22.2,19,50.2%,4,51%,55,43%,71,44%,63,43%,49,39%,21,30%,37,35%
Trey Jemison,24.9,NOP,Big,134,9.6,5,45.8%,30,64%,4,22%,20,0%,2,20%,0,,0,,0,
Trey Jemison,24.9,LAL,Big,183,11.5,67,59.4%,47,68%,36,40%,0,,33,40%,0,,0,,0,
Ty Jerome,27.3,CLE,Combo,1304,18.6,95,60.7%,14,52%,100,59%,87,52%,100,58%,88,50%,95,44%,96,45%
Isaiah Joe,25.3,OKC,Wing,1537,20.8,94,60.8%,95,75%,48,41%,64,43%,51,42%,99,57%,65,38%,87,41%
AJ Johnson,19.9,WAS,Wing,567,25.8,7,45.8%,29,60%,14,32%,8,0%,12,31%,0,36%,11,26%,6,27%
Cameron Johnson,28.7,BKN,Forward,1799,31.6,82,58.4%,77,71%,70,47%,70,42%,65,45%,84,43%,76,38%,79,39%
Jalen Johnson,22.9,ATL,Forward,1284,35.7,53,54.2%,84,72%,28,37%,67,40%,37,37%,18,32%,33,32%,34,32%
Keldon Johnson,25.0,SAS,Forward,1830,23.8,49,54.1%,53,66%,47,42%,5,0%,42,40%,7,28%,57,35%,36,32%
Keon Johnson,22.6,BKN,Combo,1892,24.0,20,47.0%,20,54%,21,34%,61,43%,24,36%,13,33%,25,31%,21,32%
Nikola Jokic,29.7,DEN,Big,2570,36.7,87,63.8%,68,72%,90,57%,85,52%,91,56%,0,53%,96,45%,98,45%
Colby Jones,22.4,WAS,Wing,361,27.8,32,51.5%,69,68%,91,52%,23,25%,75,45%,0,42%,9,24%,13,30%
Dillon Jones,23.0,OKC,Forward,422,10.6,14,47.9%,12,58%,21,35%,86,50%,32,37%,0,33%,16,30%,23,30%
Herbert Jones,26.1,NOP,Forward,648,32.4,26,50.3%,26,61%,16,32%,96,78%,51,42%,53,38%,6,24%,27,31%
Isaac Jones,25.3,SAC,Big,218,8.4,93,67.3%,84,75%,83,54%,0,,85,54%,0,50%,0,0%,0,33%
Kai Jones,23.8,DAL,Big,240,20.0,100,84.1%,100,98%,96,62%,62,40%,88,56%,0,,0,33%,0,33%
Kai Jones,23.8,LAC,Big,105,5.8,99,73.7%,99,86%,36,40%,0,,33,40%,0,,0,,0,
Tre Jones,24.8,CHI,Wing,439,24.4,96,61.1%,75,69%,78,48%,54,40%,82,47%,0,58%,0,40%,100,50%
Tre Jones,24.8,SAS,Combo,446,15.9,44,51.1%,59,64%,33,39%,3,0%,28,38%,0,33%,0,23%,12,28%
Tyus Jones,28.5,PHX,Point,2163,26.7,85,57.1%,94,77%,57,44%,42,34%,53,43%,91,48%,70,38%,90,42%
Derrick Jones Jr.,27.7,LAC,Big,1864,24.2,68,59.4%,58,70%,60,46%,73,44%,64,46%,45,36%,55,36%,53,36%
DeAndre Jordan,36.3,DEN,Big,670,12.0,88,64.0%,67,71%,22,36%,0,,21,36%,0,,0,,0,
Cory Joseph,33.2,ORL,Point,552,13.8,68,54.2%,30,56%,83,50%,91,50%,92,50%,43,35%,65,37%,60,37%
Nikola Jovic,21.4,MIA,Big,1139,24.8,45,56.1%,47,68%,34,39%,88,57%,39,41%,93,49%,30,30%,70,38%
Johnny Juzang,23.6,UTA,Wing,1225,19.1,56,54.6%,60,67%,72,46%,73,45%,76,46%,61,41%,44,34%,58,37%
Luke Kennard,28.4,MEM,Combo,1445,22.2,94,60.7%,98,74%,85,49%,69,45%,86,48%,95,52%,79,39%,91,43%
Walker Kessler,23.3,UTA,Big,1727,29.8,92,66.8%,79,74%,85,54%,20,0%,83,53%,0,44%,1,8%,4,18%
Corey Kispert,25.7,WAS,Forward,1596,26.2,63,56.1%,63,69%,58,44%,19,20%,56,43%,31,35%,71,37%,63,37%
Maxi Kleber,32.8,DAL,Big,636,18.7,4,45.3%,12,59%,13,31%,94,67%,56,44%,4,24%,20,28%,18,27%
Dalton Knecht,23.5,LAL,Wing,1417,18.6,79,57.9%,91,74%,50,41%,80,48%,59,43%,71,43%,54,36%,66,38%
Tyler Kolek,23.6,NYK,Point,208,9.5,17,45.7%,11,50%,2,22%,0,,2,22%,0,33%,50,35%,42,34%
Christian Koloko,24.4,LAL,Big,288,10.3,64,58.9%,52,69%,36,40%,20,0%,23,36%,0,0%,0,0%,0,0%
John Konchar,28.6,MEM,Wing,473,13.2,73,56.9%,88,73%,3,25%,0,,4,25%,10,30%,90,42%,42,35%
Luke Kornet,29.3,BOS,Big,1337,18.3,94,67.8%,81,74%,30,38%,97,100%,44,42%,0,0%,0,0%,0,0%
Vit Krejci,24.4,ATL,Wing,1120,20.0,99,65.4%,84,72%,97,57%,96,60%,98,57%,98,54%,86,41%,96,44%
Jonathan Kuminga,22.1,GSW,Forward,1118,23.8,21,49.9%,82,72%,26,37%,42,27%,25,35%,13,28%,35,33%,30,31%
Kyle Kuzma,29.3,MIL,Forward,1047,31.7,44,53.9%,77,71%,39,39%,49,30%,35,37%,20,32%,65,36%,45,35%
Kyle Kuzma,29.3,WAS,Forward,886,27.7,12,47.1%,70,69%,30,37%,37,26%,23,35%,69,39%,8,25%,16,29%
Jake LaRavia,23.0,MEM,Wing,930,19.8,75,57.1%,57,65%,17,32%,35,33%,16,32%,27,35%,100,47%,94,44%
Jake LaRavia,23.0,SAC,Forward,354,18.6,74,57.4%,98,82%,18,33%,5,0%,11,31%,0,27%,96,47%,89,42%
Zach LaVine,29.6,SAC,Combo,1169,36.6,97,60.8%,84,69%,93,54%,55,41%,84,48%,97,52%,90,42%,95,44%
Zach LaVine,29.6,CHI,Wing,1431,34.1,95,60.8%,73,68%,48,41%,59,40%,46,40%,69,43%,98,45%,98,45%
Jock Landale,29.0,HOU,Big,416,12.6,48,56.6%,19,63%,68,49%,60,38%,64,46%,0,0%,100,50%,98,45%
Pelle Larsson,23.7,MIA,Wing,728,14.6,39,52.1%,36,61%,29,35%,8,0%,19,33%,43,38%,27,32%,30,34%
A.J. Lawson,24.3,TOR,Wing,459,20.0,23,50.6%,9,53%,43,40%,0,,43,40%,36,36%,33,33%,33,34%
Caris LeVert,30.2,CLE,Wing,896,23.6,61,55.3%,23,59%,16,32%,35,33%,16,32%,81,45%,71,38%,82,41%
Caris LeVert,30.2,ATL,Wing,691,26.6,63,55.8%,81,71%,76,47%,33,30%,71,45%,52,40%,26,31%,31,34%
Alex Len,31.4,SAC,Big,215,7.0,13,48.4%,13,60%,73,50%,0,,77,50%,0,0%,0,0%,0,0%
Alex Len,31.4,LAL,Big,101,11.2,4,44.7%,1,38%,55,44%,0,,59,44%,0,100%,0,0%,0,50%
Kawhi Leonard,33.3,LAC,Forward,1179,31.9,61,55.9%,86,72%,72,49%,72,43%,74,47%,67,39%,86,41%,84,41%
Maxwell Lewis,22.3,BKN,Wing,268,14.1,27,51.1%,51,64%,7,28%,35,33%,8,29%,16,32%,78,39%,49,36%
Damian Lillard,34.3,MIL,Point,2092,36.1,74,54.9%,45,61%,58,45%,89,49%,79,47%,49,37%,72,38%,66,38%
Dereck Lively II,20.7,DAL,Big,827,23.0,95,70.0%,91,77%,88,56%,0,,90,56%,0,,0,,0,
Kevon Looney,28.7,GSW,Big,1110,14.8,21,51.1%,29,64%,6,23%,39,24%,6,23%,0,100%,0,0%,0,50%
Brook Lopez,36.6,MIL,Big,2544,31.8,71,59.8%,94,78%,79,51%,72,44%,76,50%,99,55%,50,35%,66,37%
Kevin Love,36.2,MIA,Big,251,10.9,8,46.5%,2,41%,13,31%,36,20%,10,29%,0,36%,63,37%,59,36%
Kyle Lowry,38.6,PHI,Combo,652,18.6,22,47.3%,93,71%,7,29%,22,29%,8,29%,60,41%,22,31%,27,33%
Trey Lyles,29.0,SAC,Big,1317,19.1,30,53.0%,24,63%,26,36%,92,60%,42,41%,65,39%,37,32%,47,34%
Sandro Mamukelashvili,25.4,SAS,Big,581,11.2,62,58.7%,76,73%,64,48%,49,33%,65,46%,18,30%,67,38%,55,36%
Terance Mann,28.0,LAC,Wing,687,18.6,30,51.4%,80,71%,21,33%,21,17%,9,29%,87,47%,3,23%,30,34%
Terance Mann,28.0,ATL,Wing,677,22.6,97,62.4%,98,79%,94,54%,75,46%,94,52%,49,39%,76,39%,70,39%
Tre Mann,23.7,CHA,Combo,314,24.2,45,51.3%,5,44%,83,49%,59,42%,80,47%,0,40%,85,41%,84,41%
Lauri Markkanen,27.4,UTA,Forward,1474,31.4,35,52.2%,39,64%,68,46%,37,26%,54,42%,71,41%,41,33%,46,35%
Naji Marshall,26.8,DAL,Wing,1862,27.0,65,56.1%,82,71%,91,52%,97,72%,96,53%,9,29%,21,30%,11,29%
Caleb Martin,29.1,DAL,Forward,267,19.1,2,42.3%,28,62%,4,19%,61,38%,7,28%,0,27%,0,20%,7,25%
Caleb Martin,29.1,PHI,Wing,924,29.8,33,51.6%,16,56%,74,47%,35,33%,49,41%,99,56%,16,29%,73,39%
Cody Martin,29.1,PHX,Wing,191,13.7,1,35.6%,38,62%,99,67%,30,29%,78,46%,0,15%,0,0%,0,12%
Cody Martin,29.1,CHA,Wing,962,24.7,21,50.4%,71,68%,12,31%,44,34%,18,33%,22,33%,28,32%,20,32%
Jaylen Martin,20.8,WAS,Wing,215,18.0,8,46.3%,89,73%,3,25%,8,0%,4,23%,0,0%,0,38%,3,25%
Tyrese Martin,25.7,BKN,Combo,1265,21.5,53,52.4%,91,71%,13,32%,60,42%,16,34%,55,40%,40,34%,48,36%
Kenyon Martin Jr.,23.8,PHI,Big,460,19.2,90,65.3%,44,67%,93,60%,97,100%,97,64%,0,50%,0,17%,82,40%
Kenyon Martin Jr.,23.8,UTA,Big,431,22.7,28,52.5%,59,70%,93,60%,0,,95,60%,6,24%,0,0%,7,19%
Garrison Mathews,28.0,ATL,Wing,796,17.3,68,56.5%,3,50%,75,47%,30,29%,56,42%,100,59%,17,29%,69,39%
Bennedict Mathurin,22.4,IND,Wing,2134,29.6,41,52.3%,37,61%,64,45%,46,36%,55,42%,52,40%,42,34%,41,35%
Karlo Matkovic,23.6,NOP,Big,719,18.4,82,62.3%,92,77%,82,53%,20,0%,81,51%,42,36%,14,26%,35,32%
Tyrese Maxey,24.0,PHI,Point,1944,37.4,51,51.3%,38,59%,51,44%,79,45%,58,44%,14,31%,37,34%,36,34%
Miles McBride,24.1,NYK,Combo,1537,24.0,49,52.0%,16,52%,17,34%,83,49%,47,41%,43,38%,63,38%,62,38%
Jared McCain,20.7,PHI,Combo,576,25.1,79,55.7%,40,59%,64,46%,78,48%,79,46%,12,32%,89,41%,73,39%
CJ McCollum,33.1,NOP,Combo,1828,32.6,59,53.0%,52,62%,63,46%,54,40%,64,44%,27,35%,64,38%,61,37%
TJ McConnell,32.6,IND,Point,1413,17.9,62,53.2%,60,64%,74,48%,98,52%,87,49%,51,38%,9,28%,18,31%
Jaden McDaniels,24.1,MIN,Wing,2610,31.8,51,53.9%,79,70%,53,42%,83,49%,64,43%,21,32%,46,35%,27,33%
Doug McDermott,32.8,SAC,Wing,260,9.0,66,56.2%,60,67%,1,0%,35,33%,1,17%,67,42%,68,38%,70,39%
Jordan McLaughlin,28.6,SAC,Combo,133,7.4,62,53.6%,9,50%,14,33%,97,67%,66,44%,0,29%,0,50%,0,40%
De'Anthony Melton,26.4,GSW,Wing,119,19.9,44,52.8%,3,44%,83,50%,0,,89,50%,0,75%,30,32%,58,37%
Sam Merrill,28.5,CLE,Wing,1335,19.1,77,57.6%,86,72%,63,44%,64,43%,66,44%,59,41%,61,37%,63,38%
Vasilije Micic,30.8,CHA,Combo,757,21.1,9,42.4%,8,49%,2,19%,30,31%,2,25%,0,25%,46,36%,42,35%
Khris Middleton,33.2,MIL,Wing,533,23.2,93,59.9%,18,57%,99,64%,94,55%,99,59%,0,36%,92,42%,84,41%
Khris Middleton,33.2,WAS,Forward,309,22.1,7,46.8%,72,70%,56,44%,86,50%,72,46%,0,22%,16,30%,14,28%
Brandon Miller,21.9,CHA,Wing,923,34.2,31,51.5%,67,68%,38,39%,35,33%,31,38%,13,31%,59,37%,49,36%
Jordan Miller,24.8,LAC,Wing,286,9.0,17,49.0%,26,59%,83,50%,84,50%,89,50%,0,20%,7,24%,2,23%
Patty Mills,36.2,UTA,Point,260,15.3,15,45.4%,91,75%,45,43%,49,38%,32,40%,0,40%,11,28%,10,30%
Shake Milton,28.1,BKN,Combo,478,19.1,82,55.8%,26,56%,77,48%,100,100%,94,52%,8,32%,93,43%,74,39%
Shake Milton,28.1,LAL,Wing,285,11.4,12,47.6%,42,62%,51,41%,23,25%,41,39%,0,43%,0,20%,16,31%
Josh Minott,21.9,MIN,Wing,178,5.4,37,51.8%,38,62%,21,33%,0,,19,33%,10,30%,0,29%,13,30%
Yves Missi,20.5,NOP,Big,1937,26.5,36,54.6%,11,59%,30,38%,79,50%,29,39%,0,,0,,0,
Ajay Mitchell,22.4,OKC,Combo,529,14.7,47,51.9%,41,60%,80,48%,26,30%,71,45%,0,33%,52,37%,47,36%
Davion Mitchell,26.2,TOR,Point,1074,24.4,60,53.2%,23,54%,79,49%,23,27%,62,44%,26,33%,87,39%,68,38%
Davion Mitchell,26.2,MIA,Point,940,31.3,98,59.4%,53,62%,72,47%,11,14%,51,43%,89,48%,96,44%,98,45%
Donovan Mitchell,28.2,CLE,Combo,2228,31.4,60,53.3%,44,61%,84,49%,56,42%,75,46%,78,45%,44,36%,54,37%
Evan Mobley,23.4,CLE,Big,2161,30.4,74,60.3%,89,76%,33,39%,39,23%,28,38%,79,42%,57,36%,65,37%
Jonathan Mogbo,23.0,TOR,Big,1209,20.5,6,45.9%,12,60%,9,27%,44,29%,8,27%,13,28%,3,17%,8,23%
Malik Monk,26.7,SAC,Wing,2053,31.6,34,51.7%,38,62%,82,50%,76,46%,88,49%,82,45%,25,31%,25,33%
Moses Moody,22.4,GSW,Wing,1591,21.5,52,54.0%,85,72%,30,35%,18,7%,13,31%,70,43%,41,34%,59,37%
Wendell Moore Jr.,23.1,CHA,Wing,230,14.4,72,56.8%,31,60%,98,63%,35,33%,97,55%,0,45%,0,29%,47,36%
Wendell Moore Jr.,23.1,DET,Wing,173,11.6,29,51.3%,17,56%,83,50%,84,50%,89,50%,0,33%,0,25%,0,31%
Ja Morant,25.2,MEM,Point,1513,30.3,49,51.3%,57,62%,60,45%,57,39%,64,44%,40,35%,28,32%,28,33%
Markieff Morris,35.2,LAL,Big,106,13.3,2,41.3%,0,14%,98,67%,62,40%,92,57%,0,13%,0,36%,17,26%
Monte Morris,29.3,PHX,Point,501,13.2,25,47.9%,85,71%,26,39%,85,48%,45,42%,37,34%,20,31%,24,32%
Trey Murphy III,24.4,NOP,Wing,1851,34.9,59,55.1%,78,70%,40,39%,49,37%,38,39%,89,48%,41,34%,53,37%
Dejounte Murray,28.1,NOP,Point,1012,32.6,11,44.7%,26,56%,25,38%,55,38%,25,38%,26,33%,15,30%,14,30%
Jamal Murray,27.7,DEN,Combo,2409,36.0,70,54.6%,64,65%,71,47%,67,45%,77,46%,30,36%,84,40%,76,40%
Keegan Murray,24.2,SAC,Forward,2600,34.2,46,53.9%,93,77%,60,44%,56,34%,51,42%,49,38%,39,33%,41,34%
Kris Murray,24.2,POR,Wing,909,14.0,8,45.9%,41,62%,31,36%,0,,28,36%,3,26%,0,17%,1,22%
Sviatoslav Mykhailiuk,27.4,UTA,Wing,751,19.8,29,51.4%,14,56%,61,44%,63,42%,66,44%,27,35%,50,36%,44,35%
Larry Nance Jr.,31.8,ATL,Big,463,19.3,86,63.4%,54,69%,25,36%,92,60%,33,40%,89,46%,98,46%,100,46%
Andrew Nembhard,24.8,IND,Combo,1871,28.8,43,51.0%,89,71%,66,46%,70,46%,76,46%,5,29%,19,30%,16,30%
Aaron Nesmith,25.0,IND,Wing,1123,25.0,96,61.7%,72,68%,83,50%,52,39%,83,48%,91,50%,70,38%,92,43%
Georges Niang,31.4,ATL,Forward,640,22.9,79,58.1%,30,63%,46,42%,67,40%,49,42%,56,38%,92,43%,88,41%
Georges Niang,31.4,CLE,Forward,1005,19.7,89,61.2%,60,68%,91,56%,5,0%,88,54%,87,43%,73,38%,82,41%
Zeke Nnaji,23.8,DEN,Big,545,12.4,52,57.3%,36,66%,4,22%,79,50%,13,33%,23,33%,79,40%,56,36%
Jaylen Nowell,25.3,NOP,Combo,154,19.3,8,41.7%,9,50%,34,39%,3,0%,20,34%,0,40%,17,29%,22,32%
Jusuf Nurkic,30.2,CHA,Big,465,17.9,32,53.7%,25,63%,82,53%,20,0%,80,51%,0,0%,28,30%,25,29%
Jusuf Nurkic,30.2,PHX,Big,591,23.7,20,50.9%,24,63%,25,36%,0,,22,36%,0,50%,19,28%,34,32%
Royce O'Neale,31.4,PHX,Wing,1805,24.1,87,58.8%,53,64%,19,33%,20,14%,11,31%,94,51%,67,38%,86,41%
Chuma Okeke,26.2,PHI,Wing,171,24.4,100,69.7%,88,73%,0,,0,,0,,0,50%,0,42%,99,45%
Josh Okogie,26.2,CHA,Wing,274,18.3,9,46.9%,72,68%,3,24%,8,0%,3,22%,38,37%,16,29%,20,32%
Josh Okogie,26.2,PHX,Wing,324,13.5,72,56.8%,54,65%,53,42%,84,50%,59,43%,52,40%,0,27%,53,37%
Onyeka Okongwu,23.9,ATL,Big,2062,27.9,73,60.3%,58,70%,70,49%,20,0%,70,48%,27,35%,32,31%,40,33%
Isaac Okoro,23.8,CLE,Wing,984,17.9,89,59.4%,54,65%,21,33%,8,0%,14,31%,62,41%,57,37%,75,39%
Kelly Olynyk,33.5,TOR,Big,377,15.7,53,57.3%,18,62%,50,43%,44,29%,33,40%,0,67%,92,43%,96,44%
Kelly Olynyk,33.5,NOP,Big,507,25.4,37,54.7%,26,64%,45,42%,56,35%,32,40%,0,57%,48,34%,77,39%
Kelly Oubre,28.9,PHI,Forward,2065,34.4,33,51.8%,58,67%,40,40%,77,44%,42,40%,33,36%,10,26%,18,30%
Chris Paul,39.5,SAS,Point,2291,27.9,77,55.1%,100,82%,89,51%,83,47%,89,49%,34,34%,85,39%,76,38%
Cameron Payne,30.2,NYK,Combo,1037,14.4,41,50.4%,6,46%,68,46%,18,25%,55,43%,15,33%,56,37%,53,37%
Elfrid Payton,30.7,NOP,Combo,359,21.2,3,37.8%,3,43%,29,37%,36,33%,25,37%,0,0%,0,25%,0,20%
Elfrid Payton,30.7,CHA,Point,104,17.4,0,18.8%,0,0%,0,20%,0,,0,20%,0,,0,,0,
Gary Payton II,31.9,GSW,Wing,920,14.9,98,62.7%,99,79%,71,46%,8,0%,73,45%,52,40%,3,23%,24,33%
Drew Peterson,25.0,BOS,Forward,127,7.5,77,58.0%,0,33%,0,0%,0,,0,0%,0,38%,0,46%,95,43%
Julian Phillips,21.0,CHI,Big,1044,13.4,22,51.3%,10,59%,52,44%,20,0%,48,42%,69,39%,4,18%,36,32%
Jalen Pickett,25.0,DEN,Combo,573,13.3,71,54.6%,93,71%,69,46%,43,35%,40,41%,58,41%,67,38%,69,39%
Scotty Pippen,24.0,MEM,Combo,1658,21.3,78,55.5%,47,61%,55,44%,21,27%,51,42%,93,52%,60,37%,86,41%
Mason Plumlee,34.7,PHX,Big,1255,17.4,81,62.1%,88,76%,12,31%,20,0%,11,30%,0,0%,0,,0,0%
Brandin Podziemski,21.7,GSW,Combo,1675,26.2,61,53.5%,68,66%,72,47%,46,36%,61,44%,42,38%,68,38%,65,38%
Jakob Poeltl,29.0,TOR,Big,1685,29.6,84,62.9%,80,74%,76,51%,67,42%,76,50%,0,100%,0,0%,0,50%
Jordan Poole,25.4,WAS,Point,2000,29.4,72,54.5%,77,68%,11,34%,32,32%,15,34%,31,34%,80,38%,72,38%
Craig Porter,24.7,CLE,Combo,401,11.1,85,56.3%,51,62%,46,42%,3,0%,22,36%,0,38%,98,46%,94,44%
Kevin Porter,24.5,MIL,Combo,596,19.9,68,54.3%,24,55%,91,53%,80,49%,93,51%,0,38%,88,41%,86,41%
Kevin Porter,24.5,LAC,Combo,842,18.7,13,45.7%,71,67%,56,44%,49,40%,49,42%,0,56%,5,21%,6,24%
Michael Porter,26.3,DEN,Forward,2590,33.6,86,60.2%,88,74%,75,50%,63,39%,67,45%,100,52%,80,39%,80,40%
Bobby Portis,29.7,MIL,Big,1237,25.2,27,52.3%,41,66%,62,47%,68,42%,61,45%,82,43%,45,34%,57,36%
Kristaps Porzingis,29.3,BOS,Big,1208,28.8,50,57.0%,53,69%,65,48%,48,31%,55,44%,35,35%,86,41%,87,41%
Quinten Post,24.6,GSW,Big,635,15.5,65,59.2%,3,44%,79,52%,88,57%,82,53%,85,45%,93,43%,92,43%
Micah Potter,26.6,UTA,Big,679,18.4,36,54.6%,75,73%,93,60%,97,100%,97,64%,25,35%,21,29%,38,32%
Dwight Powell,33.3,DAL,Big,467,10.4,98,71.3%,95,78%,15,33%,0,,13,33%,0,33%,0,,0,33%
Norman Powell,31.4,LAC,Wing,1956,32.6,83,58.1%,59,66%,59,43%,66,43%,63,43%,51,40%,94,43%,89,42%
Taurean Prince,30.6,MIL,Wing,2161,27.0,94,60.7%,23,59%,34,37%,61,41%,31,38%,85,46%,93,43%,97,44%
Payton Pritchard,26.8,BOS,Point,2201,27.5,100,63.1%,91,75%,100,57%,81,46%,100,53%,83,44%,91,41%,88,41%
Olivier-Maxence Prosper,22.3,DAL,Forward,498,10.4,0,41.7%,9,56%,5,19%,25,25%,4,21%,9,28%,0,17%,5,24%
Trevelin Queen,27.7,ORL,Wing,352,14.7,48,53.5%,28,59%,55,43%,23,25%,39,39%,31,35%,63,38%,54,37%
Neemias Queta,25.3,BOS,Big,768,14.5,87,63.9%,55,70%,68,49%,0,,74,49%,0,0%,0,,0,0%
Immanuel Quickley,25.4,TOR,Combo,917,27.8,52,52.2%,39,59%,40,40%,79,48%,46,41%,57,40%,70,38%,67,38%
Lester Quinones,24.0,NOP,Big,148,18.6,31,53.3%,77,73%,10,30%,20,0%,7,23%,0,29%,79,40%,67,38%
Julius Randle,29.9,MIN,Big,2222,32.2,34,54.1%,62,70%,36,40%,85,52%,46,42%,15,29%,60,36%,48,34%
Duop Reath,28.4,POR,Big,372,13.8,29,52.5%,73,73%,3,20%,20,0%,1,18%,35,35%,34,32%,39,32%
Austin Reaves,26.4,LAL,Combo,2549,34.9,89,56.7%,82,69%,62,45%,64,44%,70,45%,83,47%,65,38%,71,39%
Cameron Reddish,25.2,LAL,Wing,553,17.3,16,48.9%,82,71%,8,29%,35,33%,9,29%,18,32%,7,24%,6,28%
Paul Reed,25.4,DET,Big,347,9.1,19,50.9%,64,71%,10,30%,88,57%,30,39%,0,20%,0,15%,3,17%
Alex Reese,25.5,PHI,Forward,196,15.1,93,62.8%,100,100%,79,50%,100,100%,98,67%,0,15%,100,48%,57,36%
Antonio Reeves,23.9,NOP,Wing,548,14.1,71,56.7%,6,52%,92,53%,33,30%,84,48%,26,34%,99,46%,87,42%
Naz Reid,25.2,MIN,Big,2190,27.4,44,55.6%,37,66%,55,44%,40,25%,52,44%,52,38%,70,38%,72,38%
Jared Rhoden,25.2,TOR,Wing,205,22.8,78,57.7%,82,71%,21,33%,8,0%,4,25%,75,44%,1,19%,17,31%
Nick Richards,26.9,CHA,Big,438,20.9,46,56.1%,35,65%,22,36%,40,25%,17,34%,0,0%,0,,0,0%
Nick Richards,26.9,PHX,Big,815,22.6,75,60.5%,83,75%,35,40%,75,45%,38,40%,0,0%,0,,0,0%
Josh Richardson,31.1,MIA,Combo,139,17.5,6,41.2%,71,67%,7,29%,18,25%,6,27%,0,20%,0,33%,19,30%
Zaccharie Risacher,19.6,ATL,Wing,1804,24.1,49,53.6%,41,62%,52,42%,54,40%,52,42%,75,44%,18,29%,46,36%
Duncan Robinson,30.5,MIA,Wing,1778,24.0,84,58.3%,56,65%,69,46%,8,0%,70,45%,65,42%,76,39%,76,40%
Mitchell Robinson,26.6,NYK,Big,288,17.0,91,66.1%,46,68%,15,33%,0,,13,33%,0,,0,,0,
Orlando Robinson,24.3,TOR,Big,668,19.7,14,49.6%,9,59%,28,37%,94,67%,28,38%,0,33%,65,37%,61,37%
Jeremiah Robinson-Earl,24.0,NOP,Big,1134,18.0,24,51.6%,19,62%,12,30%,79,50%,19,35%,80,42%,7,22%,44,33%
David Roddy,23.6,ATL,Forward,302,13.2,88,60.7%,18,59%,89,56%,0,,89,56%,0,50%,82,39%,95,43%
